throughput_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-THROUGHPUT_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,39.06,index,valid,synthetic_qos,126,118,35.03,0
QOS-THROUGHPUT_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,47.88,index,valid,synthetic_qos,279,278,35.08,0
QOS-THROUGHPUT_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,79.74,index,valid,synthetic_qos,361,351,32.06,0
QOS-THROUGHPUT_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,49.79,index,valid,synthetic_qos,343,333,29.42,0
QOS-THROUGHPUT_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,28.44,index,valid,synthetic_qos,321,320,19.24,0
QOS-THROUGHPUT_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,31.56,index,valid,synthetic_qos,154,150,40.85,0
QOS-THROUGHPUT_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,39.73,index,valid,synthetic_qos,194,191,18.63,0
QOS-THROUGHPUT_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,45.19,index,valid,synthetic_qos,377,370,22.94,0
QOS-THROUGHPUT_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,33.8,index,valid,synthetic_qos,169,164,35.79,0
QOS-THROUGHPUT_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,39.19,index,valid,synthetic_qos,179,173,24.23,0
QOS-THROUGHPUT_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,70.38,index,valid,synthetic_qos,104,95,18.55,0
QOS-THROUGHPUT_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,81.8,index,valid,synthetic_qos,295,285,17.37,0
QOS-THROUGHPUT_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,69.51,index,valid,synthetic_qos,147,141,15.19,0
QOS-THROUGHPUT_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,25.61,index,valid,synthetic_qos,147,140,35.45,0
QOS-THROUGHPUT_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,66.89,index,valid,synthetic_qos,162,161,22.59,0
QOS-THROUGHPUT_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,71.11,index,valid,synthetic_qos,144,140,20.34,0
QOS-THROUGHPUT_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,74.4,index,valid,synthetic_qos,158,149,39.99,0
QOS-THROUGHPUT_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,72.18,index,valid,synthetic_qos,327,320,22.17,0
QOS-THROUGHPUT_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,20.15,index,valid,synthetic_qos,122,117,21.75,0
QOS-THROUGHPUT_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,30.36,index,valid,synthetic_qos,372,371,43.23,0
QOS-THROUGHPUT_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,34.76,index,valid,synthetic_qos,171,161,31.15,0
QOS-THROUGHPUT_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,77.25,index,valid,synthetic_qos,398,394,15.85,0
QOS-THROUGHPUT_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,53.21,index,valid,synthetic_qos,341,335,22.6,0
QOS-THROUGHPUT_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,47.86,index,valid,synthetic_qos,308,298,19.5,0
QOS-THROUGHPUT_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,76.76,index,valid,synthetic_qos,159,156,25.37,0
QOS-THROUGHPUT_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,81.12,index,valid,synthetic_qos,131,122,18.07,0
QOS-THROUGHPUT_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,63.92,index,valid,synthetic_qos,309,308,37.47,0
QOS-THROUGHPUT_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,22.79,index,valid,synthetic_qos,232,230,40.74,0
QOS-THROUGHPUT_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,59.68,index,valid,synthetic_qos,153,146,20.05,0
QOS-THROUGHPUT_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,40.14,index,valid,synthetic_qos,281,271,37.8,0
QOS-THROUGHPUT_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,78.55,index,valid,synthetic_qos,391,387,36.69,0
QOS-THROUGHPUT_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,77.84,index,valid,synthetic_qos,197,189,17.69,0
QOS-THROUGHPUT_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,74.97,index,valid,synthetic_qos,313,303,31.66,0
QOS-THROUGHPUT_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,43.66,index,valid,synthetic_qos,355,350,22.86,0
QOS-THROUGHPUT_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,34.73,index,valid,synthetic_qos,170,161,32.97,0
QOS-THROUGHPUT_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,29.08,index,valid,synthetic_qos,292,288,20.87,0
QOS-THROUGHPUT_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,62.23,index,valid,synthetic_qos,367,363,34.29,0
QOS-THROUGHPUT_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,25.99,index,valid,synthetic_qos,355,346,30.82,0
QOS-THROUGHPUT_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,63.89,index,valid,synthetic_qos,270,268,37.35,0
QOS-THROUGHPUT_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,37.84,index,valid,synthetic_qos,299,296,25.49,0
QOS-THROUGHPUT_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,73.06,index,valid,synthetic_qos,323,315,27.38,0
QOS-THROUGHPUT_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,50.85,index,valid,synthetic_qos,376,375,24.77,0
QOS-THROUGHPUT_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,69.56,index,valid,synthetic_qos,336,330,24.46,0
QOS-THROUGHPUT_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,80.95,index,valid,synthetic_qos,296,293,26.79,0
QOS-THROUGHPUT_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,25.83,index,valid,synthetic_qos,120,119,43.31,0
QOS-THROUGHPUT_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,25.13,index,valid,synthetic_qos,337,330,26.29,0
QOS-THROUGHPUT_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,62.88,index,valid,synthetic_qos,371,368,26.62,0
QOS-THROUGHPUT_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,56.85,index,valid,synthetic_qos,247,238,32.23,0
QOS-THROUGHPUT_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,31.65,index,valid,synthetic_qos,233,223,33.55,0
QOS-THROUGHPUT_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,69.68,index,valid,synthetic_qos,163,154,28.51,0
QOS-THROUGHPUT_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,47.02,index,valid,synthetic_qos,197,187,20.56,0
QOS-THROUGHPUT_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,84.84,index,valid,synthetic_qos,381,375,19.11,0
QOS-THROUGHPUT_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,28.23,index,valid,synthetic_qos,325,320,37.78,0
QOS-THROUGHPUT_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,31.58,index,valid,synthetic_qos,280,273,38.07,0
QOS-THROUGHPUT_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,77.4,index,valid,synthetic_qos,285,281,29.17,0
QOS-THROUGHPUT_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,83.49,index,valid,synthetic_qos,230,225,20.05,0
QOS-THROUGHPUT_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,35.47,index,valid,synthetic_qos,129,123,22.9,0
QOS-THROUGHPUT_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,23.65,index,valid,synthetic_qos,190,184,23.36,0
QOS-THROUGHPUT_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,55.94,index,valid,synthetic_qos,366,365,31.18,0
QOS-THROUGHPUT_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,67.28,index,valid,synthetic_qos,367,366,38.7,0
QOS-THROUGHPUT_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,53.59,index,valid,synthetic_qos,158,150,32.77,0
QOS-THROUGHPUT_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,26.19,index,valid,synthetic_qos,195,186,17.77,0
QOS-THROUGHPUT_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,63.51,index,valid,synthetic_qos,393,392,28.07,0
QOS-THROUGHPUT_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,51.84,index,valid,synthetic_qos,277,271,17.85,0
QOS-THROUGHPUT_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,71.61,index,valid,synthetic_qos,287,277,41.88,0
QOS-THROUGHPUT_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,25.92,index,valid,synthetic_qos,247,237,22.58,0
QOS-THROUGHPUT_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,55.71,index,valid,synthetic_qos,339,329,22.43,0
QOS-THROUGHPUT_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,27.35,index,valid,synthetic_qos,243,234,27.08,0
QOS-THROUGHPUT_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,68.65,index,valid,synthetic_qos,291,285,19.27,0
QOS-THROUGHPUT_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,67.31,index,valid,synthetic_qos,266,256,40.75,0
QOS-THROUGHPUT_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,53.4,index,valid,synthetic_qos,227,217,17.35,0
QOS-THROUGHPUT_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,53.99,index,valid,synthetic_qos,352,349,29.34,0
QOS-THROUGHPUT_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,67.21,index,valid,synthetic_qos,276,266,32.49,0
QOS-THROUGHPUT_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,44.27,index,valid,synthetic_qos,218,213,24.41,0
QOS-THROUGHPUT_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,45.94,index,valid,synthetic_qos,308,302,33.76,0
QOS-THROUGHPUT_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,73.65,index,valid,synthetic_qos,302,296,28.9,0
QOS-THROUGHPUT_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,76.32,index,valid,synthetic_qos,224,223,33.46,0
QOS-THROUGHPUT_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,68.43,index,valid,synthetic_qos,131,130,38.79,0
QOS-THROUGHPUT_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,33.63,index,valid,synthetic_qos,135,130,23.77,0
QOS-THROUGHPUT_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,17.26,index,valid,synthetic_qos,215,214,39.28,0
QOS-THROUGHPUT_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,65.11,index,valid,synthetic_qos,214,209,18.95,0
QOS-THROUGHPUT_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,45.18,index,valid,synthetic_qos,293,284,17.05,0
QOS-THROUGHPUT_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,71.23,index,valid,synthetic_qos,147,146,39.81,0
QOS-THROUGHPUT_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,67.99,index,valid,synthetic_qos,181,180,34.87,0
QOS-THROUGHPUT_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,75.29,index,valid,synthetic_qos,333,324,36.9,0
QOS-THROUGHPUT_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,43.62,index,valid,synthetic_qos,131,124,25.17,0
QOS-THROUGHPUT_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,28.66,index,valid,synthetic_qos,164,154,32.71,0
QOS-THROUGHPUT_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,20.03,index,valid,synthetic_qos,140,137,19.95,0
QOS-THROUGHPUT_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,38.81,index,valid,synthetic_qos,307,301,26.72,0
QOS-THROUGHPUT_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,66.65,index,valid,synthetic_qos,174,170,21.7,0
QOS-THROUGHPUT_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,23.16,index,valid,synthetic_qos,339,335,31.16,0
QOS-THROUGHPUT_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,73.36,index,valid,synthetic_qos,306,300,18.82,0
QOS-THROUGHPUT_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,72.48,index,valid,synthetic_qos,182,179,29.05,0
QOS-THROUGHPUT_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,44.31,index,valid,synthetic_qos,183,173,20.71,0
QOS-THROUGHPUT_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,46.68,index,valid,synthetic_qos,287,277,40.42,0
QOS-THROUGHPUT_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,42.9,index,valid,synthetic_qos,215,207,25.64,0
QOS-THROUGHPUT_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,68.84,index,valid,synthetic_qos,362,357,16.13,0
QOS-THROUGHPUT_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,84.14,index,valid,synthetic_qos,134,127,22.39,0
QOS-THROUGHPUT_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,75.59,index,valid,synthetic_qos,193,188,38.66,0
QOS-THROUGHPUT_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,68.02,index,valid,synthetic_qos,144,136,37.28,0
QOS-THROUGHPUT_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,72.83,index,valid,synthetic_qos,256,254,23.55,0
QOS-THROUGHPUT_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,21.25,index,valid,synthetic_qos,127,125,25.06,0
QOS-THROUGHPUT_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,37.58,index,valid,synthetic_qos,192,191,20.81,0
QOS-THROUGHPUT_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,66.49,index,valid,synthetic_qos,115,113,34.54,0
QOS-THROUGHPUT_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,30.67,index,valid,synthetic_qos,271,264,29.84,0
QOS-THROUGHPUT_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,55.46,index,valid,synthetic_qos,189,185,23.67,0
QOS-THROUGHPUT_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,25.59,index,valid,synthetic_qos,138,134,44.12,0
QOS-THROUGHPUT_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,27.4,index,valid,synthetic_qos,247,244,39.03,0
QOS-THROUGHPUT_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,75.36,index,valid,synthetic_qos,236,232,41.52,0
QOS-THROUGHPUT_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,51.56,index,valid,synthetic_qos,271,266,25.88,0
QOS-THROUGHPUT_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,74.41,index,valid,synthetic_qos,156,154,36.86,0
QOS-THROUGHPUT_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,43.71,index,valid,synthetic_qos,140,134,21.15,0
QOS-THROUGHPUT_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,55.49,index,valid,synthetic_qos,272,268,39.59,0
QOS-THROUGHPUT_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,21.0,index,valid,synthetic_qos,157,151,19.49,0
QOS-THROUGHPUT_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,29.23,index,valid,synthetic_qos,311,305,42.84,0
QOS-THROUGHPUT_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,27.4,index,valid,synthetic_qos,298,294,17.05,0
QOS-THROUGHPUT_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,23.56,index,valid,synthetic_qos,140,133,24.4,0
