upload_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-UPLOAD_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,54.4,index,valid,synthetic_qos,257,249,17.71,0
QOS-UPLOAD_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,39.18,index,valid,synthetic_qos,132,123,21.72,0
QOS-UPLOAD_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,30.81,index,valid,synthetic_qos,226,217,25.31,0
QOS-UPLOAD_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,55.71,index,valid,synthetic_qos,277,272,35.32,0
QOS-UPLOAD_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,51.04,index,valid,synthetic_qos,295,286,26.82,0
QOS-UPLOAD_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,61.16,index,valid,synthetic_qos,297,289,25.07,0
QOS-UPLOAD_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,73.3,index,valid,synthetic_qos,121,112,26.29,0
QOS-UPLOAD_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,72.64,index,valid,synthetic_qos,397,390,25.52,0
QOS-UPLOAD_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,80.34,index,valid,synthetic_qos,315,308,37.05,0
QOS-UPLOAD_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,62.85,index,valid,synthetic_qos,191,186,23.53,0
QOS-UPLOAD_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,79.47,index,valid,synthetic_qos,196,190,21.74,0
QOS-UPLOAD_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,41.75,index,valid,synthetic_qos,126,121,18.98,0
QOS-UPLOAD_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,28.78,index,valid,synthetic_qos,377,375,29.26,0
QOS-UPLOAD_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,51.08,index,valid,synthetic_qos,110,105,17.51,0
QOS-UPLOAD_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,62.22,index,valid,synthetic_qos,193,192,17.92,0
QOS-UPLOAD_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,29.9,index,valid,synthetic_qos,115,111,23.0,0
QOS-UPLOAD_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,36.99,index,valid,synthetic_qos,203,194,22.52,0
QOS-UPLOAD_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,33.32,index,valid,synthetic_qos,303,298,41.59,0
QOS-UPLOAD_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,34.12,index,valid,synthetic_qos,217,214,20.83,0
QOS-UPLOAD_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,60.25,index,valid,synthetic_qos,376,372,18.39,0
QOS-UPLOAD_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,50.51,index,valid,synthetic_qos,321,319,20.63,0
QOS-UPLOAD_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,60.15,index,valid,synthetic_qos,332,328,19.35,0
QOS-UPLOAD_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,20.01,index,valid,synthetic_qos,259,251,34.01,0
QOS-UPLOAD_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,64.66,index,valid,synthetic_qos,262,258,33.24,0
QOS-UPLOAD_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,59.11,index,valid,synthetic_qos,399,397,33.56,0
QOS-UPLOAD_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,40.78,index,valid,synthetic_qos,281,278,20.88,0
QOS-UPLOAD_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,32.78,index,valid,synthetic_qos,270,261,35.17,0
QOS-UPLOAD_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,63.04,index,valid,synthetic_qos,351,347,34.94,0
QOS-UPLOAD_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,77.62,index,valid,synthetic_qos,255,254,33.13,0
QOS-UPLOAD_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,32.84,index,valid,synthetic_qos,227,223,18.95,0
QOS-UPLOAD_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,36.46,index,valid,synthetic_qos,278,271,34.44,0
QOS-UPLOAD_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,46.73,index,valid,synthetic_qos,101,94,43.58,0
QOS-UPLOAD_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,76.18,index,valid,synthetic_qos,331,329,20.64,0
QOS-UPLOAD_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,40.89,index,valid,synthetic_qos,202,197,26.47,0
QOS-UPLOAD_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,48.05,index,valid,synthetic_qos,260,254,44.19,0
QOS-UPLOAD_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,60.32,index,valid,synthetic_qos,217,213,44.1,0
QOS-UPLOAD_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,38.55,index,valid,synthetic_qos,111,102,29.71,0
QOS-UPLOAD_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,74.17,index,valid,synthetic_qos,261,252,27.09,0
QOS-UPLOAD_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,79.64,index,valid,synthetic_qos,247,244,34.85,0
QOS-UPLOAD_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,26.89,index,valid,synthetic_qos,329,325,29.44,0
QOS-UPLOAD_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,78.87,index,valid,synthetic_qos,229,219,22.09,0
QOS-UPLOAD_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,30.0,index,valid,synthetic_qos,281,274,43.12,0
QOS-UPLOAD_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,75.75,index,valid,synthetic_qos,305,303,17.56,0
QOS-UPLOAD_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,55.31,index,valid,synthetic_qos,213,209,25.15,0
QOS-UPLOAD_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,17.96,index,valid,synthetic_qos,196,195,25.34,0
QOS-UPLOAD_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,43.08,index,valid,synthetic_qos,251,244,44.08,0
QOS-UPLOAD_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,81.72,index,valid,synthetic_qos,326,320,27.91,0
QOS-UPLOAD_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,79.79,index,valid,synthetic_qos,288,280,40.39,0
QOS-UPLOAD_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,58.08,index,valid,synthetic_qos,147,146,18.77,0
QOS-UPLOAD_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,17.12,index,valid,synthetic_qos,168,160,18.6,0
QOS-UPLOAD_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,21.78,index,valid,synthetic_qos,253,247,39.22,0
QOS-UPLOAD_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,37.57,index,valid,synthetic_qos,185,184,22.62,0
QOS-UPLOAD_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,30.64,index,valid,synthetic_qos,209,204,24.54,0
QOS-UPLOAD_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,59.03,index,valid,synthetic_qos,284,275,37.1,0
QOS-UPLOAD_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,66.03,index,valid,synthetic_qos,147,137,36.17,0
QOS-UPLOAD_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,47.94,index,valid,synthetic_qos,314,307,35.4,0
QOS-UPLOAD_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,28.54,index,valid,synthetic_qos,242,232,24.92,0
QOS-UPLOAD_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,74.29,index,valid,synthetic_qos,261,257,31.48,0
QOS-UPLOAD_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,46.01,index,valid,synthetic_qos,317,316,16.43,0
QOS-UPLOAD_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,55.3,index,valid,synthetic_qos,151,141,42.98,0
QOS-UPLOAD_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,36.68,index,valid,synthetic_qos,320,311,16.2,0
QOS-UPLOAD_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,83.45,index,valid,synthetic_qos,189,181,18.82,0
QOS-UPLOAD_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,41.19,index,valid,synthetic_qos,357,354,23.08,0
QOS-UPLOAD_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,22.49,index,valid,synthetic_qos,222,216,28.7,0
QOS-UPLOAD_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,26.74,index,valid,synthetic_qos,294,287,20.49,0
QOS-UPLOAD_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,17.62,index,valid,synthetic_qos,248,241,24.39,0
QOS-UPLOAD_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,71.15,index,valid,synthetic_qos,283,282,26.51,0
QOS-UPLOAD_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,45.13,index,valid,synthetic_qos,228,223,34.55,0
QOS-UPLOAD_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,26.96,index,valid,synthetic_qos,231,223,27.9,0
QOS-UPLOAD_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,28.17,index,valid,synthetic_qos,343,333,33.16,0
QOS-UPLOAD_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,82.68,index,valid,synthetic_qos,174,173,31.71,0
QOS-UPLOAD_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,36.63,index,valid,synthetic_qos,102,99,20.74,0
QOS-UPLOAD_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,63.65,index,valid,synthetic_qos,175,166,33.34,0
QOS-UPLOAD_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,17.48,index,valid,synthetic_qos,215,206,39.49,0
QOS-UPLOAD_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,76.25,index,valid,synthetic_qos,174,172,42.13,0
QOS-UPLOAD_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,35.43,index,valid,synthetic_qos,333,327,31.19,0
QOS-UPLOAD_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,47.55,index,valid,synthetic_qos,209,205,37.58,0
QOS-UPLOAD_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,77.75,index,valid,synthetic_qos,192,182,20.96,0
QOS-UPLOAD_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,74.79,index,valid,synthetic_qos,312,303,15.93,0
QOS-UPLOAD_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,39.83,index,valid,synthetic_qos,375,365,39.63,0
QOS-UPLOAD_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,46.16,index,valid,synthetic_qos,300,298,18.3,0
QOS-UPLOAD_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,71.72,index,valid,synthetic_qos,273,265,25.38,0
QOS-UPLOAD_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,28.07,index,valid,synthetic_qos,350,341,29.35,0
QOS-UPLOAD_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,63.88,index,valid,synthetic_qos,208,203,16.51,0
QOS-UPLOAD_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,40.24,index,valid,synthetic_qos,170,162,16.26,0
QOS-UPLOAD_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,61.28,index,valid,synthetic_qos,298,289,32.59,0
QOS-UPLOAD_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,50.19,index,valid,synthetic_qos,322,318,38.08,0
QOS-UPLOAD_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,49.48,index,valid,synthetic_qos,188,184,19.41,0
QOS-UPLOAD_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,33.49,index,valid,synthetic_qos,239,236,26.39,0
QOS-UPLOAD_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,37.95,index,valid,synthetic_qos,367,361,16.48,0
QOS-UPLOAD_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,29.1,index,valid,synthetic_qos,225,219,41.36,0
QOS-UPLOAD_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,58.28,index,valid,synthetic_qos,199,196,24.47,0
QOS-UPLOAD_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,18.38,index,valid,synthetic_qos,396,388,22.41,0
QOS-UPLOAD_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,75.36,index,valid,synthetic_qos,123,114,28.35,0
QOS-UPLOAD_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,64.27,index,valid,synthetic_qos,343,337,17.28,0
QOS-UPLOAD_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,42.8,index,valid,synthetic_qos,144,134,38.37,0
QOS-UPLOAD_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,30.11,index,valid,synthetic_qos,386,376,24.12,0
QOS-UPLOAD_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,79.52,index,valid,synthetic_qos,167,163,17.58,0
QOS-UPLOAD_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,58.8,index,valid,synthetic_qos,285,284,42.33,0
QOS-UPLOAD_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,52.68,index,valid,synthetic_qos,335,329,34.3,0
QOS-UPLOAD_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,72.68,index,valid,synthetic_qos,100,99,42.43,0
QOS-UPLOAD_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,65.35,index,valid,synthetic_qos,235,225,25.45,0
QOS-UPLOAD_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,31.71,index,valid,synthetic_qos,110,107,27.76,0
QOS-UPLOAD_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,53.1,index,valid,synthetic_qos,196,195,29.21,0
QOS-UPLOAD_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,72.93,index,valid,synthetic_qos,149,141,39.39,0
QOS-UPLOAD_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,76.74,index,valid,synthetic_qos,329,328,24.49,0
QOS-UPLOAD_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,33.3,index,valid,synthetic_qos,334,330,35.95,0
QOS-UPLOAD_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,52.11,index,valid,synthetic_qos,351,341,29.46,0
QOS-UPLOAD_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,21.76,index,valid,synthetic_qos,254,249,17.54,0
QOS-UPLOAD_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,31.13,index,valid,synthetic_qos,229,222,22.14,0
QOS-UPLOAD_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,63.8,index,valid,synthetic_qos,108,105,26.25,0
