packet_loss_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-PACKET_LOSS_HOURLY-04-23,PLAN02,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,36.21,index,valid,synthetic_qos,174,172,37.3,0
QOS-PACKET_LOSS_HOURLY-04-24,PLAN02,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,25.6,index,valid,synthetic_qos,194,186,39.25,0
QOS-PACKET_LOSS_HOURLY-04-25,PLAN02,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,34.16,index,valid,synthetic_qos,299,291,41.36,0
QOS-PACKET_LOSS_HOURLY-04-26,PLAN02,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,15.72,index,valid,synthetic_qos,262,258,34.5,0
QOS-PACKET_LOSS_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,61.06,index,valid,synthetic_qos,263,260,27.65,0
QOS-PACKET_LOSS_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,59.13,index,valid,synthetic_qos,257,251,15.51,0
QOS-PACKET_LOSS_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,81.82,index,valid,synthetic_qos,260,258,24.31,0
QOS-PACKET_LOSS_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,37.88,index,valid,synthetic_qos,211,207,33.71,0
QOS-PACKET_LOSS_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,83.89,index,valid,synthetic_qos,282,274,35.97,0
QOS-PACKET_LOSS_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,78.21,index,valid,synthetic_qos,373,365,37.71,0
QOS-PACKET_LOSS_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,78.25,index,valid,synthetic_qos,350,345,42.39,0
QOS-PACKET_LOSS_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,23.83,index,valid,synthetic_qos,169,164,43.12,0
QOS-PACKET_LOSS_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,31.78,index,valid,synthetic_qos,333,328,29.65,0
QOS-PACKET_LOSS_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,83.14,index,valid,synthetic_qos,373,369,21.51,0
QOS-PACKET_LOSS_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,33.73,index,valid,synthetic_qos,293,287,32.48,0
QOS-PACKET_LOSS_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,81.28,index,valid,synthetic_qos,366,362,43.74,0
QOS-PACKET_LOSS_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,82.37,index,valid,synthetic_qos,292,289,36.69,0
QOS-PACKET_LOSS_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,49.57,index,valid,synthetic_qos,134,133,33.81,0
QOS-PACKET_LOSS_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,32.85,index,valid,synthetic_qos,343,333,32.2,0
QOS-PACKET_LOSS_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,40.62,index,valid,synthetic_qos,307,301,41.01,0
QOS-PACKET_LOSS_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,22.96,index,valid,synthetic_qos,169,168,38.79,0
QOS-PACKET_LOSS_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,71.18,index,valid,synthetic_qos,299,290,24.46,0
QOS-PACKET_LOSS_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,72.4,index,valid,synthetic_qos,268,264,17.11,0
QOS-PACKET_LOSS_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,48.19,index,valid,synthetic_qos,204,203,18.31,0
QOS-PACKET_LOSS_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,26.13,index,valid,synthetic_qos,177,169,29.79,0
QOS-PACKET_LOSS_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,74.95,index,valid,synthetic_qos,358,354,23.87,0
QOS-PACKET_LOSS_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,59.06,index,valid,synthetic_qos,159,153,39.47,0
QOS-PACKET_LOSS_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,73.9,index,valid,synthetic_qos,277,275,23.31,0
QOS-PACKET_LOSS_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,80.21,index,valid,synthetic_qos,228,222,15.76,0
QOS-PACKET_LOSS_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,32.46,index,valid,synthetic_qos,240,239,41.39,0
QOS-PACKET_LOSS_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,27.66,index,valid,synthetic_qos,375,368,32.1,0
QOS-PACKET_LOSS_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,15.91,index,valid,synthetic_qos,178,173,18.03,0
QOS-PACKET_LOSS_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,33.95,index,valid,synthetic_qos,166,159,37.21,0
QOS-PACKET_LOSS_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,75.08,index,valid,synthetic_qos,258,254,23.9,0
QOS-PACKET_LOSS_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,23.32,index,valid,synthetic_qos,237,235,25.85,0
QOS-PACKET_LOSS_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,35.7,index,valid,synthetic_qos,139,137,18.67,0
QOS-PACKET_LOSS_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,16.84,index,valid,synthetic_qos,167,157,27.22,0
QOS-PACKET_LOSS_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,58.11,index,valid,synthetic_qos,213,204,22.2,0
QOS-PACKET_LOSS_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,18.22,index,valid,synthetic_qos,339,337,41.96,0
QOS-PACKET_LOSS_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,20.98,index,valid,synthetic_qos,253,251,18.52,0
QOS-PACKET_LOSS_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,72.66,index,valid,synthetic_qos,249,247,21.17,0
QOS-PACKET_LOSS_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,16.48,index,valid,synthetic_qos,202,200,39.49,0
QOS-PACKET_LOSS_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,24.77,index,valid,synthetic_qos,198,190,39.1,0
QOS-PACKET_LOSS_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,48.09,index,valid,synthetic_qos,300,297,27.68,0
QOS-PACKET_LOSS_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,51.94,index,valid,synthetic_qos,351,348,44.99,0
QOS-PACKET_LOSS_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,23.05,index,valid,synthetic_qos,246,245,40.42,0
QOS-PACKET_LOSS_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,50.22,index,valid,synthetic_qos,186,177,40.64,0
QOS-PACKET_LOSS_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,62.13,index,valid,synthetic_qos,317,309,37.79,0
QOS-PACKET_LOSS_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,25.47,index,valid,synthetic_qos,113,105,18.67,0
QOS-PACKET_LOSS_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,20.63,index,valid,synthetic_qos,331,330,36.22,0
QOS-PACKET_LOSS_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,25.5,index,valid,synthetic_qos,179,178,37.99,0
QOS-PACKET_LOSS_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,48.23,index,valid,synthetic_qos,150,141,17.16,0
QOS-PACKET_LOSS_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,67.88,index,valid,synthetic_qos,335,327,15.72,0
QOS-PACKET_LOSS_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,73.2,index,valid,synthetic_qos,387,383,30.24,0
QOS-PACKET_LOSS_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,56.88,index,valid,synthetic_qos,286,278,19.34,0
QOS-PACKET_LOSS_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,53.63,index,valid,synthetic_qos,247,245,27.51,0
QOS-PACKET_LOSS_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,59.21,index,valid,synthetic_qos,374,368,43.34,0
QOS-PACKET_LOSS_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,69.48,index,valid,synthetic_qos,170,164,38.64,0
QOS-PACKET_LOSS_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,79.93,index,valid,synthetic_qos,106,99,23.37,0
QOS-PACKET_LOSS_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,84.93,index,valid,synthetic_qos,288,281,24.38,0
QOS-PACKET_LOSS_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,78.53,index,valid,synthetic_qos,221,215,33.44,0
QOS-PACKET_LOSS_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,23.7,index,valid,synthetic_qos,272,262,28.28,0
QOS-PACKET_LOSS_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,26.43,index,valid,synthetic_qos,118,112,28.98,0
QOS-PACKET_LOSS_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,70.3,index,valid,synthetic_qos,332,329,31.53,0
QOS-PACKET_LOSS_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,16.53,index,valid,synthetic_qos,352,343,23.27,0
QOS-PACKET_LOSS_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,32.65,index,valid,synthetic_qos,352,343,39.0,0
QOS-PACKET_LOSS_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,19.29,index,valid,synthetic_qos,125,116,21.88,0
QOS-PACKET_LOSS_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,45.6,index,valid,synthetic_qos,171,165,24.24,0
QOS-PACKET_LOSS_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,44.21,index,valid,synthetic_qos,239,229,34.39,0
QOS-PACKET_LOSS_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,33.78,index,valid,synthetic_qos,238,231,26.5,0
QOS-PACKET_LOSS_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,51.06,index,valid,synthetic_qos,252,250,19.56,0
QOS-PACKET_LOSS_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,59.22,index,valid,synthetic_qos,158,148,17.46,0
QOS-PACKET_LOSS_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,16.28,index,valid,synthetic_qos,176,173,38.76,0
QOS-PACKET_LOSS_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,57.11,index,valid,synthetic_qos,111,108,31.97,0
QOS-PACKET_LOSS_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,77.19,index,valid,synthetic_qos,321,319,30.23,0
QOS-PACKET_LOSS_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,41.79,index,valid,synthetic_qos,350,348,37.6,0
QOS-PACKET_LOSS_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,21.54,index,valid,synthetic_qos,328,318,20.15,0
QOS-PACKET_LOSS_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,19.53,index,valid,synthetic_qos,157,151,32.9,0
QOS-PACKET_LOSS_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,30.05,index,valid,synthetic_qos,335,332,31.37,0
QOS-PACKET_LOSS_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,66.17,index,valid,synthetic_qos,107,101,41.38,0
QOS-PACKET_LOSS_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,16.81,index,valid,synthetic_qos,335,326,36.04,0
QOS-PACKET_LOSS_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,84.76,index,valid,synthetic_qos,320,313,30.11,0
QOS-PACKET_LOSS_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,62.28,index,valid,synthetic_qos,165,155,15.39,0
QOS-PACKET_LOSS_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,27.48,index,valid,synthetic_qos,241,233,40.72,0
QOS-PACKET_LOSS_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,37.27,index,valid,synthetic_qos,356,352,27.38,0
QOS-PACKET_LOSS_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,24.14,index,valid,synthetic_qos,336,326,34.71,0
QOS-PACKET_LOSS_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,60.38,index,valid,synthetic_qos,128,120,19.67,0
QOS-PACKET_LOSS_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,41.5,index,valid,synthetic_qos,381,371,21.44,0
QOS-PACKET_LOSS_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,55.17,index,valid,synthetic_qos,192,191,28.06,0
QOS-PACKET_LOSS_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,24.36,index,valid,synthetic_qos,291,283,39.28,0
QOS-PACKET_LOSS_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,78.29,index,valid,synthetic_qos,262,255,29.2,0
QOS-PACKET_LOSS_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,73.4,index,valid,synthetic_qos,300,299,44.76,0
QOS-PACKET_LOSS_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,84.14,index,valid,synthetic_qos,305,298,32.34,0
QOS-PACKET_LOSS_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,41.29,index,valid,synthetic_qos,190,187,16.96,0
QOS-PACKET_LOSS_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,57.31,index,valid,synthetic_qos,373,369,28.83,0
QOS-PACKET_LOSS_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,27.29,index,valid,synthetic_qos,243,240,40.32,0
QOS-PACKET_LOSS_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,61.36,index,valid,synthetic_qos,359,349,36.74,0
QOS-PACKET_LOSS_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,18.47,index,valid,synthetic_qos,266,257,23.68,0
QOS-PACKET_LOSS_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,76.53,index,valid,synthetic_qos,335,328,15.73,0
QOS-PACKET_LOSS_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,15.67,index,valid,synthetic_qos,324,322,20.42,0
QOS-PACKET_LOSS_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,27.02,index,valid,synthetic_qos,290,282,18.29,0
QOS-PACKET_LOSS_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,40.81,index,valid,synthetic_qos,348,343,35.32,0
QOS-PACKET_LOSS_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,57.45,index,valid,synthetic_qos,263,254,16.42,0
QOS-PACKET_LOSS_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,20.53,index,valid,synthetic_qos,264,263,30.27,0
QOS-PACKET_LOSS_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,50.88,index,valid,synthetic_qos,295,288,18.36,0
QOS-PACKET_LOSS_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,16.89,index,valid,synthetic_qos,386,379,40.44,0
QOS-PACKET_LOSS_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,52.27,index,valid,synthetic_qos,159,151,25.55,0
QOS-PACKET_LOSS_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,49.7,index,valid,synthetic_qos,385,375,22.91,0
QOS-PACKET_LOSS_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,84.14,index,valid,synthetic_qos,376,375,24.69,0
QOS-PACKET_LOSS_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,73.46,index,valid,synthetic_qos,249,242,34.74,0
QOS-PACKET_LOSS_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,20.22,index,valid,synthetic_qos,215,211,44.13,0
QOS-PACKET_LOSS_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,24.38,index,valid,synthetic_qos,169,160,24.89,0
QOS-PACKET_LOSS_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,80.39,index,valid,synthetic_qos,237,235,28.41,0
QOS-PACKET_LOSS_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,78.84,index,valid,synthetic_qos,363,355,37.85,0
QOS-PACKET_LOSS_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,45.03,index,valid,synthetic_qos,182,179,40.17,0
QOS-PACKET_LOSS_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,41.8,index,valid,synthetic_qos,356,348,33.15,0
QOS-PACKET_LOSS_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,36.14,index,valid,synthetic_qos,259,257,15.09,0
QOS-PACKET_LOSS_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,20.0,index,valid,synthetic_qos,224,220,43.23,0
QOS-PACKET_LOSS_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,64.57,index,valid,synthetic_qos,253,246,43.76,0
QOS-PACKET_LOSS_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,30.09,index,valid,synthetic_qos,220,213,27.74,0
QOS-PACKET_LOSS_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,18.56,index,valid,synthetic_qos,228,219,18.0,0
