sla_result_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-SLA_RESULT_HOURLY-04-27,PLAN02,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,40.23,index,valid,synthetic_qos,256,253,32.64,0
QOS-SLA_RESULT_HOURLY-04-28,PLAN02,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,78.56,index,valid,synthetic_qos,218,210,17.89,0
QOS-SLA_RESULT_HOURLY-04-29,PLAN02,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,40.9,index,valid,synthetic_qos,184,180,44.91,0
QOS-SLA_RESULT_HOURLY-04-30,PLAN02,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,30.76,index,valid,synthetic_qos,377,367,20.8,0
QOS-SLA_RESULT_HOURLY-04-31,PLAN02,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,28.15,index,valid,synthetic_qos,349,345,18.75,0
QOS-SLA_RESULT_HOURLY-04-32,PLAN02,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,46.51,index,valid,synthetic_qos,136,130,21.04,0
QOS-SLA_RESULT_HOURLY-04-33,PLAN02,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,73.6,index,valid,synthetic_qos,303,294,26.78,0
QOS-SLA_RESULT_HOURLY-04-34,PLAN02,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,79.99,index,valid,synthetic_qos,260,257,33.33,0
QOS-SLA_RESULT_HOURLY-04-35,PLAN02,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,73.86,index,valid,synthetic_qos,103,100,39.9,0
QOS-SLA_RESULT_HOURLY-04-36,PLAN02,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,24.05,index,valid,synthetic_qos,384,383,30.72,0
QOS-SLA_RESULT_HOURLY-04-37,PLAN02,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,59.61,index,valid,synthetic_qos,345,343,31.78,0
QOS-SLA_RESULT_HOURLY-04-38,PLAN02,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,33.95,index,valid,synthetic_qos,101,94,30.54,0
QOS-SLA_RESULT_HOURLY-04-39,PLAN02,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,45.05,index,valid,synthetic_qos,112,109,25.01,0
QOS-SLA_RESULT_HOURLY-04-40,PLAN02,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,25.4,index,valid,synthetic_qos,304,301,23.95,0
QOS-SLA_RESULT_HOURLY-04-41,PLAN02,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,43.46,index,valid,synthetic_qos,208,202,33.92,0
QOS-SLA_RESULT_HOURLY-04-42,PLAN02,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,68.22,index,valid,synthetic_qos,224,218,35.16,0
QOS-SLA_RESULT_HOURLY-04-43,PLAN02,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,24.13,index,valid,synthetic_qos,140,138,20.02,0
QOS-SLA_RESULT_HOURLY-04-44,PLAN02,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,68.42,index,valid,synthetic_qos,250,246,39.89,0
QOS-SLA_RESULT_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,31.96,index,valid,synthetic_qos,103,100,40.94,0
QOS-SLA_RESULT_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,41.13,index,valid,synthetic_qos,240,236,31.67,0
QOS-SLA_RESULT_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,56.79,index,valid,synthetic_qos,165,162,37.87,0
QOS-SLA_RESULT_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,35.8,index,valid,synthetic_qos,161,152,34.81,0
QOS-SLA_RESULT_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,27.03,index,valid,synthetic_qos,126,122,19.1,0
QOS-SLA_RESULT_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,55.52,index,valid,synthetic_qos,109,99,43.02,0
QOS-SLA_RESULT_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,72.59,index,valid,synthetic_qos,375,368,32.27,0
QOS-SLA_RESULT_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,42.94,index,valid,synthetic_qos,130,123,42.36,0
QOS-SLA_RESULT_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,69.84,index,valid,synthetic_qos,270,268,18.03,0
QOS-SLA_RESULT_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,58.87,index,valid,synthetic_qos,102,101,18.87,0
QOS-SLA_RESULT_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,44.15,index,valid,synthetic_qos,252,244,22.86,0
QOS-SLA_RESULT_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,43.11,index,valid,synthetic_qos,297,291,41.68,0
QOS-SLA_RESULT_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,51.3,index,valid,synthetic_qos,254,247,44.37,0
QOS-SLA_RESULT_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,57.48,index,valid,synthetic_qos,178,172,15.72,0
QOS-SLA_RESULT_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,66.01,index,valid,synthetic_qos,262,255,33.66,0
QOS-SLA_RESULT_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,15.9,index,valid,synthetic_qos,118,109,38.1,0
QOS-SLA_RESULT_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,37.32,index,valid,synthetic_qos,130,126,38.67,0
QOS-SLA_RESULT_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,32.36,index,valid,synthetic_qos,330,327,16.7,0
QOS-SLA_RESULT_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,58.28,index,valid,synthetic_qos,260,259,38.92,0
QOS-SLA_RESULT_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,81.8,index,valid,synthetic_qos,174,170,21.48,0
QOS-SLA_RESULT_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,31.38,index,valid,synthetic_qos,387,379,44.51,0
QOS-SLA_RESULT_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,61.23,index,valid,synthetic_qos,257,252,23.55,0
QOS-SLA_RESULT_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,79.63,index,valid,synthetic_qos,191,190,28.67,0
QOS-SLA_RESULT_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,72.22,index,valid,synthetic_qos,305,297,44.6,0
QOS-SLA_RESULT_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,62.41,index,valid,synthetic_qos,329,328,18.91,0
QOS-SLA_RESULT_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,65.49,index,valid,synthetic_qos,292,291,31.71,0
QOS-SLA_RESULT_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,27.56,index,valid,synthetic_qos,316,307,28.58,0
QOS-SLA_RESULT_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,67.73,index,valid,synthetic_qos,114,112,22.1,0
QOS-SLA_RESULT_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,66.3,index,valid,synthetic_qos,196,191,21.08,0
QOS-SLA_RESULT_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,82.54,index,valid,synthetic_qos,220,211,43.05,0
QOS-SLA_RESULT_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,76.11,index,valid,synthetic_qos,151,141,26.0,0
QOS-SLA_RESULT_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,19.03,index,valid,synthetic_qos,233,230,34.26,0
QOS-SLA_RESULT_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,46.32,index,valid,synthetic_qos,168,159,44.3,0
QOS-SLA_RESULT_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,82.71,index,valid,synthetic_qos,281,279,34.46,0
QOS-SLA_RESULT_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,19.74,index,valid,synthetic_qos,288,287,36.78,0
QOS-SLA_RESULT_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,24.48,index,valid,synthetic_qos,287,286,29.35,0
QOS-SLA_RESULT_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,18.26,index,valid,synthetic_qos,236,233,25.12,0
QOS-SLA_RESULT_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,34.48,index,valid,synthetic_qos,266,261,21.74,0
QOS-SLA_RESULT_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,37.73,index,valid,synthetic_qos,182,180,15.48,0
QOS-SLA_RESULT_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,70.94,index,valid,synthetic_qos,120,115,23.04,0
QOS-SLA_RESULT_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,67.11,index,valid,synthetic_qos,188,181,41.48,0
QOS-SLA_RESULT_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,31.66,index,valid,synthetic_qos,296,286,26.35,0
QOS-SLA_RESULT_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,70.37,index,valid,synthetic_qos,395,389,42.27,0
QOS-SLA_RESULT_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,42.75,index,valid,synthetic_qos,130,122,28.32,0
QOS-SLA_RESULT_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,29.21,index,valid,synthetic_qos,370,366,24.41,0
QOS-SLA_RESULT_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,21.89,index,valid,synthetic_qos,231,222,31.21,0
QOS-SLA_RESULT_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,64.85,index,valid,synthetic_qos,391,382,32.15,0
QOS-SLA_RESULT_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,30.6,index,valid,synthetic_qos,352,345,28.31,0
QOS-SLA_RESULT_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,77.82,index,valid,synthetic_qos,328,319,19.34,0
QOS-SLA_RESULT_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,69.85,index,valid,synthetic_qos,125,122,43.6,0
QOS-SLA_RESULT_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,82.82,index,valid,synthetic_qos,151,145,19.06,0
QOS-SLA_RESULT_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,73.02,index,valid,synthetic_qos,240,235,21.49,0
QOS-SLA_RESULT_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,40.38,index,valid,synthetic_qos,196,186,41.9,0
QOS-SLA_RESULT_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,78.15,index,valid,synthetic_qos,123,115,23.87,0
QOS-SLA_RESULT_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,35.57,index,valid,synthetic_qos,298,294,21.14,0
QOS-SLA_RESULT_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,83.8,index,valid,synthetic_qos,186,177,42.58,0
QOS-SLA_RESULT_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,71.53,index,valid,synthetic_qos,102,93,16.9,0
QOS-SLA_RESULT_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,26.87,index,valid,synthetic_qos,322,318,43.5,0
QOS-SLA_RESULT_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,74.67,index,valid,synthetic_qos,288,286,38.46,0
QOS-SLA_RESULT_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,43.55,index,valid,synthetic_qos,203,193,24.26,0
QOS-SLA_RESULT_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,55.95,index,valid,synthetic_qos,187,179,19.92,0
QOS-SLA_RESULT_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,57.83,index,valid,synthetic_qos,168,162,31.2,0
QOS-SLA_RESULT_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,17.32,index,valid,synthetic_qos,323,318,35.46,0
QOS-SLA_RESULT_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,39.21,index,valid,synthetic_qos,289,279,27.67,0
QOS-SLA_RESULT_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,78.46,index,valid,synthetic_qos,242,235,40.17,0
QOS-SLA_RESULT_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,50.98,index,valid,synthetic_qos,334,333,17.6,0
QOS-SLA_RESULT_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,83.35,index,valid,synthetic_qos,151,141,40.99,0
QOS-SLA_RESULT_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,72.79,index,valid,synthetic_qos,197,191,18.07,0
QOS-SLA_RESULT_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,69.14,index,valid,synthetic_qos,104,95,27.53,0
QOS-SLA_RESULT_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,51.1,index,valid,synthetic_qos,129,128,36.43,0
QOS-SLA_RESULT_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,45.48,index,valid,synthetic_qos,251,248,43.14,0
QOS-SLA_RESULT_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,80.58,index,valid,synthetic_qos,262,256,24.95,0
QOS-SLA_RESULT_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,84.2,index,valid,synthetic_qos,346,338,25.11,0
QOS-SLA_RESULT_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,51.33,index,valid,synthetic_qos,123,117,29.17,0
QOS-SLA_RESULT_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,22.7,index,valid,synthetic_qos,392,388,26.63,0
QOS-SLA_RESULT_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,73.97,index,valid,synthetic_qos,232,226,26.52,0
QOS-SLA_RESULT_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,53.66,index,valid,synthetic_qos,372,370,21.59,0
QOS-SLA_RESULT_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,66.74,index,valid,synthetic_qos,397,392,19.31,0
QOS-SLA_RESULT_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,67.91,index,valid,synthetic_qos,265,256,15.17,0
QOS-SLA_RESULT_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,16.51,index,valid,synthetic_qos,303,301,34.84,0
QOS-SLA_RESULT_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,31.4,index,valid,synthetic_qos,162,160,21.78,0
QOS-SLA_RESULT_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,16.64,index,valid,synthetic_qos,302,294,39.65,0
QOS-SLA_RESULT_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,31.28,index,valid,synthetic_qos,106,100,21.89,0
QOS-SLA_RESULT_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,21.44,index,valid,synthetic_qos,181,174,43.81,0
QOS-SLA_RESULT_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,16.62,index,valid,synthetic_qos,396,391,25.98,0
QOS-SLA_RESULT_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,22.85,index,valid,synthetic_qos,134,133,18.79,0
QOS-SLA_RESULT_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,20.79,index,valid,synthetic_qos,161,156,24.95,0
QOS-SLA_RESULT_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,40.01,index,valid,synthetic_qos,370,368,30.9,0
QOS-SLA_RESULT_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,33.68,index,valid,synthetic_qos,276,267,21.81,0
QOS-SLA_RESULT_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,53.61,index,valid,synthetic_qos,307,305,35.53,0
QOS-SLA_RESULT_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,83.63,index,valid,synthetic_qos,299,295,40.67,0
QOS-SLA_RESULT_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,73.74,index,valid,synthetic_qos,297,294,40.17,0
QOS-SLA_RESULT_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,65.25,index,valid,synthetic_qos,331,326,21.07,0
QOS-SLA_RESULT_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,83.61,index,valid,synthetic_qos,371,363,20.78,0
QOS-SLA_RESULT_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,15.46,index,valid,synthetic_qos,326,316,38.85,0
QOS-SLA_RESULT_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,59.85,index,valid,synthetic_qos,136,135,43.93,0
QOS-SLA_RESULT_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,24.25,index,valid,synthetic_qos,100,95,23.12,0
QOS-SLA_RESULT_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,71.69,index,valid,synthetic_qos,120,118,39.11,0
QOS-SLA_RESULT_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,28.63,index,valid,synthetic_qos,321,311,37.31,0
