web_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-WEB_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,37.26,index,valid,synthetic_qos,243,235,20.53,0
QOS-WEB_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,53.04,index,valid,synthetic_qos,346,337,44.73,0
QOS-WEB_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,46.53,index,valid,synthetic_qos,263,261,26.1,0
QOS-WEB_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,53.62,index,valid,synthetic_qos,304,298,21.59,0
QOS-WEB_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,69.67,index,valid,synthetic_qos,315,313,31.4,0
QOS-WEB_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,63.47,index,valid,synthetic_qos,328,324,19.12,0
QOS-WEB_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,16.22,index,valid,synthetic_qos,177,175,17.92,0
QOS-WEB_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,71.37,index,valid,synthetic_qos,199,193,44.59,0
QOS-WEB_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,41.18,index,valid,synthetic_qos,333,328,17.35,0
QOS-WEB_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,56.77,index,valid,synthetic_qos,101,99,29.72,0
QOS-WEB_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,66.12,index,valid,synthetic_qos,142,132,39.94,0
QOS-WEB_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,67.35,index,valid,synthetic_qos,331,324,33.97,0
QOS-WEB_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,53.29,index,valid,synthetic_qos,264,263,31.7,0
QOS-WEB_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,43.17,index,valid,synthetic_qos,198,189,21.79,0
QOS-WEB_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,46.56,index,valid,synthetic_qos,389,383,38.42,0
QOS-WEB_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,61.05,index,valid,synthetic_qos,149,144,15.72,0
QOS-WEB_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,76.31,index,valid,synthetic_qos,168,161,43.22,0
QOS-WEB_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,21.16,index,valid,synthetic_qos,345,338,22.11,0
QOS-WEB_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,25.24,index,valid,synthetic_qos,249,244,35.19,0
QOS-WEB_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,15.6,index,valid,synthetic_qos,181,174,34.33,0
QOS-WEB_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,40.02,index,valid,synthetic_qos,341,340,16.44,0
QOS-WEB_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,21.16,index,valid,synthetic_qos,385,382,24.87,0
QOS-WEB_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,27.77,index,valid,synthetic_qos,243,240,29.56,0
QOS-WEB_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,57.15,index,valid,synthetic_qos,303,296,23.34,0
QOS-WEB_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,55.7,index,valid,synthetic_qos,213,211,36.99,0
QOS-WEB_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,35.19,index,valid,synthetic_qos,310,307,17.94,0
QOS-WEB_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,36.62,index,valid,synthetic_qos,357,348,24.91,0
QOS-WEB_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,66.58,index,valid,synthetic_qos,138,130,31.96,0
QOS-WEB_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,46.56,index,valid,synthetic_qos,167,165,43.13,0
QOS-WEB_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,45.21,index,valid,synthetic_qos,339,336,42.59,0
QOS-WEB_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,25.63,index,valid,synthetic_qos,102,100,24.53,0
QOS-WEB_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,54.75,index,valid,synthetic_qos,325,316,38.25,0
QOS-WEB_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,45.65,index,valid,synthetic_qos,226,219,43.34,0
QOS-WEB_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,46.62,index,valid,synthetic_qos,258,255,17.55,0
QOS-WEB_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,46.71,index,valid,synthetic_qos,162,154,19.22,0
QOS-WEB_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,40.43,index,valid,synthetic_qos,354,353,24.47,0
QOS-WEB_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,32.73,index,valid,synthetic_qos,378,373,34.81,0
QOS-WEB_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,74.23,index,valid,synthetic_qos,341,331,23.29,0
QOS-WEB_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,20.21,index,valid,synthetic_qos,329,328,22.21,0
QOS-WEB_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,54.1,index,valid,synthetic_qos,165,155,43.24,0
QOS-WEB_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,64.76,index,valid,synthetic_qos,367,360,31.62,0
QOS-WEB_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,67.78,index,valid,synthetic_qos,175,171,22.59,0
QOS-WEB_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,18.34,index,valid,synthetic_qos,358,356,29.08,0
QOS-WEB_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,73.58,index,valid,synthetic_qos,235,230,25.15,0
QOS-WEB_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,82.16,index,valid,synthetic_qos,215,214,34.0,0
QOS-WEB_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,62.88,index,valid,synthetic_qos,242,236,32.65,0
QOS-WEB_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,74.16,index,valid,synthetic_qos,397,387,20.75,0
QOS-WEB_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,58.38,index,valid,synthetic_qos,201,192,17.03,0
QOS-WEB_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,79.41,index,valid,synthetic_qos,359,355,34.62,0
QOS-WEB_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,45.06,index,valid,synthetic_qos,149,144,38.2,0
QOS-WEB_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,30.09,index,valid,synthetic_qos,110,105,15.14,0
QOS-WEB_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,79.49,index,valid,synthetic_qos,325,323,27.24,0
QOS-WEB_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,34.42,index,valid,synthetic_qos,232,228,36.22,0
QOS-WEB_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,54.45,index,valid,synthetic_qos,293,289,40.84,0
QOS-WEB_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,26.27,index,valid,synthetic_qos,339,337,33.48,0
QOS-WEB_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,28.83,index,valid,synthetic_qos,341,332,27.57,0
QOS-WEB_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,57.91,index,valid,synthetic_qos,316,307,25.31,0
QOS-WEB_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,43.05,index,valid,synthetic_qos,105,98,32.12,0
QOS-WEB_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,25.32,index,valid,synthetic_qos,252,247,29.65,0
QOS-WEB_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,70.23,index,valid,synthetic_qos,267,263,21.95,0
QOS-WEB_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,72.89,index,valid,synthetic_qos,238,237,43.59,0
QOS-WEB_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,56.7,index,valid,synthetic_qos,152,144,32.27,0
QOS-WEB_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,34.88,index,valid,synthetic_qos,343,334,21.43,0
QOS-WEB_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,17.78,index,valid,synthetic_qos,216,213,30.44,0
QOS-WEB_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,82.94,index,valid,synthetic_qos,174,165,30.5,0
QOS-WEB_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,65.97,index,valid,synthetic_qos,336,329,37.52,0
QOS-WEB_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,59.97,index,valid,synthetic_qos,247,242,24.41,0
QOS-WEB_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,83.48,index,valid,synthetic_qos,297,294,37.02,0
QOS-WEB_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,56.33,index,valid,synthetic_qos,192,183,22.89,0
QOS-WEB_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,80.5,index,valid,synthetic_qos,136,135,23.38,0
QOS-WEB_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,70.5,index,valid,synthetic_qos,296,287,21.31,0
QOS-WEB_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,44.83,index,valid,synthetic_qos,379,370,37.73,0
QOS-WEB_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,73.2,index,valid,synthetic_qos,200,198,36.44,0
QOS-WEB_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,52.83,index,valid,synthetic_qos,181,175,19.49,0
QOS-WEB_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,29.93,index,valid,synthetic_qos,236,226,16.91,0
QOS-WEB_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,71.48,index,valid,synthetic_qos,231,224,24.48,0
QOS-WEB_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,49.42,index,valid,synthetic_qos,181,173,25.03,0
QOS-WEB_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,76.99,index,valid,synthetic_qos,320,319,23.09,0
QOS-WEB_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,69.28,index,valid,synthetic_qos,208,205,27.49,0
QOS-WEB_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,46.02,index,valid,synthetic_qos,315,308,31.69,0
QOS-WEB_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,53.54,index,valid,synthetic_qos,372,364,27.09,0
QOS-WEB_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,53.06,index,valid,synthetic_qos,327,320,30.53,0
QOS-WEB_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,17.61,index,valid,synthetic_qos,198,195,35.08,0
QOS-WEB_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,31.67,index,valid,synthetic_qos,108,98,37.37,0
QOS-WEB_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,29.83,index,valid,synthetic_qos,242,232,35.46,0
QOS-WEB_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,65.37,index,valid,synthetic_qos,103,97,16.75,0
QOS-WEB_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,49.85,index,valid,synthetic_qos,203,200,38.33,0
QOS-WEB_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,22.61,index,valid,synthetic_qos,282,277,32.39,0
QOS-WEB_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,55.38,index,valid,synthetic_qos,395,390,41.39,0
QOS-WEB_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,58.69,index,valid,synthetic_qos,262,260,29.3,0
QOS-WEB_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,65.93,index,valid,synthetic_qos,362,361,36.86,0
QOS-WEB_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,36.07,index,valid,synthetic_qos,345,336,35.79,0
QOS-WEB_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,51.72,index,valid,synthetic_qos,253,246,23.83,0
QOS-WEB_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,67.12,index,valid,synthetic_qos,383,378,18.31,0
QOS-WEB_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,26.47,index,valid,synthetic_qos,130,121,18.97,0
QOS-WEB_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,70.21,index,valid,synthetic_qos,116,113,24.4,0
QOS-WEB_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,47.58,index,valid,synthetic_qos,373,371,43.49,0
QOS-WEB_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,83.36,index,valid,synthetic_qos,110,106,24.28,0
QOS-WEB_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,61.78,index,valid,synthetic_qos,107,101,42.62,0
