dns_hourly_id,plan_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,p95_latency_ms,breach_count
QOS-DNS_HOURLY-04-45,PLAN02,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,66.23,index,valid,synthetic_qos,290,281,34.95,0
QOS-DNS_HOURLY-04-46,PLAN02,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,30.84,index,valid,synthetic_qos,208,207,32.45,0
QOS-DNS_HOURLY-04-47,PLAN02,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,31.96,index,valid,synthetic_qos,341,339,41.95,0
QOS-DNS_HOURLY-04-48,PLAN02,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,71.85,index,valid,synthetic_qos,138,137,26.34,0
QOS-DNS_HOURLY-04-49,PLAN02,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,19.05,index,valid,synthetic_qos,199,195,32.6,0
QOS-DNS_HOURLY-04-50,PLAN02,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,69.62,index,valid,synthetic_qos,317,314,39.76,0
QOS-DNS_HOURLY-04-51,PLAN02,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,59.69,index,valid,synthetic_qos,275,267,37.92,0
QOS-DNS_HOURLY-04-52,PLAN02,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,77.19,index,valid,synthetic_qos,338,329,23.8,0
QOS-DNS_HOURLY-04-53,PLAN02,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,26.13,index,valid,synthetic_qos,207,197,36.49,0
QOS-DNS_HOURLY-04-54,PLAN02,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,33.09,index,valid,synthetic_qos,203,195,34.41,0
QOS-DNS_HOURLY-04-55,PLAN02,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,70.75,index,valid,synthetic_qos,216,211,18.74,0
QOS-DNS_HOURLY-04-56,PLAN02,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,63.17,index,valid,synthetic_qos,378,370,41.84,0
QOS-DNS_HOURLY-04-57,PLAN02,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,35.5,index,valid,synthetic_qos,194,186,15.18,0
QOS-DNS_HOURLY-04-58,PLAN02,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,47.25,index,valid,synthetic_qos,364,356,17.16,0
QOS-DNS_HOURLY-04-59,PLAN02,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,50.21,index,valid,synthetic_qos,229,219,42.25,0
QOS-DNS_HOURLY-04-60,PLAN02,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,36.74,index,valid,synthetic_qos,300,294,30.77,0
QOS-DNS_HOURLY-04-61,PLAN02,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,26.73,index,valid,synthetic_qos,263,258,26.65,0
QOS-DNS_HOURLY-04-62,PLAN02,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,20.57,index,valid,synthetic_qos,361,359,44.44,0
QOS-DNS_HOURLY-04-63,PLAN02,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,49.02,index,valid,synthetic_qos,117,112,22.23,0
QOS-DNS_HOURLY-04-64,PLAN02,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,68.88,index,valid,synthetic_qos,345,344,23.42,0
QOS-DNS_HOURLY-04-65,PLAN02,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,40.15,index,valid,synthetic_qos,348,347,24.79,0
QOS-DNS_HOURLY-04-66,PLAN02,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,73.79,index,valid,synthetic_qos,277,275,36.3,0
QOS-DNS_HOURLY-04-67,PLAN02,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,63.09,index,valid,synthetic_qos,308,298,38.52,0
QOS-DNS_HOURLY-04-68,PLAN02,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,33.94,index,valid,synthetic_qos,342,332,42.8,0
QOS-DNS_HOURLY-04-69,PLAN02,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,15.37,index,valid,synthetic_qos,216,212,15.77,0
QOS-DNS_HOURLY-04-70,PLAN02,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,82.33,index,valid,synthetic_qos,253,245,37.32,0
QOS-DNS_HOURLY-04-71,PLAN02,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,18.31,index,valid,synthetic_qos,119,109,31.92,0
QOS-DNS_HOURLY-05-00,PLAN01,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,45.75,index,valid,synthetic_qos,381,378,16.06,0
QOS-DNS_HOURLY-05-01,PLAN01,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,81.38,index,valid,synthetic_qos,206,200,31.11,0
QOS-DNS_HOURLY-05-02,PLAN01,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,22.01,index,valid,synthetic_qos,150,143,26.28,0
QOS-DNS_HOURLY-05-03,PLAN01,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,74.62,index,valid,synthetic_qos,202,200,17.46,0
QOS-DNS_HOURLY-05-04,PLAN01,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,15.21,index,valid,synthetic_qos,219,214,22.94,0
QOS-DNS_HOURLY-05-05,PLAN01,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,38.29,index,valid,synthetic_qos,387,382,43.97,0
QOS-DNS_HOURLY-05-06,PLAN01,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,24.72,index,valid,synthetic_qos,127,118,18.83,0
QOS-DNS_HOURLY-05-07,PLAN01,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,72.19,index,valid,synthetic_qos,131,130,32.34,0
QOS-DNS_HOURLY-05-08,PLAN01,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,68.48,index,valid,synthetic_qos,365,359,37.54,0
QOS-DNS_HOURLY-05-09,PLAN01,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,79.01,index,valid,synthetic_qos,200,199,21.36,0
QOS-DNS_HOURLY-05-10,PLAN01,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,46.05,index,valid,synthetic_qos,389,379,40.83,0
QOS-DNS_HOURLY-05-11,PLAN01,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,73.36,index,valid,synthetic_qos,275,272,34.15,0
QOS-DNS_HOURLY-05-12,PLAN01,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,58.92,index,valid,synthetic_qos,372,371,23.64,0
QOS-DNS_HOURLY-05-13,PLAN01,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,68.65,index,valid,synthetic_qos,382,373,25.08,0
QOS-DNS_HOURLY-05-14,PLAN01,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,64.67,index,valid,synthetic_qos,234,227,27.99,0
QOS-DNS_HOURLY-05-15,PLAN01,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,72.79,index,valid,synthetic_qos,293,284,33.48,0
QOS-DNS_HOURLY-05-16,PLAN01,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,28.31,index,valid,synthetic_qos,333,328,29.94,0
QOS-DNS_HOURLY-05-17,PLAN01,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,43.86,index,valid,synthetic_qos,265,264,29.34,0
QOS-DNS_HOURLY-05-18,PLAN01,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,82.09,index,valid,synthetic_qos,185,176,15.26,0
QOS-DNS_HOURLY-05-19,PLAN01,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,76.77,index,valid,synthetic_qos,104,101,33.84,0
QOS-DNS_HOURLY-05-20,PLAN01,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,76.09,index,valid,synthetic_qos,397,396,39.82,0
QOS-DNS_HOURLY-05-21,PLAN01,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,58.17,index,valid,synthetic_qos,383,377,20.52,0
QOS-DNS_HOURLY-05-22,PLAN01,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,55.67,index,valid,synthetic_qos,110,107,35.08,0
QOS-DNS_HOURLY-05-23,PLAN01,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,79.98,index,valid,synthetic_qos,104,94,17.11,0
QOS-DNS_HOURLY-05-24,PLAN01,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,43.27,index,valid,synthetic_qos,276,266,17.3,0
QOS-DNS_HOURLY-05-25,PLAN01,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,38.91,index,valid,synthetic_qos,245,236,22.85,0
QOS-DNS_HOURLY-05-26,PLAN01,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,33.49,index,valid,synthetic_qos,333,325,41.1,0
QOS-DNS_HOURLY-05-27,PLAN01,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,18.81,index,valid,synthetic_qos,278,276,30.87,0
QOS-DNS_HOURLY-05-28,PLAN01,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,77.35,index,valid,synthetic_qos,284,275,43.98,0
QOS-DNS_HOURLY-05-29,PLAN01,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,43.36,index,valid,synthetic_qos,324,319,43.41,0
QOS-DNS_HOURLY-05-30,PLAN01,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,61.74,index,valid,synthetic_qos,157,147,42.38,0
QOS-DNS_HOURLY-05-31,PLAN01,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,79.57,index,valid,synthetic_qos,314,308,25.26,0
QOS-DNS_HOURLY-05-32,PLAN01,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,43.29,index,valid,synthetic_qos,219,211,31.72,0
QOS-DNS_HOURLY-05-33,PLAN01,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,41.07,index,valid,synthetic_qos,288,278,35.72,0
QOS-DNS_HOURLY-05-34,PLAN01,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,44.29,index,valid,synthetic_qos,394,385,30.12,0
QOS-DNS_HOURLY-05-35,PLAN01,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,24.55,index,valid,synthetic_qos,275,274,44.94,0
QOS-DNS_HOURLY-05-36,PLAN01,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,77.12,index,valid,synthetic_qos,296,287,38.35,0
QOS-DNS_HOURLY-05-37,PLAN01,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,69.34,index,valid,synthetic_qos,205,204,34.88,0
QOS-DNS_HOURLY-05-38,PLAN01,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,50.39,index,valid,synthetic_qos,301,300,39.45,0
QOS-DNS_HOURLY-05-39,PLAN01,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,65.53,index,valid,synthetic_qos,319,313,22.61,0
QOS-DNS_HOURLY-05-40,PLAN01,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,71.25,index,valid,synthetic_qos,143,140,17.82,0
QOS-DNS_HOURLY-05-41,PLAN01,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,20.98,index,valid,synthetic_qos,348,338,27.75,0
QOS-DNS_HOURLY-05-42,PLAN01,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,32.01,index,valid,synthetic_qos,278,271,42.36,0
QOS-DNS_HOURLY-05-43,PLAN01,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,54.01,index,valid,synthetic_qos,197,194,41.66,0
QOS-DNS_HOURLY-05-44,PLAN01,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,44.5,index,valid,synthetic_qos,205,196,37.6,0
QOS-DNS_HOURLY-05-45,PLAN01,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,29.95,index,valid,synthetic_qos,318,314,26.44,0
QOS-DNS_HOURLY-05-46,PLAN01,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,69.92,index,valid,synthetic_qos,114,104,19.72,0
QOS-DNS_HOURLY-05-47,PLAN01,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,61.06,index,valid,synthetic_qos,130,124,19.67,0
QOS-DNS_HOURLY-05-48,PLAN01,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,47.08,index,valid,synthetic_qos,155,146,23.62,0
QOS-DNS_HOURLY-05-49,PLAN01,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,63.53,index,valid,synthetic_qos,152,148,41.67,0
QOS-DNS_HOURLY-05-50,PLAN01,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,53.86,index,valid,synthetic_qos,209,205,27.55,0
QOS-DNS_HOURLY-05-51,PLAN01,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,47.67,index,valid,synthetic_qos,207,200,21.34,0
QOS-DNS_HOURLY-05-52,PLAN01,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,83.1,index,valid,synthetic_qos,266,259,40.3,0
QOS-DNS_HOURLY-05-53,PLAN01,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,46.05,index,valid,synthetic_qos,129,126,41.18,0
QOS-DNS_HOURLY-05-54,PLAN01,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,47.62,index,valid,synthetic_qos,330,328,24.94,0
QOS-DNS_HOURLY-05-55,PLAN01,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,59.72,index,valid,synthetic_qos,238,236,38.36,0
QOS-DNS_HOURLY-05-56,PLAN01,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,27.06,index,valid,synthetic_qos,351,344,36.42,0
QOS-DNS_HOURLY-05-57,PLAN01,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,71.23,index,valid,synthetic_qos,378,369,27.42,0
QOS-DNS_HOURLY-05-58,PLAN01,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,28.07,index,valid,synthetic_qos,287,285,26.93,0
QOS-DNS_HOURLY-05-59,PLAN01,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,37.9,index,valid,synthetic_qos,156,149,35.11,0
QOS-DNS_HOURLY-05-60,PLAN01,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,34.78,index,valid,synthetic_qos,191,185,24.76,0
QOS-DNS_HOURLY-05-61,PLAN01,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,26.42,index,valid,synthetic_qos,312,304,36.04,0
QOS-DNS_HOURLY-05-62,PLAN01,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,83.12,index,valid,synthetic_qos,364,358,44.63,0
QOS-DNS_HOURLY-05-63,PLAN01,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,76.52,index,valid,synthetic_qos,166,158,28.16,0
QOS-DNS_HOURLY-05-64,PLAN01,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,73.36,index,valid,synthetic_qos,238,231,22.18,0
QOS-DNS_HOURLY-05-65,PLAN01,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,74.22,index,valid,synthetic_qos,187,183,41.02,0
QOS-DNS_HOURLY-05-66,PLAN01,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,49.94,index,valid,synthetic_qos,360,351,34.2,0
QOS-DNS_HOURLY-05-67,PLAN01,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,58.45,index,valid,synthetic_qos,255,254,25.87,0
QOS-DNS_HOURLY-05-68,PLAN01,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,58.83,index,valid,synthetic_qos,348,341,26.3,0
QOS-DNS_HOURLY-05-69,PLAN01,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,19.31,index,valid,synthetic_qos,302,300,15.36,0
QOS-DNS_HOURLY-05-70,PLAN01,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,63.86,index,valid,synthetic_qos,333,330,27.69,0
QOS-DNS_HOURLY-05-71,PLAN01,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,49.38,index,valid,synthetic_qos,253,248,28.16,0
