rainfall_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,latitude,longitude,population_est,coverage_pct
GEO-RAINFALL_HOURLY-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,21.66,index,valid,synthetic_geo,10.82,106.63,200000,86.83
GEO-RAINFALL_HOURLY-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,76.2,index,valid,synthetic_geo,10.82,106.63,200000,87.11
GEO-RAINFALL_HOURLY-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,17.67,index,valid,synthetic_geo,10.82,106.63,200000,96.09
GEO-RAINFALL_HOURLY-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,78.08,index,valid,synthetic_geo,10.82,106.63,200000,92.21
GEO-RAINFALL_HOURLY-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,42.26,index,valid,synthetic_geo,10.82,106.63,200000,98.88
GEO-RAINFALL_HOURLY-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,65.45,index,valid,synthetic_geo,10.82,106.63,200000,96.55
GEO-RAINFALL_HOURLY-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,22.79,index,valid,synthetic_geo,10.82,106.63,200000,97.67
GEO-RAINFALL_HOURLY-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,50.21,index,valid,synthetic_geo,10.82,106.63,200000,96.68
GEO-RAINFALL_HOURLY-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,63.29,index,valid,synthetic_geo,10.82,106.63,200000,89.46
GEO-RAINFALL_HOURLY-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,81.33,index,valid,synthetic_geo,10.82,106.63,200000,91.3
GEO-RAINFALL_HOURLY-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,52.67,index,valid,synthetic_geo,10.82,106.63,200000,89.03
GEO-RAINFALL_HOURLY-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,32.04,index,valid,synthetic_geo,10.82,106.63,200000,88.64
GEO-RAINFALL_HOURLY-04-31,LOC005,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,60.07,index,valid,synthetic_geo,10.82,106.63,200000,92.74
GEO-RAINFALL_HOURLY-04-32,LOC005,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,73.81,index,valid,synthetic_geo,10.82,106.63,200000,87.21
GEO-RAINFALL_HOURLY-04-33,LOC005,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,66.28,index,valid,synthetic_geo,10.82,106.63,200000,91.18
GEO-RAINFALL_HOURLY-04-34,LOC005,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,21.77,index,valid,synthetic_geo,10.82,106.63,200000,94.63
GEO-RAINFALL_HOURLY-04-35,LOC005,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,30.07,index,valid,synthetic_geo,10.82,106.63,200000,92.21
GEO-RAINFALL_HOURLY-04-36,LOC005,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,82.98,index,valid,synthetic_geo,10.82,106.63,200000,98.41
GEO-RAINFALL_HOURLY-04-37,LOC005,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,51.02,index,valid,synthetic_geo,10.82,106.63,200000,92.7
GEO-RAINFALL_HOURLY-04-38,LOC005,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,35.3,index,valid,synthetic_geo,10.82,106.63,200000,88.2
GEO-RAINFALL_HOURLY-04-39,LOC005,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,64.76,index,valid,synthetic_geo,10.82,106.63,200000,94.0
GEO-RAINFALL_HOURLY-04-40,LOC005,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,51.72,index,valid,synthetic_geo,10.82,106.63,200000,90.46
GEO-RAINFALL_HOURLY-04-41,LOC005,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,21.41,index,valid,synthetic_geo,10.82,106.63,200000,94.67
GEO-RAINFALL_HOURLY-04-42,LOC005,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,27.82,index,valid,synthetic_geo,10.82,106.63,200000,92.89
GEO-RAINFALL_HOURLY-04-43,LOC005,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,33.18,index,valid,synthetic_geo,10.82,106.63,200000,87.84
GEO-RAINFALL_HOURLY-04-44,LOC005,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,54.71,index,valid,synthetic_geo,10.82,106.63,200000,91.05
GEO-RAINFALL_HOURLY-04-45,LOC005,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,82.28,index,valid,synthetic_geo,10.82,106.63,200000,94.73
GEO-RAINFALL_HOURLY-04-46,LOC005,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,21.21,index,valid,synthetic_geo,10.82,106.63,200000,93.11
GEO-RAINFALL_HOURLY-04-47,LOC005,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,80.35,index,valid,synthetic_geo,10.82,106.63,200000,87.51
GEO-RAINFALL_HOURLY-04-48,LOC005,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,44.83,index,valid,synthetic_geo,10.82,106.63,200000,85.54
GEO-RAINFALL_HOURLY-04-49,LOC005,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,32.51,index,valid,synthetic_geo,10.82,106.63,200000,90.84
GEO-RAINFALL_HOURLY-04-50,LOC005,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,50.41,index,valid,synthetic_geo,10.82,106.63,200000,91.87
GEO-RAINFALL_HOURLY-04-51,LOC005,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,69.6,index,valid,synthetic_geo,10.82,106.63,200000,89.88
GEO-RAINFALL_HOURLY-04-52,LOC005,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,56.16,index,valid,synthetic_geo,10.82,106.63,200000,93.74
GEO-RAINFALL_HOURLY-04-53,LOC005,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,52.14,index,valid,synthetic_geo,10.82,106.63,200000,85.01
GEO-RAINFALL_HOURLY-04-54,LOC005,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,36.22,index,valid,synthetic_geo,10.82,106.63,200000,95.61
GEO-RAINFALL_HOURLY-04-55,LOC005,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,17.7,index,valid,synthetic_geo,10.82,106.63,200000,94.25
GEO-RAINFALL_HOURLY-04-56,LOC005,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,39.71,index,valid,synthetic_geo,10.82,106.63,200000,87.7
GEO-RAINFALL_HOURLY-04-57,LOC005,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,51.61,index,valid,synthetic_geo,10.82,106.63,200000,91.58
GEO-RAINFALL_HOURLY-04-58,LOC005,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,43.86,index,valid,synthetic_geo,10.82,106.63,200000,86.93
GEO-RAINFALL_HOURLY-04-59,LOC005,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,25.89,index,valid,synthetic_geo,10.82,106.63,200000,96.17
GEO-RAINFALL_HOURLY-04-60,LOC005,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,16.39,index,valid,synthetic_geo,10.82,106.63,200000,88.02
GEO-RAINFALL_HOURLY-04-61,LOC005,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,79.28,index,valid,synthetic_geo,10.82,106.63,200000,98.29
GEO-RAINFALL_HOURLY-04-62,LOC005,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,65.39,index,valid,synthetic_geo,10.82,106.63,200000,87.67
GEO-RAINFALL_HOURLY-04-63,LOC005,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,47.8,index,valid,synthetic_geo,10.82,106.63,200000,94.47
GEO-RAINFALL_HOURLY-04-64,LOC005,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,64.44,index,valid,synthetic_geo,10.82,106.63,200000,95.65
GEO-RAINFALL_HOURLY-04-65,LOC005,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,74.78,index,valid,synthetic_geo,10.82,106.63,200000,96.31
GEO-RAINFALL_HOURLY-04-66,LOC005,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,51.91,index,valid,synthetic_geo,10.82,106.63,200000,85.82
GEO-RAINFALL_HOURLY-04-67,LOC005,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,76.58,index,valid,synthetic_geo,10.82,106.63,200000,87.86
GEO-RAINFALL_HOURLY-04-68,LOC005,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,40.73,index,valid,synthetic_geo,10.82,106.63,200000,86.94
GEO-RAINFALL_HOURLY-04-69,LOC005,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,53.89,index,valid,synthetic_geo,10.82,106.63,200000,94.89
GEO-RAINFALL_HOURLY-04-70,LOC005,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,70.87,index,valid,synthetic_geo,10.82,106.63,200000,95.47
GEO-RAINFALL_HOURLY-04-71,LOC005,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,30.91,index,valid,synthetic_geo,10.82,106.63,200000,90.95
GEO-RAINFALL_HOURLY-05-00,LOC006,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,20.69,index,valid,synthetic_geo,12.26,109.19,225000,87.49
GEO-RAINFALL_HOURLY-05-01,LOC006,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,32.71,index,valid,synthetic_geo,12.26,109.19,225000,85.8
GEO-RAINFALL_HOURLY-05-02,LOC006,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,39.5,index,valid,synthetic_geo,12.26,109.19,225000,94.02
GEO-RAINFALL_HOURLY-05-03,LOC006,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,65.64,index,valid,synthetic_geo,12.26,109.19,225000,88.54
GEO-RAINFALL_HOURLY-05-04,LOC006,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,69.41,index,valid,synthetic_geo,12.26,109.19,225000,89.14
GEO-RAINFALL_HOURLY-05-05,LOC006,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,75.85,index,valid,synthetic_geo,12.26,109.19,225000,88.71
GEO-RAINFALL_HOURLY-05-06,LOC006,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,83.36,index,valid,synthetic_geo,12.26,109.19,225000,94.56
GEO-RAINFALL_HOURLY-05-07,LOC006,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,31.11,index,valid,synthetic_geo,12.26,109.19,225000,90.15
GEO-RAINFALL_HOURLY-05-08,LOC006,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,35.08,index,valid,synthetic_geo,12.26,109.19,225000,90.23
GEO-RAINFALL_HOURLY-05-09,LOC006,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,39.55,index,valid,synthetic_geo,12.26,109.19,225000,88.17
GEO-RAINFALL_HOURLY-05-10,LOC006,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,16.65,index,valid,synthetic_geo,12.26,109.19,225000,91.16
GEO-RAINFALL_HOURLY-05-11,LOC006,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,35.96,index,valid,synthetic_geo,12.26,109.19,225000,92.43
GEO-RAINFALL_HOURLY-05-12,LOC006,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,23.27,index,valid,synthetic_geo,12.26,109.19,225000,93.39
GEO-RAINFALL_HOURLY-05-13,LOC006,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,59.75,index,valid,synthetic_geo,12.26,109.19,225000,97.74
GEO-RAINFALL_HOURLY-05-14,LOC006,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,17.86,index,valid,synthetic_geo,12.26,109.19,225000,90.34
GEO-RAINFALL_HOURLY-05-15,LOC006,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,69.64,index,valid,synthetic_geo,12.26,109.19,225000,98.14
GEO-RAINFALL_HOURLY-05-16,LOC006,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,15.3,index,valid,synthetic_geo,12.26,109.19,225000,97.41
GEO-RAINFALL_HOURLY-05-17,LOC006,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,63.43,index,valid,synthetic_geo,12.26,109.19,225000,94.67
GEO-RAINFALL_HOURLY-05-18,LOC006,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,63.33,index,valid,synthetic_geo,12.26,109.19,225000,96.03
GEO-RAINFALL_HOURLY-05-19,LOC006,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,33.57,index,valid,synthetic_geo,12.26,109.19,225000,86.3
GEO-RAINFALL_HOURLY-05-20,LOC006,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,39.35,index,valid,synthetic_geo,12.26,109.19,225000,89.61
GEO-RAINFALL_HOURLY-05-21,LOC006,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,43.22,index,valid,synthetic_geo,12.26,109.19,225000,88.01
GEO-RAINFALL_HOURLY-05-22,LOC006,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,83.53,index,valid,synthetic_geo,12.26,109.19,225000,96.29
GEO-RAINFALL_HOURLY-05-23,LOC006,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,60.76,index,valid,synthetic_geo,12.26,109.19,225000,95.66
GEO-RAINFALL_HOURLY-05-24,LOC006,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,18.88,index,valid,synthetic_geo,12.26,109.19,225000,90.12
GEO-RAINFALL_HOURLY-05-25,LOC006,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,66.05,index,valid,synthetic_geo,12.26,109.19,225000,89.42
GEO-RAINFALL_HOURLY-05-26,LOC006,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,17.6,index,valid,synthetic_geo,12.26,109.19,225000,93.31
GEO-RAINFALL_HOURLY-05-27,LOC006,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,23.08,index,valid,synthetic_geo,12.26,109.19,225000,92.97
GEO-RAINFALL_HOURLY-05-28,LOC006,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,25.28,index,valid,synthetic_geo,12.26,109.19,225000,85.01
GEO-RAINFALL_HOURLY-05-29,LOC006,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,37.46,index,valid,synthetic_geo,12.26,109.19,225000,93.24
GEO-RAINFALL_HOURLY-05-30,LOC006,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,65.83,index,valid,synthetic_geo,12.26,109.19,225000,87.5
GEO-RAINFALL_HOURLY-05-31,LOC006,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,62.16,index,valid,synthetic_geo,12.26,109.19,225000,89.11
GEO-RAINFALL_HOURLY-05-32,LOC006,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,61.51,index,valid,synthetic_geo,12.26,109.19,225000,98.57
GEO-RAINFALL_HOURLY-05-33,LOC006,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,61.29,index,valid,synthetic_geo,12.26,109.19,225000,95.2
GEO-RAINFALL_HOURLY-05-34,LOC006,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,71.93,index,valid,synthetic_geo,12.26,109.19,225000,94.67
GEO-RAINFALL_HOURLY-05-35,LOC006,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,57.65,index,valid,synthetic_geo,12.26,109.19,225000,98.47
GEO-RAINFALL_HOURLY-05-36,LOC006,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,34.49,index,valid,synthetic_geo,12.26,109.19,225000,88.98
GEO-RAINFALL_HOURLY-05-37,LOC006,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,69.65,index,valid,synthetic_geo,12.26,109.19,225000,97.89
GEO-RAINFALL_HOURLY-05-38,LOC006,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,64.07,index,valid,synthetic_geo,12.26,109.19,225000,86.67
GEO-RAINFALL_HOURLY-05-39,LOC006,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,73.59,index,valid,synthetic_geo,12.26,109.19,225000,87.67
GEO-RAINFALL_HOURLY-05-40,LOC006,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,32.86,index,valid,synthetic_geo,12.26,109.19,225000,86.4
GEO-RAINFALL_HOURLY-05-41,LOC006,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,80.04,index,valid,synthetic_geo,12.26,109.19,225000,97.95
GEO-RAINFALL_HOURLY-05-42,LOC006,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,50.76,index,valid,synthetic_geo,12.26,109.19,225000,95.59
GEO-RAINFALL_HOURLY-05-43,LOC006,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,45.01,index,valid,synthetic_geo,12.26,109.19,225000,98.62
GEO-RAINFALL_HOURLY-05-44,LOC006,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,61.15,index,valid,synthetic_geo,12.26,109.19,225000,90.85
GEO-RAINFALL_HOURLY-05-45,LOC006,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,66.92,index,valid,synthetic_geo,12.26,109.19,225000,91.43
GEO-RAINFALL_HOURLY-05-46,LOC006,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,34.63,index,valid,synthetic_geo,12.26,109.19,225000,87.98
GEO-RAINFALL_HOURLY-05-47,LOC006,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,73.18,index,valid,synthetic_geo,12.26,109.19,225000,93.19
GEO-RAINFALL_HOURLY-05-48,LOC006,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,58.97,index,valid,synthetic_geo,12.26,109.19,225000,92.72
GEO-RAINFALL_HOURLY-05-49,LOC006,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,68.33,index,valid,synthetic_geo,12.26,109.19,225000,98.16
GEO-RAINFALL_HOURLY-05-50,LOC006,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,56.0,index,valid,synthetic_geo,12.26,109.19,225000,88.5
GEO-RAINFALL_HOURLY-05-51,LOC006,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,16.95,index,valid,synthetic_geo,12.26,109.19,225000,95.61
GEO-RAINFALL_HOURLY-05-52,LOC006,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,31.61,index,valid,synthetic_geo,12.26,109.19,225000,94.23
GEO-RAINFALL_HOURLY-05-53,LOC006,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,25.09,index,valid,synthetic_geo,12.26,109.19,225000,90.96
GEO-RAINFALL_HOURLY-05-54,LOC006,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,57.46,index,valid,synthetic_geo,12.26,109.19,225000,85.31
GEO-RAINFALL_HOURLY-05-55,LOC006,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,36.49,index,valid,synthetic_geo,12.26,109.19,225000,86.24
GEO-RAINFALL_HOURLY-05-56,LOC006,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,28.69,index,valid,synthetic_geo,12.26,109.19,225000,87.41
GEO-RAINFALL_HOURLY-05-57,LOC006,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,36.16,index,valid,synthetic_geo,12.26,109.19,225000,89.36
GEO-RAINFALL_HOURLY-05-58,LOC006,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,59.89,index,valid,synthetic_geo,12.26,109.19,225000,90.92
GEO-RAINFALL_HOURLY-05-59,LOC006,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,37.64,index,valid,synthetic_geo,12.26,109.19,225000,95.48
GEO-RAINFALL_HOURLY-05-60,LOC006,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,37.02,index,valid,synthetic_geo,12.26,109.19,225000,91.83
GEO-RAINFALL_HOURLY-05-61,LOC006,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,69.13,index,valid,synthetic_geo,12.26,109.19,225000,95.05
GEO-RAINFALL_HOURLY-05-62,LOC006,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,55.84,index,valid,synthetic_geo,12.26,109.19,225000,91.04
GEO-RAINFALL_HOURLY-05-63,LOC006,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,27.31,index,valid,synthetic_geo,12.26,109.19,225000,93.3
GEO-RAINFALL_HOURLY-05-64,LOC006,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,45.06,index,valid,synthetic_geo,12.26,109.19,225000,95.54
GEO-RAINFALL_HOURLY-05-65,LOC006,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,42.45,index,valid,synthetic_geo,12.26,109.19,225000,89.89
GEO-RAINFALL_HOURLY-05-66,LOC006,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,37.86,index,valid,synthetic_geo,12.26,109.19,225000,95.42
GEO-RAINFALL_HOURLY-05-67,LOC006,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,30.22,index,valid,synthetic_geo,12.26,109.19,225000,94.48
GEO-RAINFALL_HOURLY-05-68,LOC006,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,79.24,index,valid,synthetic_geo,12.26,109.19,225000,88.92
GEO-RAINFALL_HOURLY-05-69,LOC006,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,56.08,index,valid,synthetic_geo,12.26,109.19,225000,86.83
GEO-RAINFALL_HOURLY-05-70,LOC006,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,43.41,index,valid,synthetic_geo,12.26,109.19,225000,89.54
GEO-RAINFALL_HOURLY-05-71,LOC006,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,23.05,index,valid,synthetic_geo,12.26,109.19,225000,97.49
