temperature_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,latitude,longitude,population_est,coverage_pct
GEO-TEMPERATURE_HOURLY-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,56.69,index,valid,synthetic_geo,10.82,106.63,200000,97.95
GEO-TEMPERATURE_HOURLY-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,74.37,index,valid,synthetic_geo,10.82,106.63,200000,96.47
GEO-TEMPERATURE_HOURLY-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,43.98,index,valid,synthetic_geo,10.82,106.63,200000,88.22
GEO-TEMPERATURE_HOURLY-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,50.34,index,valid,synthetic_geo,10.82,106.63,200000,98.02
GEO-TEMPERATURE_HOURLY-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,48.07,index,valid,synthetic_geo,10.82,106.63,200000,93.86
GEO-TEMPERATURE_HOURLY-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,29.74,index,valid,synthetic_geo,10.82,106.63,200000,98.65
GEO-TEMPERATURE_HOURLY-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,74.36,index,valid,synthetic_geo,10.82,106.63,200000,92.27
GEO-TEMPERATURE_HOURLY-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,15.75,index,valid,synthetic_geo,10.82,106.63,200000,87.12
GEO-TEMPERATURE_HOURLY-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,54.94,index,valid,synthetic_geo,10.82,106.63,200000,99.0
GEO-TEMPERATURE_HOURLY-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,66.55,index,valid,synthetic_geo,10.82,106.63,200000,89.06
GEO-TEMPERATURE_HOURLY-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,80.36,index,valid,synthetic_geo,10.82,106.63,200000,94.75
GEO-TEMPERATURE_HOURLY-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,16.42,index,valid,synthetic_geo,10.82,106.63,200000,90.13
GEO-TEMPERATURE_HOURLY-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,79.59,index,valid,synthetic_geo,10.82,106.63,200000,88.39
GEO-TEMPERATURE_HOURLY-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,42.77,index,valid,synthetic_geo,10.82,106.63,200000,87.75
GEO-TEMPERATURE_HOURLY-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,79.31,index,valid,synthetic_geo,10.82,106.63,200000,85.58
GEO-TEMPERATURE_HOURLY-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,69.82,index,valid,synthetic_geo,10.82,106.63,200000,92.69
GEO-TEMPERATURE_HOURLY-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,25.45,index,valid,synthetic_geo,10.82,106.63,200000,95.16
GEO-TEMPERATURE_HOURLY-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,63.38,index,valid,synthetic_geo,10.82,106.63,200000,98.36
GEO-TEMPERATURE_HOURLY-04-31,LOC005,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,84.02,index,valid,synthetic_geo,10.82,106.63,200000,98.13
GEO-TEMPERATURE_HOURLY-04-32,LOC005,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,31.19,index,valid,synthetic_geo,10.82,106.63,200000,94.45
GEO-TEMPERATURE_HOURLY-04-33,LOC005,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,75.14,index,valid,synthetic_geo,10.82,106.63,200000,89.38
GEO-TEMPERATURE_HOURLY-04-34,LOC005,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,56.54,index,valid,synthetic_geo,10.82,106.63,200000,94.35
GEO-TEMPERATURE_HOURLY-04-35,LOC005,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,50.9,index,valid,synthetic_geo,10.82,106.63,200000,98.98
GEO-TEMPERATURE_HOURLY-04-36,LOC005,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,53.43,index,valid,synthetic_geo,10.82,106.63,200000,90.53
GEO-TEMPERATURE_HOURLY-04-37,LOC005,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,31.15,index,valid,synthetic_geo,10.82,106.63,200000,85.76
GEO-TEMPERATURE_HOURLY-04-38,LOC005,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,63.7,index,valid,synthetic_geo,10.82,106.63,200000,88.42
GEO-TEMPERATURE_HOURLY-04-39,LOC005,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,63.95,index,valid,synthetic_geo,10.82,106.63,200000,86.03
GEO-TEMPERATURE_HOURLY-04-40,LOC005,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,29.66,index,valid,synthetic_geo,10.82,106.63,200000,88.54
GEO-TEMPERATURE_HOURLY-04-41,LOC005,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,71.67,index,valid,synthetic_geo,10.82,106.63,200000,98.94
GEO-TEMPERATURE_HOURLY-04-42,LOC005,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,55.81,index,valid,synthetic_geo,10.82,106.63,200000,92.85
GEO-TEMPERATURE_HOURLY-04-43,LOC005,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,33.75,index,valid,synthetic_geo,10.82,106.63,200000,88.78
GEO-TEMPERATURE_HOURLY-04-44,LOC005,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,23.57,index,valid,synthetic_geo,10.82,106.63,200000,88.83
GEO-TEMPERATURE_HOURLY-04-45,LOC005,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,77.28,index,valid,synthetic_geo,10.82,106.63,200000,90.83
GEO-TEMPERATURE_HOURLY-04-46,LOC005,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,63.73,index,valid,synthetic_geo,10.82,106.63,200000,91.46
GEO-TEMPERATURE_HOURLY-04-47,LOC005,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,17.94,index,valid,synthetic_geo,10.82,106.63,200000,90.47
GEO-TEMPERATURE_HOURLY-04-48,LOC005,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,39.15,index,valid,synthetic_geo,10.82,106.63,200000,93.45
GEO-TEMPERATURE_HOURLY-04-49,LOC005,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,34.4,index,valid,synthetic_geo,10.82,106.63,200000,85.92
GEO-TEMPERATURE_HOURLY-04-50,LOC005,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,39.64,index,valid,synthetic_geo,10.82,106.63,200000,95.16
GEO-TEMPERATURE_HOURLY-04-51,LOC005,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,50.39,index,valid,synthetic_geo,10.82,106.63,200000,86.3
GEO-TEMPERATURE_HOURLY-04-52,LOC005,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,30.0,index,valid,synthetic_geo,10.82,106.63,200000,94.09
GEO-TEMPERATURE_HOURLY-04-53,LOC005,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,52.07,index,valid,synthetic_geo,10.82,106.63,200000,94.32
GEO-TEMPERATURE_HOURLY-04-54,LOC005,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,33.12,index,valid,synthetic_geo,10.82,106.63,200000,88.79
GEO-TEMPERATURE_HOURLY-04-55,LOC005,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,59.67,index,valid,synthetic_geo,10.82,106.63,200000,97.29
GEO-TEMPERATURE_HOURLY-04-56,LOC005,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,28.89,index,valid,synthetic_geo,10.82,106.63,200000,98.47
GEO-TEMPERATURE_HOURLY-04-57,LOC005,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,21.48,index,valid,synthetic_geo,10.82,106.63,200000,86.68
GEO-TEMPERATURE_HOURLY-04-58,LOC005,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,32.33,index,valid,synthetic_geo,10.82,106.63,200000,89.35
GEO-TEMPERATURE_HOURLY-04-59,LOC005,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,24.3,index,valid,synthetic_geo,10.82,106.63,200000,94.04
GEO-TEMPERATURE_HOURLY-04-60,LOC005,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,70.54,index,valid,synthetic_geo,10.82,106.63,200000,91.51
GEO-TEMPERATURE_HOURLY-04-61,LOC005,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,76.46,index,valid,synthetic_geo,10.82,106.63,200000,96.64
GEO-TEMPERATURE_HOURLY-04-62,LOC005,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,51.81,index,valid,synthetic_geo,10.82,106.63,200000,94.6
GEO-TEMPERATURE_HOURLY-04-63,LOC005,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,43.32,index,valid,synthetic_geo,10.82,106.63,200000,92.6
GEO-TEMPERATURE_HOURLY-04-64,LOC005,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,41.81,index,valid,synthetic_geo,10.82,106.63,200000,98.89
GEO-TEMPERATURE_HOURLY-04-65,LOC005,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,64.64,index,valid,synthetic_geo,10.82,106.63,200000,87.74
GEO-TEMPERATURE_HOURLY-04-66,LOC005,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,42.88,index,valid,synthetic_geo,10.82,106.63,200000,89.5
GEO-TEMPERATURE_HOURLY-04-67,LOC005,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,66.81,index,valid,synthetic_geo,10.82,106.63,200000,85.19
GEO-TEMPERATURE_HOURLY-04-68,LOC005,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,60.31,index,valid,synthetic_geo,10.82,106.63,200000,96.94
GEO-TEMPERATURE_HOURLY-04-69,LOC005,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,35.07,index,valid,synthetic_geo,10.82,106.63,200000,91.13
GEO-TEMPERATURE_HOURLY-04-70,LOC005,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,31.43,index,valid,synthetic_geo,10.82,106.63,200000,85.54
GEO-TEMPERATURE_HOURLY-04-71,LOC005,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,75.12,index,valid,synthetic_geo,10.82,106.63,200000,88.59
GEO-TEMPERATURE_HOURLY-05-00,LOC006,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,59.08,index,valid,synthetic_geo,12.26,109.19,225000,86.12
GEO-TEMPERATURE_HOURLY-05-01,LOC006,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,70.94,index,valid,synthetic_geo,12.26,109.19,225000,94.38
GEO-TEMPERATURE_HOURLY-05-02,LOC006,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,35.87,index,valid,synthetic_geo,12.26,109.19,225000,87.79
GEO-TEMPERATURE_HOURLY-05-03,LOC006,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,78.4,index,valid,synthetic_geo,12.26,109.19,225000,89.12
GEO-TEMPERATURE_HOURLY-05-04,LOC006,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,25.7,index,valid,synthetic_geo,12.26,109.19,225000,85.58
GEO-TEMPERATURE_HOURLY-05-05,LOC006,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,82.1,index,valid,synthetic_geo,12.26,109.19,225000,96.25
GEO-TEMPERATURE_HOURLY-05-06,LOC006,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,67.63,index,valid,synthetic_geo,12.26,109.19,225000,94.92
GEO-TEMPERATURE_HOURLY-05-07,LOC006,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,84.42,index,valid,synthetic_geo,12.26,109.19,225000,94.22
GEO-TEMPERATURE_HOURLY-05-08,LOC006,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,48.0,index,valid,synthetic_geo,12.26,109.19,225000,91.11
GEO-TEMPERATURE_HOURLY-05-09,LOC006,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,19.37,index,valid,synthetic_geo,12.26,109.19,225000,88.65
GEO-TEMPERATURE_HOURLY-05-10,LOC006,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,52.31,index,valid,synthetic_geo,12.26,109.19,225000,86.02
GEO-TEMPERATURE_HOURLY-05-11,LOC006,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,16.84,index,valid,synthetic_geo,12.26,109.19,225000,96.53
GEO-TEMPERATURE_HOURLY-05-12,LOC006,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,63.55,index,valid,synthetic_geo,12.26,109.19,225000,94.24
GEO-TEMPERATURE_HOURLY-05-13,LOC006,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,51.79,index,valid,synthetic_geo,12.26,109.19,225000,95.96
GEO-TEMPERATURE_HOURLY-05-14,LOC006,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,43.97,index,valid,synthetic_geo,12.26,109.19,225000,91.22
GEO-TEMPERATURE_HOURLY-05-15,LOC006,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,81.77,index,valid,synthetic_geo,12.26,109.19,225000,91.51
GEO-TEMPERATURE_HOURLY-05-16,LOC006,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,15.89,index,valid,synthetic_geo,12.26,109.19,225000,90.43
GEO-TEMPERATURE_HOURLY-05-17,LOC006,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,27.9,index,valid,synthetic_geo,12.26,109.19,225000,91.3
GEO-TEMPERATURE_HOURLY-05-18,LOC006,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,19.29,index,valid,synthetic_geo,12.26,109.19,225000,88.53
GEO-TEMPERATURE_HOURLY-05-19,LOC006,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,49.95,index,valid,synthetic_geo,12.26,109.19,225000,92.14
GEO-TEMPERATURE_HOURLY-05-20,LOC006,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,71.46,index,valid,synthetic_geo,12.26,109.19,225000,93.23
GEO-TEMPERATURE_HOURLY-05-21,LOC006,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,40.9,index,valid,synthetic_geo,12.26,109.19,225000,94.33
GEO-TEMPERATURE_HOURLY-05-22,LOC006,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,37.85,index,valid,synthetic_geo,12.26,109.19,225000,89.78
GEO-TEMPERATURE_HOURLY-05-23,LOC006,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,75.83,index,valid,synthetic_geo,12.26,109.19,225000,90.62
GEO-TEMPERATURE_HOURLY-05-24,LOC006,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,83.61,index,valid,synthetic_geo,12.26,109.19,225000,94.64
GEO-TEMPERATURE_HOURLY-05-25,LOC006,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,16.8,index,valid,synthetic_geo,12.26,109.19,225000,88.26
GEO-TEMPERATURE_HOURLY-05-26,LOC006,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,64.31,index,valid,synthetic_geo,12.26,109.19,225000,89.18
GEO-TEMPERATURE_HOURLY-05-27,LOC006,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,73.65,index,valid,synthetic_geo,12.26,109.19,225000,94.81
GEO-TEMPERATURE_HOURLY-05-28,LOC006,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,25.86,index,valid,synthetic_geo,12.26,109.19,225000,97.32
GEO-TEMPERATURE_HOURLY-05-29,LOC006,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,54.9,index,valid,synthetic_geo,12.26,109.19,225000,92.26
GEO-TEMPERATURE_HOURLY-05-30,LOC006,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,16.61,index,valid,synthetic_geo,12.26,109.19,225000,91.2
GEO-TEMPERATURE_HOURLY-05-31,LOC006,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,80.66,index,valid,synthetic_geo,12.26,109.19,225000,88.49
GEO-TEMPERATURE_HOURLY-05-32,LOC006,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,40.86,index,valid,synthetic_geo,12.26,109.19,225000,97.84
GEO-TEMPERATURE_HOURLY-05-33,LOC006,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,79.9,index,valid,synthetic_geo,12.26,109.19,225000,97.22
GEO-TEMPERATURE_HOURLY-05-34,LOC006,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,28.27,index,valid,synthetic_geo,12.26,109.19,225000,85.94
GEO-TEMPERATURE_HOURLY-05-35,LOC006,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,60.31,index,valid,synthetic_geo,12.26,109.19,225000,93.6
GEO-TEMPERATURE_HOURLY-05-36,LOC006,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,15.76,index,valid,synthetic_geo,12.26,109.19,225000,85.2
GEO-TEMPERATURE_HOURLY-05-37,LOC006,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,33.82,index,valid,synthetic_geo,12.26,109.19,225000,87.23
GEO-TEMPERATURE_HOURLY-05-38,LOC006,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,50.79,index,valid,synthetic_geo,12.26,109.19,225000,96.01
GEO-TEMPERATURE_HOURLY-05-39,LOC006,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,39.17,index,valid,synthetic_geo,12.26,109.19,225000,92.48
GEO-TEMPERATURE_HOURLY-05-40,LOC006,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,75.54,index,valid,synthetic_geo,12.26,109.19,225000,90.39
GEO-TEMPERATURE_HOURLY-05-41,LOC006,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,53.44,index,valid,synthetic_geo,12.26,109.19,225000,94.3
GEO-TEMPERATURE_HOURLY-05-42,LOC006,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,35.47,index,valid,synthetic_geo,12.26,109.19,225000,91.79
GEO-TEMPERATURE_HOURLY-05-43,LOC006,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,77.0,index,valid,synthetic_geo,12.26,109.19,225000,95.06
GEO-TEMPERATURE_HOURLY-05-44,LOC006,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,66.39,index,valid,synthetic_geo,12.26,109.19,225000,98.47
GEO-TEMPERATURE_HOURLY-05-45,LOC006,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,48.76,index,valid,synthetic_geo,12.26,109.19,225000,85.17
GEO-TEMPERATURE_HOURLY-05-46,LOC006,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,58.86,index,valid,synthetic_geo,12.26,109.19,225000,86.57
GEO-TEMPERATURE_HOURLY-05-47,LOC006,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,40.12,index,valid,synthetic_geo,12.26,109.19,225000,96.1
GEO-TEMPERATURE_HOURLY-05-48,LOC006,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,72.59,index,valid,synthetic_geo,12.26,109.19,225000,92.16
GEO-TEMPERATURE_HOURLY-05-49,LOC006,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,25.38,index,valid,synthetic_geo,12.26,109.19,225000,95.47
GEO-TEMPERATURE_HOURLY-05-50,LOC006,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,61.42,index,valid,synthetic_geo,12.26,109.19,225000,96.36
GEO-TEMPERATURE_HOURLY-05-51,LOC006,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,79.56,index,valid,synthetic_geo,12.26,109.19,225000,90.58
GEO-TEMPERATURE_HOURLY-05-52,LOC006,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,16.0,index,valid,synthetic_geo,12.26,109.19,225000,95.86
GEO-TEMPERATURE_HOURLY-05-53,LOC006,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,32.64,index,valid,synthetic_geo,12.26,109.19,225000,92.33
GEO-TEMPERATURE_HOURLY-05-54,LOC006,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,78.46,index,valid,synthetic_geo,12.26,109.19,225000,89.41
GEO-TEMPERATURE_HOURLY-05-55,LOC006,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,21.45,index,valid,synthetic_geo,12.26,109.19,225000,86.28
GEO-TEMPERATURE_HOURLY-05-56,LOC006,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,76.39,index,valid,synthetic_geo,12.26,109.19,225000,86.71
GEO-TEMPERATURE_HOURLY-05-57,LOC006,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,70.27,index,valid,synthetic_geo,12.26,109.19,225000,93.92
GEO-TEMPERATURE_HOURLY-05-58,LOC006,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,47.36,index,valid,synthetic_geo,12.26,109.19,225000,90.23
GEO-TEMPERATURE_HOURLY-05-59,LOC006,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,39.68,index,valid,synthetic_geo,12.26,109.19,225000,97.3
GEO-TEMPERATURE_HOURLY-05-60,LOC006,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,26.37,index,valid,synthetic_geo,12.26,109.19,225000,90.52
GEO-TEMPERATURE_HOURLY-05-61,LOC006,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,29.5,index,valid,synthetic_geo,12.26,109.19,225000,96.93
GEO-TEMPERATURE_HOURLY-05-62,LOC006,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,83.77,index,valid,synthetic_geo,12.26,109.19,225000,88.47
GEO-TEMPERATURE_HOURLY-05-63,LOC006,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,39.1,index,valid,synthetic_geo,12.26,109.19,225000,89.8
GEO-TEMPERATURE_HOURLY-05-64,LOC006,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,83.41,index,valid,synthetic_geo,12.26,109.19,225000,86.18
GEO-TEMPERATURE_HOURLY-05-65,LOC006,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,28.6,index,valid,synthetic_geo,12.26,109.19,225000,94.38
GEO-TEMPERATURE_HOURLY-05-66,LOC006,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,21.24,index,valid,synthetic_geo,12.26,109.19,225000,87.23
GEO-TEMPERATURE_HOURLY-05-67,LOC006,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,37.26,index,valid,synthetic_geo,12.26,109.19,225000,91.02
GEO-TEMPERATURE_HOURLY-05-68,LOC006,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,52.49,index,valid,synthetic_geo,12.26,109.19,225000,86.88
GEO-TEMPERATURE_HOURLY-05-69,LOC006,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,30.93,index,valid,synthetic_geo,12.26,109.19,225000,98.78
GEO-TEMPERATURE_HOURLY-05-70,LOC006,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,24.61,index,valid,synthetic_geo,12.26,109.19,225000,86.59
GEO-TEMPERATURE_HOURLY-05-71,LOC006,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,40.72,index,valid,synthetic_geo,12.26,109.19,225000,89.38
