microwave_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,capacity_mbps,utilization_pct,latency_ms,packet_loss_pct
TRANSPORT-MICROWAVE_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,49.08,index,valid,synthetic_transport,1000,58.82,4.01,0.05
TRANSPORT-MICROWAVE_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,75.55,index,valid,synthetic_transport,1000,62.56,3.29,0.05
TRANSPORT-MICROWAVE_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,73.23,index,valid,synthetic_transport,1000,45.48,4.67,0.05
TRANSPORT-MICROWAVE_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,76.06,index,valid,synthetic_transport,1000,25.35,6.78,0.05
TRANSPORT-MICROWAVE_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,23.13,index,valid,synthetic_transport,1000,71.87,14.85,0.05
TRANSPORT-MICROWAVE_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,77.64,index,valid,synthetic_transport,1000,42.06,10.11,0.05
TRANSPORT-MICROWAVE_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,18.48,index,valid,synthetic_transport,1000,60.07,2.32,0.05
TRANSPORT-MICROWAVE_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,28.0,index,valid,synthetic_transport,1000,69.31,13.89,0.05
TRANSPORT-MICROWAVE_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,26.5,index,valid,synthetic_transport,1000,45.1,2.6,0.05
TRANSPORT-MICROWAVE_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,26.09,index,valid,synthetic_transport,1000,45.1,8.25,0.05
TRANSPORT-MICROWAVE_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,71.26,index,valid,synthetic_transport,1000,62.53,12.73,0.05
TRANSPORT-MICROWAVE_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,16.41,index,valid,synthetic_transport,1000,33.45,13.27,0.05
TRANSPORT-MICROWAVE_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,41.22,index,valid,synthetic_transport,1000,67.77,5.32,0.05
TRANSPORT-MICROWAVE_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,38.0,index,valid,synthetic_transport,1000,31.72,7.0,0.05
TRANSPORT-MICROWAVE_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,61.79,index,valid,synthetic_transport,1000,62.72,9.1,0.05
TRANSPORT-MICROWAVE_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,18.95,index,valid,synthetic_transport,1000,69.49,2.51,0.05
TRANSPORT-MICROWAVE_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,57.66,index,valid,synthetic_transport,1000,37.47,2.58,0.05
TRANSPORT-MICROWAVE_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,74.33,index,valid,synthetic_transport,1000,40.55,4.09,0.05
TRANSPORT-MICROWAVE_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,23.97,index,valid,synthetic_transport,1000,31.55,10.35,0.05
TRANSPORT-MICROWAVE_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,59.77,index,valid,synthetic_transport,1000,69.69,10.67,0.05
TRANSPORT-MICROWAVE_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,84.62,index,valid,synthetic_transport,1000,30.4,4.72,0.05
TRANSPORT-MICROWAVE_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,77.97,index,valid,synthetic_transport,1000,51.1,7.06,0.05
TRANSPORT-MICROWAVE_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,65.82,index,valid,synthetic_transport,1000,30.04,10.48,0.05
TRANSPORT-MICROWAVE_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,47.98,index,valid,synthetic_transport,1000,62.05,9.89,0.05
TRANSPORT-MICROWAVE_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,17.0,index,valid,synthetic_transport,1000,73.37,12.56,0.05
TRANSPORT-MICROWAVE_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,75.57,index,valid,synthetic_transport,1000,36.47,11.66,0.05
TRANSPORT-MICROWAVE_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,40.1,index,valid,synthetic_transport,1000,28.39,11.9,0.05
TRANSPORT-MICROWAVE_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,31.93,index,valid,synthetic_transport,1000,26.87,2.28,0.05
TRANSPORT-MICROWAVE_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,39.89,index,valid,synthetic_transport,1000,35.0,3.4,0.05
TRANSPORT-MICROWAVE_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,35.06,index,valid,synthetic_transport,1000,60.69,2.81,0.05
TRANSPORT-MICROWAVE_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,18.6,index,valid,synthetic_transport,1000,72.74,14.1,0.05
TRANSPORT-MICROWAVE_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,68.61,index,valid,synthetic_transport,1000,50.52,11.43,0.05
TRANSPORT-MICROWAVE_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,61.58,index,valid,synthetic_transport,1000,60.33,12.22,0.05
TRANSPORT-MICROWAVE_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,16.4,index,valid,synthetic_transport,1000,35.78,5.15,0.05
TRANSPORT-MICROWAVE_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,51.62,index,valid,synthetic_transport,1000,46.61,4.57,0.05
TRANSPORT-MICROWAVE_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,43.82,index,valid,synthetic_transport,1000,55.44,6.31,0.05
TRANSPORT-MICROWAVE_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,35.04,index,valid,synthetic_transport,1000,62.37,2.19,0.05
TRANSPORT-MICROWAVE_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,83.11,index,valid,synthetic_transport,1000,45.18,12.33,0.05
TRANSPORT-MICROWAVE_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,61.82,index,valid,synthetic_transport,1000,31.87,14.67,0.05
TRANSPORT-MICROWAVE_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,47.8,index,valid,synthetic_transport,1000,28.45,13.42,0.05
TRANSPORT-MICROWAVE_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,61.55,index,valid,synthetic_transport,1000,28.86,8.7,0.05
TRANSPORT-MICROWAVE_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,25.86,index,valid,synthetic_transport,1000,53.39,14.05,0.05
TRANSPORT-MICROWAVE_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,75.74,index,valid,synthetic_transport,1000,38.58,10.93,0.05
TRANSPORT-MICROWAVE_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,82.91,index,valid,synthetic_transport,1000,33.77,9.8,0.05
TRANSPORT-MICROWAVE_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,83.06,index,valid,synthetic_transport,1000,29.96,3.73,0.05
TRANSPORT-MICROWAVE_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,82.91,index,valid,synthetic_transport,1000,52.43,3.14,0.05
TRANSPORT-MICROWAVE_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,45.79,index,valid,synthetic_transport,1000,26.82,7.64,0.05
TRANSPORT-MICROWAVE_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,25.57,index,valid,synthetic_transport,1000,29.93,5.33,0.05
TRANSPORT-MICROWAVE_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,19.55,index,valid,synthetic_transport,1000,27.77,6.98,0.05
TRANSPORT-MICROWAVE_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,84.19,index,valid,synthetic_transport,1000,50.9,12.47,0.05
TRANSPORT-MICROWAVE_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,44.47,index,valid,synthetic_transport,1000,35.68,5.6,0.05
TRANSPORT-MICROWAVE_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,77.56,index,valid,synthetic_transport,1000,66.86,4.12,0.05
TRANSPORT-MICROWAVE_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,19.16,index,valid,synthetic_transport,1000,40.63,14.93,0.05
TRANSPORT-MICROWAVE_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,72.14,index,valid,synthetic_transport,1000,25.73,8.94,0.05
TRANSPORT-MICROWAVE_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,79.25,index,valid,synthetic_transport,1000,45.9,14.84,0.05
TRANSPORT-MICROWAVE_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,33.64,index,valid,synthetic_transport,1000,60.94,12.51,0.05
TRANSPORT-MICROWAVE_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,60.73,index,valid,synthetic_transport,1000,52.35,5.86,0.05
TRANSPORT-MICROWAVE_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,28.51,index,valid,synthetic_transport,1000,50.09,10.83,0.05
TRANSPORT-MICROWAVE_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,70.97,index,valid,synthetic_transport,1000,71.15,7.75,0.05
TRANSPORT-MICROWAVE_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,69.88,index,valid,synthetic_transport,1000,43.69,7.13,0.05
TRANSPORT-MICROWAVE_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,46.57,index,valid,synthetic_transport,1000,49.2,11.88,0.05
TRANSPORT-MICROWAVE_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,15.49,index,valid,synthetic_transport,1000,57.51,10.27,0.05
TRANSPORT-MICROWAVE_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,15.93,index,valid,synthetic_transport,1000,61.84,9.87,0.05
TRANSPORT-MICROWAVE_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,33.51,index,valid,synthetic_transport,1000,33.84,5.71,0.05
TRANSPORT-MICROWAVE_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,30.75,index,valid,synthetic_transport,1000,39.24,10.89,0.05
TRANSPORT-MICROWAVE_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,63.96,index,valid,synthetic_transport,1000,63.73,11.03,0.05
TRANSPORT-MICROWAVE_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,72.67,index,valid,synthetic_transport,1000,34.92,5.96,0.05
TRANSPORT-MICROWAVE_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,78.06,index,valid,synthetic_transport,1000,58.42,10.53,0.05
TRANSPORT-MICROWAVE_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,74.81,index,valid,synthetic_transport,1000,30.39,8.62,0.05
TRANSPORT-MICROWAVE_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,43.95,index,valid,synthetic_transport,1000,68.9,3.83,0.05
TRANSPORT-MICROWAVE_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,80.38,index,valid,synthetic_transport,1000,63.91,5.86,0.05
TRANSPORT-MICROWAVE_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,84.14,index,valid,synthetic_transport,1000,72.71,2.89,0.05
TRANSPORT-MICROWAVE_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,79.15,index,valid,synthetic_transport,1000,71.66,6.41,0.05
TRANSPORT-MICROWAVE_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,78.32,index,valid,synthetic_transport,1000,27.03,8.56,0.05
TRANSPORT-MICROWAVE_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,64.42,index,valid,synthetic_transport,1000,35.74,4.1,0.05
TRANSPORT-MICROWAVE_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,76.84,index,valid,synthetic_transport,1000,65.52,7.49,0.05
TRANSPORT-MICROWAVE_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,42.43,index,valid,synthetic_transport,1000,74.84,8.19,0.05
TRANSPORT-MICROWAVE_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,29.83,index,valid,synthetic_transport,1000,73.28,10.4,0.05
TRANSPORT-MICROWAVE_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,42.47,index,valid,synthetic_transport,1000,59.7,6.16,0.05
TRANSPORT-MICROWAVE_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,77.72,index,valid,synthetic_transport,1000,57.5,2.33,0.05
TRANSPORT-MICROWAVE_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,24.84,index,valid,synthetic_transport,1000,72.31,8.06,0.05
TRANSPORT-MICROWAVE_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,35.74,index,valid,synthetic_transport,1000,25.52,9.16,0.05
TRANSPORT-MICROWAVE_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,23.82,index,valid,synthetic_transport,1000,53.76,9.88,0.05
TRANSPORT-MICROWAVE_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,40.94,index,valid,synthetic_transport,1000,43.61,3.79,0.05
TRANSPORT-MICROWAVE_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,72.69,index,valid,synthetic_transport,1000,66.04,10.3,0.05
TRANSPORT-MICROWAVE_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,37.51,index,valid,synthetic_transport,1000,58.55,14.08,0.05
TRANSPORT-MICROWAVE_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,72.1,index,valid,synthetic_transport,1000,45.17,12.46,0.05
TRANSPORT-MICROWAVE_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,49.01,index,valid,synthetic_transport,1000,73.6,2.22,0.05
TRANSPORT-MICROWAVE_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,82.21,index,valid,synthetic_transport,1000,55.51,5.84,0.05
TRANSPORT-MICROWAVE_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,35.99,index,valid,synthetic_transport,1000,44.74,3.84,0.05
TRANSPORT-MICROWAVE_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,48.97,index,valid,synthetic_transport,1000,45.67,13.1,0.05
TRANSPORT-MICROWAVE_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,24.46,index,valid,synthetic_transport,1000,29.84,6.51,0.05
TRANSPORT-MICROWAVE_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,61.54,index,valid,synthetic_transport,1000,58.74,6.72,0.05
TRANSPORT-MICROWAVE_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,29.99,index,valid,synthetic_transport,1000,70.57,8.32,0.05
TRANSPORT-MICROWAVE_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,50.15,index,valid,synthetic_transport,1000,51.32,9.61,0.05
TRANSPORT-MICROWAVE_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,77.0,index,valid,synthetic_transport,1000,32.08,13.31,0.05
TRANSPORT-MICROWAVE_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,45.17,index,valid,synthetic_transport,1000,74.51,8.82,0.05
TRANSPORT-MICROWAVE_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,58.97,index,valid,synthetic_transport,1000,62.78,9.87,0.05
TRANSPORT-MICROWAVE_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,15.73,index,valid,synthetic_transport,1000,64.29,12.52,0.05
TRANSPORT-MICROWAVE_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,69.73,index,valid,synthetic_transport,1000,44.81,3.74,0.05
TRANSPORT-MICROWAVE_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,25.19,index,valid,synthetic_transport,1000,27.98,6.27,0.05
TRANSPORT-MICROWAVE_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,55.34,index,valid,synthetic_transport,1000,58.38,3.49,0.05
TRANSPORT-MICROWAVE_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,51.23,index,valid,synthetic_transport,1000,59.82,7.33,0.05
TRANSPORT-MICROWAVE_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,36.55,index,valid,synthetic_transport,1000,47.85,3.57,0.05
TRANSPORT-MICROWAVE_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,39.7,index,valid,synthetic_transport,1000,28.95,3.77,0.05
TRANSPORT-MICROWAVE_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,67.11,index,valid,synthetic_transport,1000,57.07,10.79,0.05
TRANSPORT-MICROWAVE_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,30.96,index,valid,synthetic_transport,1000,42.21,14.56,0.05
TRANSPORT-MICROWAVE_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,49.17,index,valid,synthetic_transport,1000,60.34,9.29,0.05
TRANSPORT-MICROWAVE_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,16.04,index,valid,synthetic_transport,1000,36.88,8.36,0.05
TRANSPORT-MICROWAVE_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,40.3,index,valid,synthetic_transport,1000,61.03,11.9,0.05
TRANSPORT-MICROWAVE_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,40.42,index,valid,synthetic_transport,1000,58.71,11.34,0.05
TRANSPORT-MICROWAVE_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,51.96,index,valid,synthetic_transport,1000,30.77,4.73,0.05
TRANSPORT-MICROWAVE_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,52.36,index,valid,synthetic_transport,1000,64.84,9.7,0.05
TRANSPORT-MICROWAVE_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,25.81,index,valid,synthetic_transport,1000,68.67,2.09,0.05
TRANSPORT-MICROWAVE_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,40.03,index,valid,synthetic_transport,1000,65.96,11.9,0.05
TRANSPORT-MICROWAVE_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,18.06,index,valid,synthetic_transport,1000,32.7,11.24,0.05
TRANSPORT-MICROWAVE_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,37.5,index,valid,synthetic_transport,1000,65.49,4.29,0.05
TRANSPORT-MICROWAVE_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,29.12,index,valid,synthetic_transport,1000,67.35,9.17,0.05
TRANSPORT-MICROWAVE_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,34.34,index,valid,synthetic_transport,1000,62.9,8.27,0.05
TRANSPORT-MICROWAVE_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,17.84,index,valid,synthetic_transport,1000,69.03,7.71,0.05
TRANSPORT-MICROWAVE_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,16.19,index,valid,synthetic_transport,1000,71.65,2.87,0.05
TRANSPORT-MICROWAVE_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,58.98,index,valid,synthetic_transport,1000,60.52,11.65,0.05
TRANSPORT-MICROWAVE_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,59.22,index,valid,synthetic_transport,1000,32.32,3.28,0.05
TRANSPORT-MICROWAVE_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,25.12,index,valid,synthetic_transport,1000,68.63,14.16,0.05
TRANSPORT-MICROWAVE_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,54.66,index,valid,synthetic_transport,1000,35.72,6.82,0.05
TRANSPORT-MICROWAVE_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,81.06,index,valid,synthetic_transport,1000,62.17,12.06,0.05
TRANSPORT-MICROWAVE_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,75.41,index,valid,synthetic_transport,1000,63.01,9.3,0.05
TRANSPORT-MICROWAVE_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,48.98,index,valid,synthetic_transport,1000,52.66,8.11,0.05
TRANSPORT-MICROWAVE_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,25.96,index,valid,synthetic_transport,1000,27.57,12.08,0.05
TRANSPORT-MICROWAVE_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,43.98,index,valid,synthetic_transport,1000,34.99,9.48,0.05
TRANSPORT-MICROWAVE_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,41.33,index,valid,synthetic_transport,1000,57.16,5.54,0.05
TRANSPORT-MICROWAVE_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,71.13,index,valid,synthetic_transport,1000,68.17,12.29,0.05
TRANSPORT-MICROWAVE_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,67.43,index,valid,synthetic_transport,1000,25.72,9.76,0.05
TRANSPORT-MICROWAVE_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,34.43,index,valid,synthetic_transport,1000,72.89,10.56,0.05
TRANSPORT-MICROWAVE_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,67.19,index,valid,synthetic_transport,1000,30.58,2.87,0.05
TRANSPORT-MICROWAVE_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,22.7,index,valid,synthetic_transport,1000,35.71,3.94,0.05
TRANSPORT-MICROWAVE_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,37.4,index,valid,synthetic_transport,1000,70.44,8.25,0.05
TRANSPORT-MICROWAVE_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,82.59,index,valid,synthetic_transport,1000,29.5,2.15,0.05
TRANSPORT-MICROWAVE_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,50.26,index,valid,synthetic_transport,1000,45.85,3.4,0.05
TRANSPORT-MICROWAVE_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,67.71,index,valid,synthetic_transport,1000,31.17,9.26,0.05
TRANSPORT-MICROWAVE_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,25.34,index,valid,synthetic_transport,1000,44.23,7.33,0.05
