optical_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,capacity_mbps,utilization_pct,latency_ms,packet_loss_pct
TRANSPORT-OPTICAL_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,43.88,index,valid,synthetic_transport,1000,56.22,11.28,0.05
TRANSPORT-OPTICAL_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,80.05,index,valid,synthetic_transport,1000,38.51,8.86,0.05
TRANSPORT-OPTICAL_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,78.63,index,valid,synthetic_transport,1000,45.82,13.34,0.05
TRANSPORT-OPTICAL_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,67.13,index,valid,synthetic_transport,1000,45.07,6.39,0.05
TRANSPORT-OPTICAL_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,76.87,index,valid,synthetic_transport,1000,37.81,12.21,0.05
TRANSPORT-OPTICAL_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,67.26,index,valid,synthetic_transport,1000,51.37,9.77,0.05
TRANSPORT-OPTICAL_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,76.89,index,valid,synthetic_transport,1000,44.92,2.58,0.05
TRANSPORT-OPTICAL_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,40.8,index,valid,synthetic_transport,1000,35.91,14.61,0.05
TRANSPORT-OPTICAL_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,44.58,index,valid,synthetic_transport,1000,50.34,10.78,0.05
TRANSPORT-OPTICAL_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,19.78,index,valid,synthetic_transport,1000,37.37,9.25,0.05
TRANSPORT-OPTICAL_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,15.99,index,valid,synthetic_transport,1000,57.2,2.69,0.05
TRANSPORT-OPTICAL_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,72.45,index,valid,synthetic_transport,1000,70.01,5.59,0.05
TRANSPORT-OPTICAL_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,80.52,index,valid,synthetic_transport,1000,35.4,7.88,0.05
TRANSPORT-OPTICAL_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,58.86,index,valid,synthetic_transport,1000,51.21,2.69,0.05
TRANSPORT-OPTICAL_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,37.36,index,valid,synthetic_transport,1000,40.1,9.84,0.05
TRANSPORT-OPTICAL_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,79.13,index,valid,synthetic_transport,1000,51.52,4.17,0.05
TRANSPORT-OPTICAL_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,75.66,index,valid,synthetic_transport,1000,45.4,14.59,0.05
TRANSPORT-OPTICAL_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,32.36,index,valid,synthetic_transport,1000,70.76,8.61,0.05
TRANSPORT-OPTICAL_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,17.72,index,valid,synthetic_transport,1000,55.2,11.0,0.05
TRANSPORT-OPTICAL_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,49.23,index,valid,synthetic_transport,1000,59.11,10.68,0.05
TRANSPORT-OPTICAL_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,28.55,index,valid,synthetic_transport,1000,58.62,2.11,0.05
TRANSPORT-OPTICAL_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,29.05,index,valid,synthetic_transport,1000,63.02,14.98,0.05
TRANSPORT-OPTICAL_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,65.3,index,valid,synthetic_transport,1000,28.17,3.69,0.05
TRANSPORT-OPTICAL_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,63.92,index,valid,synthetic_transport,1000,37.58,3.29,0.05
TRANSPORT-OPTICAL_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,41.4,index,valid,synthetic_transport,1000,52.63,11.09,0.05
TRANSPORT-OPTICAL_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,81.99,index,valid,synthetic_transport,1000,64.59,2.05,0.05
TRANSPORT-OPTICAL_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,60.63,index,valid,synthetic_transport,1000,56.49,12.4,0.05
TRANSPORT-OPTICAL_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,66.14,index,valid,synthetic_transport,1000,33.51,3.12,0.05
TRANSPORT-OPTICAL_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,83.29,index,valid,synthetic_transport,1000,35.43,4.39,0.05
TRANSPORT-OPTICAL_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,30.21,index,valid,synthetic_transport,1000,74.1,12.07,0.05
TRANSPORT-OPTICAL_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,22.38,index,valid,synthetic_transport,1000,37.86,5.27,0.05
TRANSPORT-OPTICAL_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,34.4,index,valid,synthetic_transport,1000,70.0,13.46,0.05
TRANSPORT-OPTICAL_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,56.97,index,valid,synthetic_transport,1000,33.45,5.55,0.05
TRANSPORT-OPTICAL_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,19.8,index,valid,synthetic_transport,1000,70.15,7.36,0.05
TRANSPORT-OPTICAL_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,35.31,index,valid,synthetic_transport,1000,40.78,10.71,0.05
TRANSPORT-OPTICAL_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,32.33,index,valid,synthetic_transport,1000,69.0,4.32,0.05
TRANSPORT-OPTICAL_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,29.9,index,valid,synthetic_transport,1000,34.16,12.17,0.05
TRANSPORT-OPTICAL_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,52.79,index,valid,synthetic_transport,1000,27.1,8.82,0.05
TRANSPORT-OPTICAL_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,44.27,index,valid,synthetic_transport,1000,41.96,3.72,0.05
TRANSPORT-OPTICAL_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,57.27,index,valid,synthetic_transport,1000,57.26,13.37,0.05
TRANSPORT-OPTICAL_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,71.93,index,valid,synthetic_transport,1000,58.7,9.73,0.05
TRANSPORT-OPTICAL_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,81.83,index,valid,synthetic_transport,1000,52.45,3.6,0.05
TRANSPORT-OPTICAL_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,77.01,index,valid,synthetic_transport,1000,71.06,6.28,0.05
TRANSPORT-OPTICAL_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,69.54,index,valid,synthetic_transport,1000,44.93,13.78,0.05
TRANSPORT-OPTICAL_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,36.35,index,valid,synthetic_transport,1000,71.1,2.65,0.05
TRANSPORT-OPTICAL_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,72.62,index,valid,synthetic_transport,1000,52.64,3.63,0.05
TRANSPORT-OPTICAL_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,50.59,index,valid,synthetic_transport,1000,48.56,4.74,0.05
TRANSPORT-OPTICAL_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,39.03,index,valid,synthetic_transport,1000,36.4,10.8,0.05
TRANSPORT-OPTICAL_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,57.7,index,valid,synthetic_transport,1000,32.52,2.48,0.05
TRANSPORT-OPTICAL_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,75.91,index,valid,synthetic_transport,1000,39.38,3.03,0.05
TRANSPORT-OPTICAL_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,15.18,index,valid,synthetic_transport,1000,31.97,3.68,0.05
TRANSPORT-OPTICAL_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,74.21,index,valid,synthetic_transport,1000,56.46,10.17,0.05
TRANSPORT-OPTICAL_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,82.79,index,valid,synthetic_transport,1000,56.85,5.46,0.05
TRANSPORT-OPTICAL_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,15.25,index,valid,synthetic_transport,1000,38.02,9.23,0.05
TRANSPORT-OPTICAL_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,25.66,index,valid,synthetic_transport,1000,45.27,5.74,0.05
TRANSPORT-OPTICAL_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,48.81,index,valid,synthetic_transport,1000,32.83,12.31,0.05
TRANSPORT-OPTICAL_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,53.53,index,valid,synthetic_transport,1000,47.79,9.24,0.05
TRANSPORT-OPTICAL_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,59.41,index,valid,synthetic_transport,1000,34.14,4.47,0.05
TRANSPORT-OPTICAL_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,16.24,index,valid,synthetic_transport,1000,51.68,8.94,0.05
TRANSPORT-OPTICAL_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,63.38,index,valid,synthetic_transport,1000,57.35,14.98,0.05
TRANSPORT-OPTICAL_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,42.98,index,valid,synthetic_transport,1000,50.51,8.05,0.05
TRANSPORT-OPTICAL_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,21.24,index,valid,synthetic_transport,1000,26.35,13.42,0.05
TRANSPORT-OPTICAL_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,27.69,index,valid,synthetic_transport,1000,49.42,2.29,0.05
TRANSPORT-OPTICAL_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,21.02,index,valid,synthetic_transport,1000,63.86,9.28,0.05
TRANSPORT-OPTICAL_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,57.33,index,valid,synthetic_transport,1000,65.33,10.48,0.05
TRANSPORT-OPTICAL_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,69.4,index,valid,synthetic_transport,1000,63.67,13.15,0.05
TRANSPORT-OPTICAL_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,20.36,index,valid,synthetic_transport,1000,45.66,9.66,0.05
TRANSPORT-OPTICAL_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,81.34,index,valid,synthetic_transport,1000,26.78,2.52,0.05
TRANSPORT-OPTICAL_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,29.68,index,valid,synthetic_transport,1000,51.6,12.96,0.05
TRANSPORT-OPTICAL_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,19.78,index,valid,synthetic_transport,1000,57.72,13.56,0.05
TRANSPORT-OPTICAL_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,52.15,index,valid,synthetic_transport,1000,42.02,2.81,0.05
TRANSPORT-OPTICAL_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,46.44,index,valid,synthetic_transport,1000,64.55,3.0,0.05
TRANSPORT-OPTICAL_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,82.59,index,valid,synthetic_transport,1000,37.81,2.49,0.05
TRANSPORT-OPTICAL_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,81.62,index,valid,synthetic_transport,1000,60.77,11.46,0.05
TRANSPORT-OPTICAL_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,36.95,index,valid,synthetic_transport,1000,51.38,11.37,0.05
TRANSPORT-OPTICAL_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,66.41,index,valid,synthetic_transport,1000,70.42,8.44,0.05
TRANSPORT-OPTICAL_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,18.12,index,valid,synthetic_transport,1000,52.77,9.8,0.05
TRANSPORT-OPTICAL_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,68.03,index,valid,synthetic_transport,1000,69.73,4.01,0.05
TRANSPORT-OPTICAL_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,75.83,index,valid,synthetic_transport,1000,55.26,6.39,0.05
TRANSPORT-OPTICAL_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,27.02,index,valid,synthetic_transport,1000,61.81,2.09,0.05
TRANSPORT-OPTICAL_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,54.14,index,valid,synthetic_transport,1000,27.03,11.12,0.05
TRANSPORT-OPTICAL_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,55.38,index,valid,synthetic_transport,1000,70.78,13.52,0.05
TRANSPORT-OPTICAL_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,29.91,index,valid,synthetic_transport,1000,50.56,13.08,0.05
TRANSPORT-OPTICAL_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,38.25,index,valid,synthetic_transport,1000,32.78,11.88,0.05
TRANSPORT-OPTICAL_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,54.64,index,valid,synthetic_transport,1000,67.09,8.43,0.05
TRANSPORT-OPTICAL_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,39.7,index,valid,synthetic_transport,1000,66.22,10.94,0.05
TRANSPORT-OPTICAL_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,21.21,index,valid,synthetic_transport,1000,72.46,10.31,0.05
TRANSPORT-OPTICAL_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,79.67,index,valid,synthetic_transport,1000,62.91,11.59,0.05
TRANSPORT-OPTICAL_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,47.56,index,valid,synthetic_transport,1000,65.96,14.81,0.05
TRANSPORT-OPTICAL_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,27.86,index,valid,synthetic_transport,1000,31.42,8.05,0.05
TRANSPORT-OPTICAL_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,48.76,index,valid,synthetic_transport,1000,50.37,6.41,0.05
TRANSPORT-OPTICAL_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,52.43,index,valid,synthetic_transport,1000,58.09,7.41,0.05
TRANSPORT-OPTICAL_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,41.86,index,valid,synthetic_transport,1000,68.47,6.71,0.05
TRANSPORT-OPTICAL_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,51.75,index,valid,synthetic_transport,1000,33.04,11.15,0.05
TRANSPORT-OPTICAL_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,23.24,index,valid,synthetic_transport,1000,33.97,13.91,0.05
TRANSPORT-OPTICAL_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,67.44,index,valid,synthetic_transport,1000,42.57,10.15,0.05
TRANSPORT-OPTICAL_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,17.66,index,valid,synthetic_transport,1000,55.13,11.81,0.05
TRANSPORT-OPTICAL_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,71.24,index,valid,synthetic_transport,1000,51.41,8.08,0.05
TRANSPORT-OPTICAL_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,20.86,index,valid,synthetic_transport,1000,74.97,7.86,0.05
TRANSPORT-OPTICAL_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,17.17,index,valid,synthetic_transport,1000,63.5,6.21,0.05
TRANSPORT-OPTICAL_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,77.2,index,valid,synthetic_transport,1000,73.05,11.3,0.05
TRANSPORT-OPTICAL_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,22.17,index,valid,synthetic_transport,1000,39.7,6.65,0.05
TRANSPORT-OPTICAL_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,22.43,index,valid,synthetic_transport,1000,59.32,4.68,0.05
TRANSPORT-OPTICAL_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,48.18,index,valid,synthetic_transport,1000,39.38,7.31,0.05
TRANSPORT-OPTICAL_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,77.63,index,valid,synthetic_transport,1000,52.99,2.77,0.05
TRANSPORT-OPTICAL_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,54.94,index,valid,synthetic_transport,1000,58.93,6.97,0.05
TRANSPORT-OPTICAL_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,58.47,index,valid,synthetic_transport,1000,51.55,7.13,0.05
TRANSPORT-OPTICAL_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,76.21,index,valid,synthetic_transport,1000,66.14,11.08,0.05
TRANSPORT-OPTICAL_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,59.12,index,valid,synthetic_transport,1000,74.67,8.45,0.05
TRANSPORT-OPTICAL_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,46.15,index,valid,synthetic_transport,1000,72.91,10.2,0.05
TRANSPORT-OPTICAL_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,46.48,index,valid,synthetic_transport,1000,73.85,8.35,0.05
TRANSPORT-OPTICAL_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,77.68,index,valid,synthetic_transport,1000,26.42,7.57,0.05
TRANSPORT-OPTICAL_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,21.84,index,valid,synthetic_transport,1000,59.31,2.25,0.05
TRANSPORT-OPTICAL_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,74.41,index,valid,synthetic_transport,1000,71.57,14.47,0.05
TRANSPORT-OPTICAL_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,84.45,index,valid,synthetic_transport,1000,61.49,13.82,0.05
TRANSPORT-OPTICAL_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,52.81,index,valid,synthetic_transport,1000,55.25,6.4,0.05
TRANSPORT-OPTICAL_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,37.78,index,valid,synthetic_transport,1000,45.68,9.03,0.05
TRANSPORT-OPTICAL_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,38.06,index,valid,synthetic_transport,1000,27.62,12.15,0.05
TRANSPORT-OPTICAL_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,62.89,index,valid,synthetic_transport,1000,29.86,2.19,0.05
TRANSPORT-OPTICAL_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,74.83,index,valid,synthetic_transport,1000,34.18,9.81,0.05
TRANSPORT-OPTICAL_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,17.51,index,valid,synthetic_transport,1000,59.93,14.74,0.05
TRANSPORT-OPTICAL_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,27.76,index,valid,synthetic_transport,1000,45.33,14.71,0.05
TRANSPORT-OPTICAL_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,82.58,index,valid,synthetic_transport,1000,27.84,13.58,0.05
TRANSPORT-OPTICAL_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,62.7,index,valid,synthetic_transport,1000,44.69,6.41,0.05
TRANSPORT-OPTICAL_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,72.98,index,valid,synthetic_transport,1000,51.61,2.02,0.05
TRANSPORT-OPTICAL_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,62.05,index,valid,synthetic_transport,1000,64.11,6.0,0.05
TRANSPORT-OPTICAL_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,17.01,index,valid,synthetic_transport,1000,37.69,2.05,0.05
TRANSPORT-OPTICAL_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,78.71,index,valid,synthetic_transport,1000,52.09,3.76,0.05
TRANSPORT-OPTICAL_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,78.4,index,valid,synthetic_transport,1000,30.92,14.37,0.05
TRANSPORT-OPTICAL_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,47.26,index,valid,synthetic_transport,1000,34.18,9.63,0.05
TRANSPORT-OPTICAL_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,16.68,index,valid,synthetic_transport,1000,27.42,3.54,0.05
TRANSPORT-OPTICAL_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,23.81,index,valid,synthetic_transport,1000,44.83,12.27,0.05
TRANSPORT-OPTICAL_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,59.02,index,valid,synthetic_transport,1000,66.87,4.45,0.05
TRANSPORT-OPTICAL_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,15.02,index,valid,synthetic_transport,1000,66.16,9.7,0.05
TRANSPORT-OPTICAL_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,15.55,index,valid,synthetic_transport,1000,47.42,13.37,0.05
TRANSPORT-OPTICAL_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,74.3,index,valid,synthetic_transport,1000,54.77,10.33,0.05
TRANSPORT-OPTICAL_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,70.28,index,valid,synthetic_transport,1000,65.61,3.23,0.05
