port_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,capacity_mbps,utilization_pct,latency_ms,packet_loss_pct
TRANSPORT-PORT_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,59.99,index,valid,synthetic_transport,1000,55.61,7.39,0.05
TRANSPORT-PORT_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,51.68,index,valid,synthetic_transport,1000,54.35,7.21,0.05
TRANSPORT-PORT_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,49.22,index,valid,synthetic_transport,1000,47.56,12.46,0.05
TRANSPORT-PORT_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,15.84,index,valid,synthetic_transport,1000,50.22,10.41,0.05
TRANSPORT-PORT_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,76.49,index,valid,synthetic_transport,1000,39.14,14.36,0.05
TRANSPORT-PORT_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,29.8,index,valid,synthetic_transport,1000,66.18,11.23,0.05
TRANSPORT-PORT_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,43.9,index,valid,synthetic_transport,1000,66.28,10.91,0.05
TRANSPORT-PORT_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,18.6,index,valid,synthetic_transport,1000,57.87,4.27,0.05
TRANSPORT-PORT_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,78.66,index,valid,synthetic_transport,1000,63.66,10.0,0.05
TRANSPORT-PORT_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,62.51,index,valid,synthetic_transport,1000,51.07,9.71,0.05
TRANSPORT-PORT_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,36.81,index,valid,synthetic_transport,1000,33.57,2.31,0.05
TRANSPORT-PORT_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,65.56,index,valid,synthetic_transport,1000,65.35,14.43,0.05
TRANSPORT-PORT_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,21.42,index,valid,synthetic_transport,1000,66.26,2.37,0.05
TRANSPORT-PORT_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,29.02,index,valid,synthetic_transport,1000,38.97,14.77,0.05
TRANSPORT-PORT_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,83.99,index,valid,synthetic_transport,1000,41.13,2.26,0.05
TRANSPORT-PORT_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,18.62,index,valid,synthetic_transport,1000,53.97,2.72,0.05
TRANSPORT-PORT_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,19.92,index,valid,synthetic_transport,1000,34.8,12.54,0.05
TRANSPORT-PORT_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,60.09,index,valid,synthetic_transport,1000,47.74,12.47,0.05
TRANSPORT-PORT_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,82.41,index,valid,synthetic_transport,1000,27.71,9.94,0.05
TRANSPORT-PORT_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,45.48,index,valid,synthetic_transport,1000,62.16,3.3,0.05
TRANSPORT-PORT_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,54.22,index,valid,synthetic_transport,1000,41.11,4.78,0.05
TRANSPORT-PORT_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,25.64,index,valid,synthetic_transport,1000,59.31,2.17,0.05
TRANSPORT-PORT_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,31.29,index,valid,synthetic_transport,1000,54.17,4.71,0.05
TRANSPORT-PORT_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,78.73,index,valid,synthetic_transport,1000,68.11,10.84,0.05
TRANSPORT-PORT_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,65.49,index,valid,synthetic_transport,1000,33.7,10.5,0.05
TRANSPORT-PORT_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,58.65,index,valid,synthetic_transport,1000,60.48,2.55,0.05
TRANSPORT-PORT_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,28.68,index,valid,synthetic_transport,1000,43.0,10.84,0.05
TRANSPORT-PORT_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,54.67,index,valid,synthetic_transport,1000,31.81,3.03,0.05
TRANSPORT-PORT_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,83.64,index,valid,synthetic_transport,1000,25.71,9.77,0.05
TRANSPORT-PORT_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,41.72,index,valid,synthetic_transport,1000,49.75,2.65,0.05
TRANSPORT-PORT_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,42.1,index,valid,synthetic_transport,1000,61.56,3.45,0.05
TRANSPORT-PORT_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,44.16,index,valid,synthetic_transport,1000,65.01,7.14,0.05
TRANSPORT-PORT_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,49.73,index,valid,synthetic_transport,1000,45.61,12.77,0.05
TRANSPORT-PORT_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,76.02,index,valid,synthetic_transport,1000,59.11,2.37,0.05
TRANSPORT-PORT_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,65.09,index,valid,synthetic_transport,1000,28.75,3.42,0.05
TRANSPORT-PORT_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,17.47,index,valid,synthetic_transport,1000,61.86,4.97,0.05
TRANSPORT-PORT_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,37.2,index,valid,synthetic_transport,1000,29.58,6.65,0.05
TRANSPORT-PORT_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,38.21,index,valid,synthetic_transport,1000,51.3,2.27,0.05
TRANSPORT-PORT_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,58.88,index,valid,synthetic_transport,1000,50.21,5.18,0.05
TRANSPORT-PORT_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,35.56,index,valid,synthetic_transport,1000,73.02,10.0,0.05
TRANSPORT-PORT_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,58.51,index,valid,synthetic_transport,1000,27.51,11.31,0.05
TRANSPORT-PORT_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,57.48,index,valid,synthetic_transport,1000,45.47,9.31,0.05
TRANSPORT-PORT_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,36.92,index,valid,synthetic_transport,1000,71.09,4.1,0.05
TRANSPORT-PORT_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,78.42,index,valid,synthetic_transport,1000,46.08,14.85,0.05
TRANSPORT-PORT_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,23.12,index,valid,synthetic_transport,1000,60.99,12.23,0.05
TRANSPORT-PORT_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,23.78,index,valid,synthetic_transport,1000,43.2,14.59,0.05
TRANSPORT-PORT_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,38.53,index,valid,synthetic_transport,1000,44.93,10.62,0.05
TRANSPORT-PORT_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,57.88,index,valid,synthetic_transport,1000,32.68,12.22,0.05
TRANSPORT-PORT_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,38.73,index,valid,synthetic_transport,1000,71.18,5.32,0.05
TRANSPORT-PORT_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,50.18,index,valid,synthetic_transport,1000,57.34,9.48,0.05
TRANSPORT-PORT_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,80.65,index,valid,synthetic_transport,1000,73.64,14.93,0.05
TRANSPORT-PORT_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,33.0,index,valid,synthetic_transport,1000,62.24,12.97,0.05
TRANSPORT-PORT_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,59.7,index,valid,synthetic_transport,1000,66.65,10.23,0.05
TRANSPORT-PORT_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,41.99,index,valid,synthetic_transport,1000,47.87,10.14,0.05
TRANSPORT-PORT_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,27.47,index,valid,synthetic_transport,1000,63.93,4.36,0.05
TRANSPORT-PORT_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,37.77,index,valid,synthetic_transport,1000,62.39,3.17,0.05
TRANSPORT-PORT_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,78.3,index,valid,synthetic_transport,1000,48.85,2.12,0.05
TRANSPORT-PORT_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,80.85,index,valid,synthetic_transport,1000,52.79,8.91,0.05
TRANSPORT-PORT_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,61.51,index,valid,synthetic_transport,1000,73.68,10.68,0.05
TRANSPORT-PORT_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,40.38,index,valid,synthetic_transport,1000,62.0,6.02,0.05
TRANSPORT-PORT_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,30.71,index,valid,synthetic_transport,1000,65.15,6.98,0.05
TRANSPORT-PORT_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,56.79,index,valid,synthetic_transport,1000,39.6,6.6,0.05
TRANSPORT-PORT_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,29.12,index,valid,synthetic_transport,1000,57.11,10.48,0.05
TRANSPORT-PORT_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,46.86,index,valid,synthetic_transport,1000,56.16,3.26,0.05
TRANSPORT-PORT_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,47.25,index,valid,synthetic_transport,1000,50.8,4.26,0.05
TRANSPORT-PORT_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,82.69,index,valid,synthetic_transport,1000,53.47,11.9,0.05
TRANSPORT-PORT_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,23.97,index,valid,synthetic_transport,1000,54.77,5.95,0.05
TRANSPORT-PORT_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,54.72,index,valid,synthetic_transport,1000,48.13,4.06,0.05
TRANSPORT-PORT_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,55.47,index,valid,synthetic_transport,1000,45.17,5.03,0.05
TRANSPORT-PORT_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,55.43,index,valid,synthetic_transport,1000,67.21,5.78,0.05
TRANSPORT-PORT_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,35.84,index,valid,synthetic_transport,1000,67.96,5.93,0.05
TRANSPORT-PORT_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,51.74,index,valid,synthetic_transport,1000,65.39,6.24,0.05
TRANSPORT-PORT_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,46.69,index,valid,synthetic_transport,1000,65.51,9.93,0.05
TRANSPORT-PORT_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,83.19,index,valid,synthetic_transport,1000,31.19,4.08,0.05
TRANSPORT-PORT_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,25.06,index,valid,synthetic_transport,1000,38.71,5.23,0.05
TRANSPORT-PORT_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,53.15,index,valid,synthetic_transport,1000,27.96,9.05,0.05
TRANSPORT-PORT_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,81.0,index,valid,synthetic_transport,1000,36.06,2.21,0.05
TRANSPORT-PORT_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,68.18,index,valid,synthetic_transport,1000,28.29,5.47,0.05
TRANSPORT-PORT_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,74.4,index,valid,synthetic_transport,1000,31.01,3.6,0.05
TRANSPORT-PORT_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,79.15,index,valid,synthetic_transport,1000,51.28,10.26,0.05
TRANSPORT-PORT_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,22.97,index,valid,synthetic_transport,1000,35.19,9.73,0.05
TRANSPORT-PORT_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,60.18,index,valid,synthetic_transport,1000,26.88,7.37,0.05
TRANSPORT-PORT_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,66.38,index,valid,synthetic_transport,1000,39.21,8.2,0.05
TRANSPORT-PORT_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,46.88,index,valid,synthetic_transport,1000,51.04,14.06,0.05
TRANSPORT-PORT_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,26.96,index,valid,synthetic_transport,1000,32.79,7.78,0.05
TRANSPORT-PORT_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,67.39,index,valid,synthetic_transport,1000,42.26,8.96,0.05
TRANSPORT-PORT_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,43.65,index,valid,synthetic_transport,1000,39.98,6.75,0.05
TRANSPORT-PORT_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,69.89,index,valid,synthetic_transport,1000,41.76,11.23,0.05
TRANSPORT-PORT_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,17.04,index,valid,synthetic_transport,1000,71.57,9.72,0.05
TRANSPORT-PORT_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,17.41,index,valid,synthetic_transport,1000,56.63,11.83,0.05
TRANSPORT-PORT_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,66.79,index,valid,synthetic_transport,1000,63.92,11.4,0.05
TRANSPORT-PORT_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,56.92,index,valid,synthetic_transport,1000,59.54,8.91,0.05
TRANSPORT-PORT_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,21.15,index,valid,synthetic_transport,1000,63.1,10.1,0.05
TRANSPORT-PORT_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,58.32,index,valid,synthetic_transport,1000,69.79,8.33,0.05
TRANSPORT-PORT_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,61.35,index,valid,synthetic_transport,1000,68.85,10.5,0.05
TRANSPORT-PORT_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,69.04,index,valid,synthetic_transport,1000,59.04,9.7,0.05
TRANSPORT-PORT_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,77.71,index,valid,synthetic_transport,1000,26.37,8.55,0.05
TRANSPORT-PORT_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,39.54,index,valid,synthetic_transport,1000,62.38,10.87,0.05
TRANSPORT-PORT_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,53.31,index,valid,synthetic_transport,1000,44.25,5.52,0.05
TRANSPORT-PORT_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,68.55,index,valid,synthetic_transport,1000,74.04,9.07,0.05
TRANSPORT-PORT_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,57.54,index,valid,synthetic_transport,1000,26.05,7.64,0.05
TRANSPORT-PORT_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,25.77,index,valid,synthetic_transport,1000,28.83,7.27,0.05
TRANSPORT-PORT_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,40.85,index,valid,synthetic_transport,1000,26.44,2.21,0.05
TRANSPORT-PORT_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,50.46,index,valid,synthetic_transport,1000,44.85,9.72,0.05
TRANSPORT-PORT_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,77.35,index,valid,synthetic_transport,1000,39.52,14.45,0.05
TRANSPORT-PORT_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,33.98,index,valid,synthetic_transport,1000,47.11,5.38,0.05
TRANSPORT-PORT_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,22.67,index,valid,synthetic_transport,1000,60.45,8.46,0.05
TRANSPORT-PORT_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,55.29,index,valid,synthetic_transport,1000,36.81,14.06,0.05
TRANSPORT-PORT_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,76.36,index,valid,synthetic_transport,1000,69.72,13.72,0.05
TRANSPORT-PORT_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,31.33,index,valid,synthetic_transport,1000,27.01,12.61,0.05
TRANSPORT-PORT_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,75.87,index,valid,synthetic_transport,1000,44.11,4.1,0.05
TRANSPORT-PORT_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,36.78,index,valid,synthetic_transport,1000,65.6,10.14,0.05
TRANSPORT-PORT_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,80.3,index,valid,synthetic_transport,1000,26.87,5.1,0.05
TRANSPORT-PORT_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,46.66,index,valid,synthetic_transport,1000,71.32,5.78,0.05
TRANSPORT-PORT_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,84.22,index,valid,synthetic_transport,1000,69.43,8.5,0.05
TRANSPORT-PORT_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,25.77,index,valid,synthetic_transport,1000,46.76,14.31,0.05
TRANSPORT-PORT_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,78.56,index,valid,synthetic_transport,1000,55.21,14.29,0.05
TRANSPORT-PORT_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,54.86,index,valid,synthetic_transport,1000,47.13,3.87,0.05
TRANSPORT-PORT_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,71.29,index,valid,synthetic_transport,1000,27.56,4.9,0.05
TRANSPORT-PORT_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,67.62,index,valid,synthetic_transport,1000,72.59,4.15,0.05
TRANSPORT-PORT_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,50.57,index,valid,synthetic_transport,1000,27.4,5.0,0.05
TRANSPORT-PORT_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,23.39,index,valid,synthetic_transport,1000,44.1,13.45,0.05
TRANSPORT-PORT_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,30.31,index,valid,synthetic_transport,1000,63.11,8.4,0.05
TRANSPORT-PORT_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,65.64,index,valid,synthetic_transport,1000,38.15,2.12,0.05
TRANSPORT-PORT_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,22.19,index,valid,synthetic_transport,1000,41.32,14.79,0.05
TRANSPORT-PORT_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,57.03,index,valid,synthetic_transport,1000,73.84,10.08,0.05
TRANSPORT-PORT_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,64.09,index,valid,synthetic_transport,1000,56.67,12.76,0.05
TRANSPORT-PORT_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,71.14,index,valid,synthetic_transport,1000,68.38,5.51,0.05
TRANSPORT-PORT_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,19.09,index,valid,synthetic_transport,1000,56.09,9.97,0.05
