bgp_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,capacity_mbps,utilization_pct,latency_ms,packet_loss_pct
TRANSPORT-BGP_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,83.25,index,valid,synthetic_transport,1000,70.94,5.04,0.05
TRANSPORT-BGP_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,76.2,index,valid,synthetic_transport,1000,49.96,11.12,0.05
TRANSPORT-BGP_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,49.92,index,valid,synthetic_transport,1000,53.0,6.88,0.05
TRANSPORT-BGP_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,18.33,index,valid,synthetic_transport,1000,32.29,7.16,0.05
TRANSPORT-BGP_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,84.02,index,valid,synthetic_transport,1000,72.26,7.61,0.05
TRANSPORT-BGP_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,28.15,index,valid,synthetic_transport,1000,30.61,11.72,0.05
TRANSPORT-BGP_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,63.95,index,valid,synthetic_transport,1000,42.43,3.5,0.05
TRANSPORT-BGP_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,65.34,index,valid,synthetic_transport,1000,72.15,7.31,0.05
TRANSPORT-BGP_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,78.6,index,valid,synthetic_transport,1000,63.49,3.35,0.05
TRANSPORT-BGP_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,65.14,index,valid,synthetic_transport,1000,34.0,6.02,0.05
TRANSPORT-BGP_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,52.1,index,valid,synthetic_transport,1000,42.49,6.66,0.05
TRANSPORT-BGP_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,69.35,index,valid,synthetic_transport,1000,62.11,13.63,0.05
TRANSPORT-BGP_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,17.52,index,valid,synthetic_transport,1000,40.78,11.66,0.05
TRANSPORT-BGP_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,68.27,index,valid,synthetic_transport,1000,28.64,13.39,0.05
TRANSPORT-BGP_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,64.79,index,valid,synthetic_transport,1000,49.79,7.39,0.05
TRANSPORT-BGP_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,19.05,index,valid,synthetic_transport,1000,43.93,7.1,0.05
TRANSPORT-BGP_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,26.12,index,valid,synthetic_transport,1000,64.3,8.78,0.05
TRANSPORT-BGP_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,65.0,index,valid,synthetic_transport,1000,49.68,3.45,0.05
TRANSPORT-BGP_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,84.66,index,valid,synthetic_transport,1000,34.95,7.49,0.05
TRANSPORT-BGP_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,15.97,index,valid,synthetic_transport,1000,70.19,10.0,0.05
TRANSPORT-BGP_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,37.82,index,valid,synthetic_transport,1000,30.2,5.63,0.05
TRANSPORT-BGP_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,73.94,index,valid,synthetic_transport,1000,74.77,14.25,0.05
TRANSPORT-BGP_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,61.18,index,valid,synthetic_transport,1000,59.28,13.76,0.05
TRANSPORT-BGP_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,44.41,index,valid,synthetic_transport,1000,46.57,5.81,0.05
TRANSPORT-BGP_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,68.44,index,valid,synthetic_transport,1000,71.7,13.22,0.05
TRANSPORT-BGP_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,68.55,index,valid,synthetic_transport,1000,39.19,11.2,0.05
TRANSPORT-BGP_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,82.39,index,valid,synthetic_transport,1000,40.96,6.25,0.05
TRANSPORT-BGP_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,19.7,index,valid,synthetic_transport,1000,66.74,9.65,0.05
TRANSPORT-BGP_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,40.67,index,valid,synthetic_transport,1000,40.48,7.25,0.05
TRANSPORT-BGP_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,53.65,index,valid,synthetic_transport,1000,51.51,7.0,0.05
TRANSPORT-BGP_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,47.6,index,valid,synthetic_transport,1000,43.4,7.52,0.05
TRANSPORT-BGP_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,46.04,index,valid,synthetic_transport,1000,40.56,3.18,0.05
TRANSPORT-BGP_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,71.6,index,valid,synthetic_transport,1000,28.28,4.39,0.05
TRANSPORT-BGP_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,45.95,index,valid,synthetic_transport,1000,46.78,7.64,0.05
TRANSPORT-BGP_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,47.37,index,valid,synthetic_transport,1000,34.93,13.44,0.05
TRANSPORT-BGP_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,83.52,index,valid,synthetic_transport,1000,45.65,13.93,0.05
TRANSPORT-BGP_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,46.64,index,valid,synthetic_transport,1000,26.2,10.24,0.05
TRANSPORT-BGP_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,57.3,index,valid,synthetic_transport,1000,61.65,9.91,0.05
TRANSPORT-BGP_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,70.72,index,valid,synthetic_transport,1000,60.68,10.53,0.05
TRANSPORT-BGP_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,58.21,index,valid,synthetic_transport,1000,51.89,13.17,0.05
TRANSPORT-BGP_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,18.76,index,valid,synthetic_transport,1000,30.4,10.91,0.05
TRANSPORT-BGP_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,51.94,index,valid,synthetic_transport,1000,55.64,8.72,0.05
TRANSPORT-BGP_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,66.71,index,valid,synthetic_transport,1000,50.26,5.67,0.05
TRANSPORT-BGP_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,59.39,index,valid,synthetic_transport,1000,49.89,4.91,0.05
TRANSPORT-BGP_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,37.94,index,valid,synthetic_transport,1000,67.48,11.29,0.05
TRANSPORT-BGP_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,33.58,index,valid,synthetic_transport,1000,70.56,11.63,0.05
TRANSPORT-BGP_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,69.69,index,valid,synthetic_transport,1000,72.23,5.46,0.05
TRANSPORT-BGP_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,31.19,index,valid,synthetic_transport,1000,29.77,2.47,0.05
TRANSPORT-BGP_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,22.33,index,valid,synthetic_transport,1000,54.39,12.5,0.05
TRANSPORT-BGP_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,72.35,index,valid,synthetic_transport,1000,67.14,2.1,0.05
TRANSPORT-BGP_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,24.43,index,valid,synthetic_transport,1000,25.21,2.96,0.05
TRANSPORT-BGP_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,84.5,index,valid,synthetic_transport,1000,60.58,8.44,0.05
TRANSPORT-BGP_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,30.79,index,valid,synthetic_transport,1000,48.2,6.03,0.05
TRANSPORT-BGP_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,76.39,index,valid,synthetic_transport,1000,65.68,10.49,0.05
TRANSPORT-BGP_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,43.82,index,valid,synthetic_transport,1000,34.99,10.35,0.05
TRANSPORT-BGP_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,66.5,index,valid,synthetic_transport,1000,52.33,11.56,0.05
TRANSPORT-BGP_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,18.86,index,valid,synthetic_transport,1000,64.66,11.96,0.05
TRANSPORT-BGP_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,31.86,index,valid,synthetic_transport,1000,72.8,9.23,0.05
TRANSPORT-BGP_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,53.83,index,valid,synthetic_transport,1000,33.01,6.54,0.05
TRANSPORT-BGP_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,40.36,index,valid,synthetic_transport,1000,61.34,10.69,0.05
TRANSPORT-BGP_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,59.92,index,valid,synthetic_transport,1000,61.55,14.96,0.05
TRANSPORT-BGP_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,49.77,index,valid,synthetic_transport,1000,72.03,11.28,0.05
TRANSPORT-BGP_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,83.96,index,valid,synthetic_transport,1000,44.93,14.97,0.05
TRANSPORT-BGP_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,43.32,index,valid,synthetic_transport,1000,29.92,7.45,0.05
TRANSPORT-BGP_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,76.96,index,valid,synthetic_transport,1000,47.74,12.18,0.05
TRANSPORT-BGP_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,28.54,index,valid,synthetic_transport,1000,32.94,7.19,0.05
TRANSPORT-BGP_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,46.68,index,valid,synthetic_transport,1000,61.26,14.51,0.05
TRANSPORT-BGP_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,31.78,index,valid,synthetic_transport,1000,62.1,11.96,0.05
TRANSPORT-BGP_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,64.18,index,valid,synthetic_transport,1000,45.95,12.62,0.05
TRANSPORT-BGP_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,61.75,index,valid,synthetic_transport,1000,26.15,14.1,0.05
TRANSPORT-BGP_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,29.56,index,valid,synthetic_transport,1000,32.78,11.93,0.05
TRANSPORT-BGP_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,60.15,index,valid,synthetic_transport,1000,71.15,2.75,0.05
TRANSPORT-BGP_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,83.88,index,valid,synthetic_transport,1000,47.94,3.29,0.05
TRANSPORT-BGP_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,54.72,index,valid,synthetic_transport,1000,70.46,14.49,0.05
TRANSPORT-BGP_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,58.85,index,valid,synthetic_transport,1000,37.47,13.65,0.05
TRANSPORT-BGP_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,50.31,index,valid,synthetic_transport,1000,41.04,5.22,0.05
TRANSPORT-BGP_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,79.81,index,valid,synthetic_transport,1000,49.83,13.81,0.05
TRANSPORT-BGP_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,60.18,index,valid,synthetic_transport,1000,68.49,4.09,0.05
TRANSPORT-BGP_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,49.01,index,valid,synthetic_transport,1000,60.62,10.57,0.05
TRANSPORT-BGP_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,41.85,index,valid,synthetic_transport,1000,57.4,6.34,0.05
TRANSPORT-BGP_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,49.37,index,valid,synthetic_transport,1000,25.26,10.15,0.05
TRANSPORT-BGP_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,48.59,index,valid,synthetic_transport,1000,42.97,8.49,0.05
TRANSPORT-BGP_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,25.67,index,valid,synthetic_transport,1000,62.34,12.47,0.05
TRANSPORT-BGP_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,59.77,index,valid,synthetic_transport,1000,43.63,5.62,0.05
TRANSPORT-BGP_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,79.79,index,valid,synthetic_transport,1000,55.25,8.2,0.05
TRANSPORT-BGP_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,58.07,index,valid,synthetic_transport,1000,25.91,2.19,0.05
TRANSPORT-BGP_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,48.66,index,valid,synthetic_transport,1000,30.02,12.71,0.05
TRANSPORT-BGP_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,59.08,index,valid,synthetic_transport,1000,50.82,7.61,0.05
TRANSPORT-BGP_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,77.26,index,valid,synthetic_transport,1000,44.43,12.83,0.05
TRANSPORT-BGP_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,30.38,index,valid,synthetic_transport,1000,68.65,7.42,0.05
TRANSPORT-BGP_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,21.39,index,valid,synthetic_transport,1000,68.45,7.93,0.05
TRANSPORT-BGP_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,52.59,index,valid,synthetic_transport,1000,69.83,11.17,0.05
TRANSPORT-BGP_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,84.06,index,valid,synthetic_transport,1000,54.36,7.98,0.05
TRANSPORT-BGP_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,32.49,index,valid,synthetic_transport,1000,45.67,6.36,0.05
TRANSPORT-BGP_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,25.34,index,valid,synthetic_transport,1000,54.85,10.99,0.05
TRANSPORT-BGP_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,76.51,index,valid,synthetic_transport,1000,69.04,6.64,0.05
TRANSPORT-BGP_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,46.15,index,valid,synthetic_transport,1000,47.5,5.59,0.05
TRANSPORT-BGP_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,61.1,index,valid,synthetic_transport,1000,71.03,7.84,0.05
TRANSPORT-BGP_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,43.78,index,valid,synthetic_transport,1000,49.56,13.85,0.05
TRANSPORT-BGP_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,47.4,index,valid,synthetic_transport,1000,38.15,10.66,0.05
TRANSPORT-BGP_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,83.17,index,valid,synthetic_transport,1000,60.92,7.29,0.05
TRANSPORT-BGP_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,22.86,index,valid,synthetic_transport,1000,46.92,10.74,0.05
TRANSPORT-BGP_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,62.29,index,valid,synthetic_transport,1000,64.7,10.13,0.05
TRANSPORT-BGP_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,35.32,index,valid,synthetic_transport,1000,45.44,4.23,0.05
TRANSPORT-BGP_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,42.34,index,valid,synthetic_transport,1000,25.62,2.22,0.05
TRANSPORT-BGP_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,73.92,index,valid,synthetic_transport,1000,35.8,13.04,0.05
TRANSPORT-BGP_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,79.64,index,valid,synthetic_transport,1000,60.47,13.77,0.05
TRANSPORT-BGP_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,61.44,index,valid,synthetic_transport,1000,38.61,7.01,0.05
TRANSPORT-BGP_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,65.38,index,valid,synthetic_transport,1000,64.3,14.83,0.05
TRANSPORT-BGP_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,18.29,index,valid,synthetic_transport,1000,63.16,2.87,0.05
TRANSPORT-BGP_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,21.66,index,valid,synthetic_transport,1000,30.65,5.37,0.05
TRANSPORT-BGP_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,61.29,index,valid,synthetic_transport,1000,29.65,2.24,0.05
TRANSPORT-BGP_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,42.31,index,valid,synthetic_transport,1000,60.86,6.74,0.05
TRANSPORT-BGP_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,48.2,index,valid,synthetic_transport,1000,74.87,2.01,0.05
TRANSPORT-BGP_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,51.91,index,valid,synthetic_transport,1000,59.93,3.52,0.05
TRANSPORT-BGP_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,63.16,index,valid,synthetic_transport,1000,55.0,10.09,0.05
TRANSPORT-BGP_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,31.43,index,valid,synthetic_transport,1000,60.69,10.72,0.05
TRANSPORT-BGP_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,83.05,index,valid,synthetic_transport,1000,34.18,11.93,0.05
TRANSPORT-BGP_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,63.65,index,valid,synthetic_transport,1000,40.06,7.35,0.05
TRANSPORT-BGP_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,54.84,index,valid,synthetic_transport,1000,25.93,3.29,0.05
TRANSPORT-BGP_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,58.99,index,valid,synthetic_transport,1000,45.41,10.54,0.05
TRANSPORT-BGP_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,37.94,index,valid,synthetic_transport,1000,60.62,12.35,0.05
TRANSPORT-BGP_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,38.21,index,valid,synthetic_transport,1000,44.27,13.88,0.05
TRANSPORT-BGP_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,78.83,index,valid,synthetic_transport,1000,74.99,9.75,0.05
TRANSPORT-BGP_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,47.33,index,valid,synthetic_transport,1000,74.85,2.34,0.05
TRANSPORT-BGP_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,48.97,index,valid,synthetic_transport,1000,26.54,10.79,0.05
TRANSPORT-BGP_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,56.06,index,valid,synthetic_transport,1000,56.82,14.17,0.05
TRANSPORT-BGP_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,26.17,index,valid,synthetic_transport,1000,40.38,3.04,0.05
TRANSPORT-BGP_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,63.26,index,valid,synthetic_transport,1000,63.64,13.53,0.05
