link_id,from_station_id,to_station_id,province_code,date_hour,capacity_mbps,utilization_pct,latency_ms,packet_loss_pct,availability_pct,link_type,vendor,status
LINK04,ST0202,ST0301,SLA,2026-08-19-17,1000,52.2,3.33,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-17,1000,27.97,2.13,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-17,1000,52.67,3.19,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-17,1000,62.43,6.38,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-17,1000,32.95,6.17,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-17,1000,48.4,8.39,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-17,1000,27.53,9.98,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-17,1000,63.84,3.03,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-17,1000,44.72,8.32,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-18,1000,36.61,4.98,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-18,1000,57.05,6.98,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-18,1000,52.08,7.5,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-18,1000,61.5,5.18,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-18,1000,47.32,7.5,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-18,1000,62.99,7.52,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-18,1000,45.62,4.35,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-18,1000,62.3,4.91,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-18,1000,61.59,8.17,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-18,1000,37.95,9.85,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-18,1000,27.66,9.5,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-18,1000,46.08,4.75,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-19,1000,59.38,4.99,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-19,1000,54.34,2.64,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-19,1000,34.85,8.48,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-19,1000,50.01,9.88,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-19,1000,63.75,6.09,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-19,1000,58.81,2.37,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-19,1000,48.87,3.53,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-19,1000,42.78,6.57,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-19,1000,31.29,4.05,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-19,1000,47.26,4.64,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-19,1000,29.84,2.16,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-19,1000,41.91,4.82,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-20,1000,62.06,9.88,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-20,1000,61.68,4.67,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-20,1000,50.71,4.43,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-20,1000,63.09,3.01,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-19-20,1000,26.93,3.41,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-20,1000,47.14,9.15,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-20,1000,62.33,7.95,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-20,1000,29.59,9.08,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-20,1000,46.85,4.04,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-20,1000,32.31,9.24,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-20,1000,47.05,3.58,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-20,1000,42.23,3.17,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-21,1000,47.89,7.66,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-21,1000,26.11,4.7,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-21,1000,54.21,7.88,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-21,1000,55.58,34.23,2.5,95,fiber,zte,degraded
LINK05,ST0301,ST0302,CMU,2026-08-19-21,1000,62.78,3.83,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-21,1000,35.62,8.29,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-21,1000,50.66,5.29,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-21,1000,40.81,5.66,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-21,1000,28.76,3.64,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-21,1000,51.03,7.18,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-21,1000,27.87,9.51,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-21,1000,40.81,6.99,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-22,1000,41.41,8.72,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-22,1000,39.67,9.52,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-22,1000,29.31,8.64,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-22,1000,25.79,39.99,2.5,95,fiber,zte,degraded
LINK05,ST0301,ST0302,CMU,2026-08-19-22,1000,33.22,4.28,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-22,1000,62.73,9.19,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-22,1000,27.43,3.22,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-22,1000,58.72,6.13,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-22,1000,60.01,8.74,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-22,1000,42.39,4.59,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-22,1000,31.56,4.15,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-22,1000,53.78,8.9,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-19-23,1000,38.48,2.9,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-19-23,1000,53.79,8.48,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-19-23,1000,45.23,2.32,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-19-23,1000,32.31,39.96,2.5,95,fiber,zte,degraded
LINK05,ST0301,ST0302,CMU,2026-08-19-23,1000,46.4,3.83,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-19-23,1000,42.38,7.39,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-19-23,1000,37.72,3.02,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-19-23,1000,64.93,3.97,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-19-23,1000,31.47,9.58,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-19-23,1000,37.22,7.91,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-19-23,1000,26.65,7.92,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-19-23,1000,26.31,2.53,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-00,1000,25.78,7.85,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-00,1000,38.61,8.06,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-00,1000,51.54,5.15,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-00,1000,42.13,6.53,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-00,1000,41.38,4.48,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-00,1000,40.69,8.63,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-00,1000,37.86,7.23,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-00,1000,34.61,3.46,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-00,1000,44.37,6.0,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-00,1000,53.87,9.87,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-00,1000,60.13,3.98,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-00,1000,59.95,6.25,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-01,1000,58.99,8.9,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-01,1000,47.44,5.34,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-01,1000,61.76,6.52,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-01,1000,43.39,9.91,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-01,1000,50.23,8.86,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-01,1000,33.13,7.81,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-01,1000,50.82,3.3,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-01,1000,59.26,7.44,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-01,1000,35.89,6.39,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-01,1000,54.85,3.56,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-01,1000,35.8,9.06,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-01,1000,57.03,5.32,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-02,1000,27.42,4.02,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-02,1000,58.22,3.29,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-02,1000,54.1,5.67,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-02,1000,49.8,7.59,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-02,1000,34.88,9.13,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-02,1000,39.76,8.88,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-02,1000,62.59,4.05,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-02,1000,29.37,3.13,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-02,1000,49.94,5.07,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-02,1000,50.15,5.89,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-02,1000,61.08,6.11,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-02,1000,57.35,7.49,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-03,1000,30.05,6.29,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-03,1000,37.14,8.79,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-03,1000,27.65,7.2,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-03,1000,36.64,6.55,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-03,1000,47.14,8.72,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-03,1000,57.52,7.2,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-03,1000,57.23,2.29,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-03,1000,58.09,8.25,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-03,1000,60.77,4.64,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-03,1000,55.12,5.23,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-03,1000,51.04,8.15,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-03,1000,33.09,8.61,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-04,1000,38.35,6.93,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-04,1000,29.7,8.65,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-04,1000,40.19,7.75,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-04,1000,44.88,6.74,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-04,1000,60.01,3.79,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-04,1000,31.91,3.06,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-04,1000,26.22,8.15,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-04,1000,62.63,2.8,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-04,1000,53.1,9.54,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-04,1000,29.24,5.69,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-04,1000,51.3,7.27,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-04,1000,25.01,5.22,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-05,1000,28.33,7.11,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-05,1000,25.77,6.18,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-05,1000,52.82,4.87,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-05,1000,34.24,4.07,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-05,1000,43.25,3.95,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-05,1000,31.35,7.74,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-05,1000,62.26,9.58,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-05,1000,29.41,7.12,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-05,1000,31.9,4.94,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-05,1000,40.23,5.04,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-05,1000,49.37,4.69,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-05,1000,63.22,7.7,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-06,1000,40.43,5.38,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-06,1000,47.61,4.8,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-06,1000,60.27,6.29,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-06,1000,53.14,9.91,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-06,1000,51.53,3.25,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-06,1000,27.09,8.96,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-06,1000,54.79,6.11,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-06,1000,64.95,8.04,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-06,1000,51.39,9.14,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-06,1000,61.38,9.55,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-06,1000,36.79,2.5,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-06,1000,42.07,5.68,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-07,1000,52.32,6.39,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-07,1000,40.51,9.62,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-07,1000,55.27,6.11,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-07,1000,52.8,8.54,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-07,1000,36.9,5.2,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-07,1000,30.6,5.01,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-07,1000,49.87,9.94,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-07,1000,35.11,7.31,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-07,1000,62.52,7.42,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-07,1000,34.35,8.58,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-07,1000,57.93,2.54,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-07,1000,45.58,9.77,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-08,1000,33.36,2.93,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-08,1000,39.38,7.97,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-08,1000,27.27,9.03,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-08,1000,56.3,2.32,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-08,1000,59.69,8.6,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-08,1000,47.94,8.47,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-08,1000,35.78,9.12,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-08,1000,42.84,8.66,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-08,1000,63.12,6.83,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-08,1000,33.16,8.06,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-08,1000,37.53,8.53,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-08,1000,34.46,7.52,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-09,1000,45.17,6.74,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-09,1000,35.15,8.3,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-09,1000,47.81,6.93,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-09,1000,62.38,6.19,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-09,1000,31.9,7.42,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-09,1000,62.0,6.94,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-09,1000,58.68,2.09,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-09,1000,37.7,7.27,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-09,1000,29.35,3.57,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-09,1000,28.34,9.91,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-09,1000,44.18,3.72,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-09,1000,55.51,2.51,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-10,1000,28.16,4.75,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-10,1000,63.16,8.7,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-10,1000,25.2,6.31,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-10,1000,64.2,3.05,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-10,1000,52.68,6.83,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-10,1000,29.89,6.98,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-10,1000,33.73,5.32,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-10,1000,32.97,2.38,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-10,1000,34.36,4.17,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-10,1000,35.15,7.07,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-10,1000,38.81,2.32,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-10,1000,55.12,2.79,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-11,1000,30.08,9.09,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-11,1000,44.13,2.7,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-11,1000,30.4,4.94,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-11,1000,30.13,2.72,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-11,1000,37.91,5.73,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-11,1000,62.85,5.89,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-11,1000,28.22,7.45,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-11,1000,64.03,4.22,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-11,1000,31.76,2.29,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-11,1000,56.63,9.62,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-11,1000,59.87,4.72,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-11,1000,51.13,6.48,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-12,1000,42.15,6.31,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-12,1000,31.02,5.14,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-12,1000,47.98,5.22,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-12,1000,51.38,7.04,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-12,1000,38.85,4.06,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-12,1000,64.59,4.72,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-12,1000,57.35,4.83,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-12,1000,47.81,2.22,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-12,1000,61.18,2.89,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-12,1000,42.31,7.62,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-12,1000,31.34,6.96,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-12,1000,45.44,4.72,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-13,1000,56.15,3.26,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-13,1000,45.46,5.22,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-13,1000,56.23,5.92,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-13,1000,46.6,3.06,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-13,1000,32.93,3.39,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-13,1000,27.33,5.59,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-13,1000,47.37,8.86,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-13,1000,42.69,6.44,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-13,1000,28.16,9.86,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-13,1000,32.67,4.73,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-13,1000,42.03,5.18,0.05,99.9,fiber,zte,up
