mpls_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,capacity_mbps,utilization_pct,latency_ms,packet_loss_pct
TRANSPORT-MPLS_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,24.62,index,valid,synthetic_transport,1000,63.08,10.72,0.05
TRANSPORT-MPLS_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,72.41,index,valid,synthetic_transport,1000,48.49,14.18,0.05
TRANSPORT-MPLS_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,76.05,index,valid,synthetic_transport,1000,71.6,6.46,0.05
TRANSPORT-MPLS_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,33.02,index,valid,synthetic_transport,1000,72.25,9.88,0.05
TRANSPORT-MPLS_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,18.41,index,valid,synthetic_transport,1000,64.38,14.22,0.05
TRANSPORT-MPLS_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,78.71,index,valid,synthetic_transport,1000,35.6,9.8,0.05
TRANSPORT-MPLS_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,22.95,index,valid,synthetic_transport,1000,71.75,4.05,0.05
TRANSPORT-MPLS_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,35.21,index,valid,synthetic_transport,1000,27.55,7.92,0.05
TRANSPORT-MPLS_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,84.23,index,valid,synthetic_transport,1000,34.12,13.66,0.05
TRANSPORT-MPLS_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,28.79,index,valid,synthetic_transport,1000,35.82,10.26,0.05
TRANSPORT-MPLS_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,24.6,index,valid,synthetic_transport,1000,45.46,4.09,0.05
TRANSPORT-MPLS_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,74.75,index,valid,synthetic_transport,1000,45.86,12.88,0.05
TRANSPORT-MPLS_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,76.62,index,valid,synthetic_transport,1000,59.94,8.25,0.05
TRANSPORT-MPLS_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,68.73,index,valid,synthetic_transport,1000,48.27,5.47,0.05
TRANSPORT-MPLS_HOURLY-04-27,ST0501,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,77.7,index,valid,synthetic_transport,1000,49.23,12.45,0.05
TRANSPORT-MPLS_HOURLY-04-28,ST0501,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,57.86,index,valid,synthetic_transport,1000,32.39,9.46,0.05
TRANSPORT-MPLS_HOURLY-04-29,ST0501,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,48.11,index,valid,synthetic_transport,1000,55.66,3.45,0.05
TRANSPORT-MPLS_HOURLY-04-30,ST0501,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,62.8,index,valid,synthetic_transport,1000,54.87,10.39,0.05
TRANSPORT-MPLS_HOURLY-04-31,ST0501,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,80.4,index,valid,synthetic_transport,1000,73.96,7.46,0.05
TRANSPORT-MPLS_HOURLY-04-32,ST0501,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,20.7,index,valid,synthetic_transport,1000,33.69,10.33,0.05
TRANSPORT-MPLS_HOURLY-04-33,ST0501,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,79.61,index,valid,synthetic_transport,1000,54.95,13.66,0.05
TRANSPORT-MPLS_HOURLY-04-34,ST0501,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,21.45,index,valid,synthetic_transport,1000,28.7,7.31,0.05
TRANSPORT-MPLS_HOURLY-04-35,ST0501,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,40.38,index,valid,synthetic_transport,1000,61.8,7.35,0.05
TRANSPORT-MPLS_HOURLY-04-36,ST0501,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,35.45,index,valid,synthetic_transport,1000,39.78,10.03,0.05
TRANSPORT-MPLS_HOURLY-04-37,ST0501,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,22.65,index,valid,synthetic_transport,1000,40.23,4.43,0.05
TRANSPORT-MPLS_HOURLY-04-38,ST0501,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,51.79,index,valid,synthetic_transport,1000,61.1,2.02,0.05
TRANSPORT-MPLS_HOURLY-04-39,ST0501,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,74.14,index,valid,synthetic_transport,1000,41.64,6.02,0.05
TRANSPORT-MPLS_HOURLY-04-40,ST0501,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,22.78,index,valid,synthetic_transport,1000,55.14,4.08,0.05
TRANSPORT-MPLS_HOURLY-04-41,ST0501,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,40.82,index,valid,synthetic_transport,1000,32.63,11.42,0.05
TRANSPORT-MPLS_HOURLY-04-42,ST0501,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,28.41,index,valid,synthetic_transport,1000,56.12,11.6,0.05
TRANSPORT-MPLS_HOURLY-04-43,ST0501,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,77.86,index,valid,synthetic_transport,1000,58.13,11.2,0.05
TRANSPORT-MPLS_HOURLY-04-44,ST0501,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,30.4,index,valid,synthetic_transport,1000,67.25,5.06,0.05
TRANSPORT-MPLS_HOURLY-04-45,ST0501,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,61.38,index,valid,synthetic_transport,1000,70.22,2.56,0.05
TRANSPORT-MPLS_HOURLY-04-46,ST0501,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,44.95,index,valid,synthetic_transport,1000,31.29,5.98,0.05
TRANSPORT-MPLS_HOURLY-04-47,ST0501,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,24.64,index,valid,synthetic_transport,1000,59.43,14.04,0.05
TRANSPORT-MPLS_HOURLY-04-48,ST0501,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,17.13,index,valid,synthetic_transport,1000,45.54,8.35,0.05
TRANSPORT-MPLS_HOURLY-04-49,ST0501,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,68.77,index,valid,synthetic_transport,1000,65.2,4.18,0.05
TRANSPORT-MPLS_HOURLY-04-50,ST0501,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,39.77,index,valid,synthetic_transport,1000,49.15,3.41,0.05
TRANSPORT-MPLS_HOURLY-04-51,ST0501,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,15.19,index,valid,synthetic_transport,1000,52.09,11.73,0.05
TRANSPORT-MPLS_HOURLY-04-52,ST0501,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,28.64,index,valid,synthetic_transport,1000,57.6,6.32,0.05
TRANSPORT-MPLS_HOURLY-04-53,ST0501,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,35.9,index,valid,synthetic_transport,1000,45.47,5.59,0.05
TRANSPORT-MPLS_HOURLY-04-54,ST0501,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,38.56,index,valid,synthetic_transport,1000,72.93,14.38,0.05
TRANSPORT-MPLS_HOURLY-04-55,ST0501,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,44.91,index,valid,synthetic_transport,1000,41.55,9.85,0.05
TRANSPORT-MPLS_HOURLY-04-56,ST0501,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,72.14,index,valid,synthetic_transport,1000,71.92,2.97,0.05
TRANSPORT-MPLS_HOURLY-04-57,ST0501,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,18.17,index,valid,synthetic_transport,1000,60.07,9.42,0.05
TRANSPORT-MPLS_HOURLY-04-58,ST0501,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,24.73,index,valid,synthetic_transport,1000,68.64,14.69,0.05
TRANSPORT-MPLS_HOURLY-04-59,ST0501,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,36.48,index,valid,synthetic_transport,1000,25.53,2.96,0.05
TRANSPORT-MPLS_HOURLY-04-60,ST0501,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,26.6,index,valid,synthetic_transport,1000,60.41,12.59,0.05
TRANSPORT-MPLS_HOURLY-04-61,ST0501,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,46.89,index,valid,synthetic_transport,1000,31.99,11.59,0.05
TRANSPORT-MPLS_HOURLY-04-62,ST0501,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,34.95,index,valid,synthetic_transport,1000,43.11,13.81,0.05
TRANSPORT-MPLS_HOURLY-04-63,ST0501,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,35.94,index,valid,synthetic_transport,1000,49.54,8.13,0.05
TRANSPORT-MPLS_HOURLY-04-64,ST0501,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,26.51,index,valid,synthetic_transport,1000,61.86,2.13,0.05
TRANSPORT-MPLS_HOURLY-04-65,ST0501,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,42.97,index,valid,synthetic_transport,1000,26.49,3.16,0.05
TRANSPORT-MPLS_HOURLY-04-66,ST0501,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,53.12,index,valid,synthetic_transport,1000,69.86,4.79,0.05
TRANSPORT-MPLS_HOURLY-04-67,ST0501,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,55.45,index,valid,synthetic_transport,1000,26.15,5.93,0.05
TRANSPORT-MPLS_HOURLY-04-68,ST0501,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,64.64,index,valid,synthetic_transport,1000,68.11,5.63,0.05
TRANSPORT-MPLS_HOURLY-04-69,ST0501,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,59.99,index,valid,synthetic_transport,1000,62.09,11.9,0.05
TRANSPORT-MPLS_HOURLY-04-70,ST0501,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,68.32,index,valid,synthetic_transport,1000,33.66,7.64,0.05
TRANSPORT-MPLS_HOURLY-04-71,ST0501,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,46.74,index,valid,synthetic_transport,1000,52.26,9.53,0.05
TRANSPORT-MPLS_HOURLY-05-00,ST0601,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,82.88,index,valid,synthetic_transport,1000,27.95,14.54,0.05
TRANSPORT-MPLS_HOURLY-05-01,ST0601,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,47.09,index,valid,synthetic_transport,1000,38.08,7.95,0.05
TRANSPORT-MPLS_HOURLY-05-02,ST0601,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,42.47,index,valid,synthetic_transport,1000,53.65,9.58,0.05
TRANSPORT-MPLS_HOURLY-05-03,ST0601,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,66.8,index,valid,synthetic_transport,1000,72.52,14.38,0.05
TRANSPORT-MPLS_HOURLY-05-04,ST0601,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,24.98,index,valid,synthetic_transport,1000,58.35,2.07,0.05
TRANSPORT-MPLS_HOURLY-05-05,ST0601,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,42.03,index,valid,synthetic_transport,1000,63.78,3.02,0.05
TRANSPORT-MPLS_HOURLY-05-06,ST0601,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,42.67,index,valid,synthetic_transport,1000,46.73,3.24,0.05
TRANSPORT-MPLS_HOURLY-05-07,ST0601,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,73.08,index,valid,synthetic_transport,1000,40.48,14.97,0.05
TRANSPORT-MPLS_HOURLY-05-08,ST0601,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,43.61,index,valid,synthetic_transport,1000,26.85,11.97,0.05
TRANSPORT-MPLS_HOURLY-05-09,ST0601,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,36.92,index,valid,synthetic_transport,1000,25.21,14.2,0.05
TRANSPORT-MPLS_HOURLY-05-10,ST0601,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,61.57,index,valid,synthetic_transport,1000,54.78,4.2,0.05
TRANSPORT-MPLS_HOURLY-05-11,ST0601,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,75.77,index,valid,synthetic_transport,1000,71.25,2.12,0.05
TRANSPORT-MPLS_HOURLY-05-12,ST0601,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,78.98,index,valid,synthetic_transport,1000,62.21,8.23,0.05
TRANSPORT-MPLS_HOURLY-05-13,ST0601,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,41.0,index,valid,synthetic_transport,1000,32.75,2.81,0.05
TRANSPORT-MPLS_HOURLY-05-14,ST0601,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,41.97,index,valid,synthetic_transport,1000,69.89,9.43,0.05
TRANSPORT-MPLS_HOURLY-05-15,ST0601,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,17.7,index,valid,synthetic_transport,1000,70.76,3.13,0.05
TRANSPORT-MPLS_HOURLY-05-16,ST0601,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,41.55,index,valid,synthetic_transport,1000,30.85,13.5,0.05
TRANSPORT-MPLS_HOURLY-05-17,ST0601,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,74.6,index,valid,synthetic_transport,1000,54.84,11.01,0.05
TRANSPORT-MPLS_HOURLY-05-18,ST0601,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,35.06,index,valid,synthetic_transport,1000,27.49,9.74,0.05
TRANSPORT-MPLS_HOURLY-05-19,ST0601,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,73.41,index,valid,synthetic_transport,1000,73.11,6.44,0.05
TRANSPORT-MPLS_HOURLY-05-20,ST0601,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,31.55,index,valid,synthetic_transport,1000,60.21,8.91,0.05
TRANSPORT-MPLS_HOURLY-05-21,ST0601,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,63.97,index,valid,synthetic_transport,1000,64.8,6.55,0.05
TRANSPORT-MPLS_HOURLY-05-22,ST0601,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,17.63,index,valid,synthetic_transport,1000,25.53,9.32,0.05
TRANSPORT-MPLS_HOURLY-05-23,ST0601,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,26.76,index,valid,synthetic_transport,1000,74.45,5.51,0.05
TRANSPORT-MPLS_HOURLY-05-24,ST0601,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,26.96,index,valid,synthetic_transport,1000,44.84,10.59,0.05
TRANSPORT-MPLS_HOURLY-05-25,ST0601,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,72.56,index,valid,synthetic_transport,1000,32.14,5.55,0.05
TRANSPORT-MPLS_HOURLY-05-26,ST0601,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,33.81,index,valid,synthetic_transport,1000,30.12,14.82,0.05
TRANSPORT-MPLS_HOURLY-05-27,ST0601,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,78.3,index,valid,synthetic_transport,1000,46.85,10.47,0.05
TRANSPORT-MPLS_HOURLY-05-28,ST0601,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,56.61,index,valid,synthetic_transport,1000,70.84,7.95,0.05
TRANSPORT-MPLS_HOURLY-05-29,ST0601,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,24.44,index,valid,synthetic_transport,1000,26.48,14.86,0.05
TRANSPORT-MPLS_HOURLY-05-30,ST0601,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,16.29,index,valid,synthetic_transport,1000,45.19,4.72,0.05
TRANSPORT-MPLS_HOURLY-05-31,ST0601,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,53.46,index,valid,synthetic_transport,1000,45.01,14.22,0.05
TRANSPORT-MPLS_HOURLY-05-32,ST0601,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,32.63,index,valid,synthetic_transport,1000,50.8,4.38,0.05
TRANSPORT-MPLS_HOURLY-05-33,ST0601,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,45.63,index,valid,synthetic_transport,1000,62.86,11.91,0.05
TRANSPORT-MPLS_HOURLY-05-34,ST0601,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,74.28,index,valid,synthetic_transport,1000,38.09,5.41,0.05
TRANSPORT-MPLS_HOURLY-05-35,ST0601,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,52.3,index,valid,synthetic_transport,1000,68.49,13.61,0.05
TRANSPORT-MPLS_HOURLY-05-36,ST0601,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,18.12,index,valid,synthetic_transport,1000,54.94,8.85,0.05
TRANSPORT-MPLS_HOURLY-05-37,ST0601,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,52.88,index,valid,synthetic_transport,1000,32.95,7.86,0.05
TRANSPORT-MPLS_HOURLY-05-38,ST0601,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,70.99,index,valid,synthetic_transport,1000,57.56,4.96,0.05
TRANSPORT-MPLS_HOURLY-05-39,ST0601,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,84.99,index,valid,synthetic_transport,1000,53.65,2.25,0.05
TRANSPORT-MPLS_HOURLY-05-40,ST0601,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,38.05,index,valid,synthetic_transport,1000,54.03,5.82,0.05
TRANSPORT-MPLS_HOURLY-05-41,ST0601,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,20.63,index,valid,synthetic_transport,1000,62.3,9.69,0.05
TRANSPORT-MPLS_HOURLY-05-42,ST0601,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,27.61,index,valid,synthetic_transport,1000,38.15,2.14,0.05
TRANSPORT-MPLS_HOURLY-05-43,ST0601,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,51.5,index,valid,synthetic_transport,1000,72.8,6.31,0.05
TRANSPORT-MPLS_HOURLY-05-44,ST0601,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,69.83,index,valid,synthetic_transport,1000,74.45,13.17,0.05
TRANSPORT-MPLS_HOURLY-05-45,ST0601,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,53.98,index,valid,synthetic_transport,1000,35.61,5.27,0.05
TRANSPORT-MPLS_HOURLY-05-46,ST0601,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,75.35,index,valid,synthetic_transport,1000,57.72,9.98,0.05
TRANSPORT-MPLS_HOURLY-05-47,ST0601,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,79.35,index,valid,synthetic_transport,1000,43.03,7.36,0.05
TRANSPORT-MPLS_HOURLY-05-48,ST0601,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,26.19,index,valid,synthetic_transport,1000,36.25,3.19,0.05
TRANSPORT-MPLS_HOURLY-05-49,ST0601,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,80.46,index,valid,synthetic_transport,1000,42.09,4.16,0.05
TRANSPORT-MPLS_HOURLY-05-50,ST0601,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,18.25,index,valid,synthetic_transport,1000,58.03,6.11,0.05
TRANSPORT-MPLS_HOURLY-05-51,ST0601,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,69.17,index,valid,synthetic_transport,1000,50.44,4.56,0.05
TRANSPORT-MPLS_HOURLY-05-52,ST0601,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,40.93,index,valid,synthetic_transport,1000,37.55,13.87,0.05
TRANSPORT-MPLS_HOURLY-05-53,ST0601,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,75.73,index,valid,synthetic_transport,1000,44.34,7.55,0.05
TRANSPORT-MPLS_HOURLY-05-54,ST0601,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,67.83,index,valid,synthetic_transport,1000,35.59,6.6,0.05
TRANSPORT-MPLS_HOURLY-05-55,ST0601,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,16.4,index,valid,synthetic_transport,1000,67.88,2.14,0.05
TRANSPORT-MPLS_HOURLY-05-56,ST0601,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,44.62,index,valid,synthetic_transport,1000,45.29,6.55,0.05
TRANSPORT-MPLS_HOURLY-05-57,ST0601,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,59.18,index,valid,synthetic_transport,1000,72.56,13.85,0.05
TRANSPORT-MPLS_HOURLY-05-58,ST0601,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,67.47,index,valid,synthetic_transport,1000,51.26,3.23,0.05
TRANSPORT-MPLS_HOURLY-05-59,ST0601,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,66.58,index,valid,synthetic_transport,1000,50.58,8.44,0.05
TRANSPORT-MPLS_HOURLY-05-60,ST0601,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,84.38,index,valid,synthetic_transport,1000,56.71,6.28,0.05
TRANSPORT-MPLS_HOURLY-05-61,ST0601,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,50.29,index,valid,synthetic_transport,1000,50.29,7.45,0.05
TRANSPORT-MPLS_HOURLY-05-62,ST0601,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,18.72,index,valid,synthetic_transport,1000,51.57,5.74,0.05
TRANSPORT-MPLS_HOURLY-05-63,ST0601,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,80.57,index,valid,synthetic_transport,1000,51.36,7.11,0.05
TRANSPORT-MPLS_HOURLY-05-64,ST0601,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,44.88,index,valid,synthetic_transport,1000,68.38,11.4,0.05
TRANSPORT-MPLS_HOURLY-05-65,ST0601,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,38.06,index,valid,synthetic_transport,1000,62.6,5.42,0.05
TRANSPORT-MPLS_HOURLY-05-66,ST0601,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,33.8,index,valid,synthetic_transport,1000,32.12,4.17,0.05
TRANSPORT-MPLS_HOURLY-05-67,ST0601,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,38.0,index,valid,synthetic_transport,1000,69.0,11.64,0.05
TRANSPORT-MPLS_HOURLY-05-68,ST0601,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,83.95,index,valid,synthetic_transport,1000,36.81,9.27,0.05
TRANSPORT-MPLS_HOURLY-05-69,ST0601,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,15.97,index,valid,synthetic_transport,1000,38.23,7.21,0.05
TRANSPORT-MPLS_HOURLY-05-70,ST0601,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,16.93,index,valid,synthetic_transport,1000,65.83,5.6,0.05
TRANSPORT-MPLS_HOURLY-05-71,ST0601,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,18.94,index,valid,synthetic_transport,1000,56.18,10.25,0.05
