service_usage_hourly_id,subscription_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,active_count,latency_ms
SERVICE-SERVICE_USAGE_HOURLY-04-17,SUB0025,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,52.62,index,valid,synthetic_service,173,171,45,8.33
SERVICE-SERVICE_USAGE_HOURLY-04-18,SUB0025,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,50.79,index,valid,synthetic_service,123,119,73,30.46
SERVICE-SERVICE_USAGE_HOURLY-04-19,SUB0025,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,40.9,index,valid,synthetic_service,113,108,33,33.57
SERVICE-SERVICE_USAGE_HOURLY-04-20,SUB0025,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,29.94,index,valid,synthetic_service,60,57,65,11.41
SERVICE-SERVICE_USAGE_HOURLY-04-21,SUB0025,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,84.35,index,valid,synthetic_service,160,156,53,19.26
SERVICE-SERVICE_USAGE_HOURLY-04-22,SUB0025,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,35.81,index,valid,synthetic_service,209,205,22,15.37
SERVICE-SERVICE_USAGE_HOURLY-04-23,SUB0025,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,30.8,index,valid,synthetic_service,182,179,21,5.74
SERVICE-SERVICE_USAGE_HOURLY-04-24,SUB0025,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,52.78,index,valid,synthetic_service,70,65,35,32.52
SERVICE-SERVICE_USAGE_HOURLY-04-25,SUB0025,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,41.96,index,valid,synthetic_service,214,210,58,34.27
SERVICE-SERVICE_USAGE_HOURLY-04-26,SUB0025,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,39.91,index,valid,synthetic_service,125,121,36,34.57
SERVICE-SERVICE_USAGE_HOURLY-04-27,SUB0025,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,56.03,index,valid,synthetic_service,56,55,40,12.2
SERVICE-SERVICE_USAGE_HOURLY-04-28,SUB0025,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,80.6,index,valid,synthetic_service,288,284,36,8.68
SERVICE-SERVICE_USAGE_HOURLY-04-29,SUB0025,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,80.99,index,valid,synthetic_service,80,76,38,27.2
SERVICE-SERVICE_USAGE_HOURLY-04-30,SUB0025,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,40.09,index,valid,synthetic_service,85,82,57,8.66
SERVICE-SERVICE_USAGE_HOURLY-04-31,SUB0025,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,33.85,index,valid,synthetic_service,235,233,39,9.78
SERVICE-SERVICE_USAGE_HOURLY-04-32,SUB0025,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,42.43,index,valid,synthetic_service,292,289,100,20.33
SERVICE-SERVICE_USAGE_HOURLY-04-33,SUB0025,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,34.63,index,valid,synthetic_service,78,73,33,16.67
SERVICE-SERVICE_USAGE_HOURLY-04-34,SUB0025,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,82.89,index,valid,synthetic_service,120,118,86,24.54
SERVICE-SERVICE_USAGE_HOURLY-04-35,SUB0025,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,63.09,index,valid,synthetic_service,218,213,36,10.94
SERVICE-SERVICE_USAGE_HOURLY-04-36,SUB0025,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,79.87,index,valid,synthetic_service,147,143,40,27.35
SERVICE-SERVICE_USAGE_HOURLY-04-37,SUB0025,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,24.31,index,valid,synthetic_service,196,194,35,32.63
SERVICE-SERVICE_USAGE_HOURLY-04-38,SUB0025,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,15.2,index,valid,synthetic_service,269,268,69,9.32
SERVICE-SERVICE_USAGE_HOURLY-04-39,SUB0025,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,82.7,index,valid,synthetic_service,283,282,85,31.4
SERVICE-SERVICE_USAGE_HOURLY-04-40,SUB0025,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,82.29,index,valid,synthetic_service,279,274,100,16.4
SERVICE-SERVICE_USAGE_HOURLY-04-41,SUB0025,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,43.32,index,valid,synthetic_service,114,111,68,33.71
SERVICE-SERVICE_USAGE_HOURLY-04-42,SUB0025,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,78.75,index,valid,synthetic_service,246,241,59,22.79
SERVICE-SERVICE_USAGE_HOURLY-04-43,SUB0025,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,49.82,index,valid,synthetic_service,164,161,77,32.83
SERVICE-SERVICE_USAGE_HOURLY-04-44,SUB0025,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,29.15,index,valid,synthetic_service,135,132,62,20.49
SERVICE-SERVICE_USAGE_HOURLY-04-45,SUB0025,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,20.77,index,valid,synthetic_service,198,196,31,24.81
SERVICE-SERVICE_USAGE_HOURLY-04-46,SUB0025,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,15.79,index,valid,synthetic_service,297,293,82,30.96
SERVICE-SERVICE_USAGE_HOURLY-04-47,SUB0025,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,37.01,index,valid,synthetic_service,182,181,58,29.78
SERVICE-SERVICE_USAGE_HOURLY-04-48,SUB0025,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,48.94,index,valid,synthetic_service,171,167,73,22.39
SERVICE-SERVICE_USAGE_HOURLY-04-49,SUB0025,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,75.74,index,valid,synthetic_service,126,121,48,6.1
SERVICE-SERVICE_USAGE_HOURLY-04-50,SUB0025,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,41.91,index,valid,synthetic_service,216,214,24,12.32
SERVICE-SERVICE_USAGE_HOURLY-04-51,SUB0025,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,42.36,index,valid,synthetic_service,126,122,49,21.6
SERVICE-SERVICE_USAGE_HOURLY-04-52,SUB0025,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,56.41,index,valid,synthetic_service,111,110,79,9.36
SERVICE-SERVICE_USAGE_HOURLY-04-53,SUB0025,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,53.62,index,valid,synthetic_service,106,102,63,18.53
SERVICE-SERVICE_USAGE_HOURLY-04-54,SUB0025,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,84.05,index,valid,synthetic_service,105,104,61,19.74
SERVICE-SERVICE_USAGE_HOURLY-04-55,SUB0025,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,37.37,index,valid,synthetic_service,268,266,64,7.01
SERVICE-SERVICE_USAGE_HOURLY-04-56,SUB0025,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,67.97,index,valid,synthetic_service,229,228,22,24.31
SERVICE-SERVICE_USAGE_HOURLY-04-57,SUB0025,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,75.47,index,valid,synthetic_service,231,229,72,9.09
SERVICE-SERVICE_USAGE_HOURLY-04-58,SUB0025,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,41.32,index,valid,synthetic_service,149,147,40,10.21
SERVICE-SERVICE_USAGE_HOURLY-04-59,SUB0025,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,83.78,index,valid,synthetic_service,103,102,89,29.61
SERVICE-SERVICE_USAGE_HOURLY-04-60,SUB0025,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,37.53,index,valid,synthetic_service,289,285,82,24.24
SERVICE-SERVICE_USAGE_HOURLY-04-61,SUB0025,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,42.82,index,valid,synthetic_service,289,286,30,18.32
SERVICE-SERVICE_USAGE_HOURLY-04-62,SUB0025,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,36.2,index,valid,synthetic_service,93,91,39,24.63
SERVICE-SERVICE_USAGE_HOURLY-04-63,SUB0025,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,59.88,index,valid,synthetic_service,139,134,40,33.2
SERVICE-SERVICE_USAGE_HOURLY-04-64,SUB0025,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,60.27,index,valid,synthetic_service,67,63,88,14.27
SERVICE-SERVICE_USAGE_HOURLY-04-65,SUB0025,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,27.79,index,valid,synthetic_service,248,247,76,14.64
SERVICE-SERVICE_USAGE_HOURLY-04-66,SUB0025,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,26.41,index,valid,synthetic_service,230,226,31,14.5
SERVICE-SERVICE_USAGE_HOURLY-04-67,SUB0025,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,35.0,index,valid,synthetic_service,209,206,69,25.46
SERVICE-SERVICE_USAGE_HOURLY-04-68,SUB0025,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,27.21,index,valid,synthetic_service,247,246,80,29.85
SERVICE-SERVICE_USAGE_HOURLY-04-69,SUB0025,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,49.75,index,valid,synthetic_service,112,111,69,27.33
SERVICE-SERVICE_USAGE_HOURLY-04-70,SUB0025,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,58.42,index,valid,synthetic_service,95,90,65,28.52
SERVICE-SERVICE_USAGE_HOURLY-04-71,SUB0025,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,47.27,index,valid,synthetic_service,170,165,82,17.99
SERVICE-SERVICE_USAGE_HOURLY-05-00,SUB0026,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,54.73,index,valid,synthetic_service,223,222,89,16.35
SERVICE-SERVICE_USAGE_HOURLY-05-01,SUB0026,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,60.63,index,valid,synthetic_service,128,126,27,22.72
SERVICE-SERVICE_USAGE_HOURLY-05-02,SUB0026,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,79.75,index,valid,synthetic_service,299,294,28,20.37
SERVICE-SERVICE_USAGE_HOURLY-05-03,SUB0026,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,72.24,index,valid,synthetic_service,115,111,44,15.72
SERVICE-SERVICE_USAGE_HOURLY-05-04,SUB0026,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,80.63,index,valid,synthetic_service,164,162,75,23.84
SERVICE-SERVICE_USAGE_HOURLY-05-05,SUB0026,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,72.51,index,valid,synthetic_service,136,135,95,32.27
SERVICE-SERVICE_USAGE_HOURLY-05-06,SUB0026,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,37.16,index,valid,synthetic_service,181,177,71,25.96
SERVICE-SERVICE_USAGE_HOURLY-05-07,SUB0026,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,39.24,index,valid,synthetic_service,294,289,83,10.26
SERVICE-SERVICE_USAGE_HOURLY-05-08,SUB0026,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,50.32,index,valid,synthetic_service,78,77,38,25.11
SERVICE-SERVICE_USAGE_HOURLY-05-09,SUB0026,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,83.59,index,valid,synthetic_service,267,266,53,15.05
SERVICE-SERVICE_USAGE_HOURLY-05-10,SUB0026,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,78.31,index,valid,synthetic_service,193,188,52,8.02
SERVICE-SERVICE_USAGE_HOURLY-05-11,SUB0026,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,79.18,index,valid,synthetic_service,127,123,35,14.97
SERVICE-SERVICE_USAGE_HOURLY-05-12,SUB0026,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,56.51,index,valid,synthetic_service,55,50,98,14.22
SERVICE-SERVICE_USAGE_HOURLY-05-13,SUB0026,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,73.79,index,valid,synthetic_service,273,269,46,32.38
SERVICE-SERVICE_USAGE_HOURLY-05-14,SUB0026,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,17.77,index,valid,synthetic_service,286,284,34,33.56
SERVICE-SERVICE_USAGE_HOURLY-05-15,SUB0026,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,15.82,index,valid,synthetic_service,212,211,64,19.2
SERVICE-SERVICE_USAGE_HOURLY-05-16,SUB0026,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,84.27,index,valid,synthetic_service,183,180,68,6.51
SERVICE-SERVICE_USAGE_HOURLY-05-17,SUB0026,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,37.23,index,valid,synthetic_service,173,170,37,34.6
SERVICE-SERVICE_USAGE_HOURLY-05-18,SUB0026,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,26.53,index,valid,synthetic_service,95,94,98,27.4
SERVICE-SERVICE_USAGE_HOURLY-05-19,SUB0026,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,16.72,index,valid,synthetic_service,126,121,47,13.07
SERVICE-SERVICE_USAGE_HOURLY-05-20,SUB0026,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,80.67,index,valid,synthetic_service,111,109,90,20.01
SERVICE-SERVICE_USAGE_HOURLY-05-21,SUB0026,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,83.35,index,valid,synthetic_service,141,140,53,10.11
SERVICE-SERVICE_USAGE_HOURLY-05-22,SUB0026,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,64.5,index,valid,synthetic_service,160,159,67,34.54
SERVICE-SERVICE_USAGE_HOURLY-05-23,SUB0026,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,27.77,index,valid,synthetic_service,223,219,72,5.82
SERVICE-SERVICE_USAGE_HOURLY-05-24,SUB0026,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,72.15,index,valid,synthetic_service,241,236,76,25.38
SERVICE-SERVICE_USAGE_HOURLY-05-25,SUB0026,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,29.52,index,valid,synthetic_service,278,274,58,9.31
SERVICE-SERVICE_USAGE_HOURLY-05-26,SUB0026,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,81.78,index,valid,synthetic_service,183,181,21,27.12
SERVICE-SERVICE_USAGE_HOURLY-05-27,SUB0026,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,65.53,index,valid,synthetic_service,104,103,34,14.79
SERVICE-SERVICE_USAGE_HOURLY-05-28,SUB0026,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,81.63,index,valid,synthetic_service,126,125,52,6.64
SERVICE-SERVICE_USAGE_HOURLY-05-29,SUB0026,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,52.47,index,valid,synthetic_service,139,137,80,26.95
SERVICE-SERVICE_USAGE_HOURLY-05-30,SUB0026,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,35.2,index,valid,synthetic_service,174,173,22,33.33
SERVICE-SERVICE_USAGE_HOURLY-05-31,SUB0026,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,40.51,index,valid,synthetic_service,75,70,54,17.42
SERVICE-SERVICE_USAGE_HOURLY-05-32,SUB0026,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,29.46,index,valid,synthetic_service,115,112,63,17.54
SERVICE-SERVICE_USAGE_HOURLY-05-33,SUB0026,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,76.0,index,valid,synthetic_service,295,292,37,18.95
SERVICE-SERVICE_USAGE_HOURLY-05-34,SUB0026,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,38.13,index,valid,synthetic_service,50,48,92,19.44
SERVICE-SERVICE_USAGE_HOURLY-05-35,SUB0026,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,37.03,index,valid,synthetic_service,300,298,78,19.16
SERVICE-SERVICE_USAGE_HOURLY-05-36,SUB0026,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,50.98,index,valid,synthetic_service,293,291,88,12.68
SERVICE-SERVICE_USAGE_HOURLY-05-37,SUB0026,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,20.05,index,valid,synthetic_service,122,119,77,18.68
SERVICE-SERVICE_USAGE_HOURLY-05-38,SUB0026,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,51.75,index,valid,synthetic_service,98,96,68,24.72
SERVICE-SERVICE_USAGE_HOURLY-05-39,SUB0026,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,72.76,index,valid,synthetic_service,251,249,68,30.94
SERVICE-SERVICE_USAGE_HOURLY-05-40,SUB0026,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,67.35,index,valid,synthetic_service,76,72,94,9.42
SERVICE-SERVICE_USAGE_HOURLY-05-41,SUB0026,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,22.44,index,valid,synthetic_service,132,130,26,7.7
SERVICE-SERVICE_USAGE_HOURLY-05-42,SUB0026,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,32.0,index,valid,synthetic_service,156,153,45,12.08
SERVICE-SERVICE_USAGE_HOURLY-05-43,SUB0026,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,68.28,index,valid,synthetic_service,206,201,91,31.58
SERVICE-SERVICE_USAGE_HOURLY-05-44,SUB0026,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,29.44,index,valid,synthetic_service,186,185,24,28.63
SERVICE-SERVICE_USAGE_HOURLY-05-45,SUB0026,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,53.52,index,valid,synthetic_service,228,224,22,25.77
SERVICE-SERVICE_USAGE_HOURLY-05-46,SUB0026,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,79.77,index,valid,synthetic_service,127,123,69,18.45
SERVICE-SERVICE_USAGE_HOURLY-05-47,SUB0026,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,49.34,index,valid,synthetic_service,191,187,68,11.48
SERVICE-SERVICE_USAGE_HOURLY-05-48,SUB0026,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,21.19,index,valid,synthetic_service,80,77,67,6.51
SERVICE-SERVICE_USAGE_HOURLY-05-49,SUB0026,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,46.32,index,valid,synthetic_service,272,271,31,29.09
SERVICE-SERVICE_USAGE_HOURLY-05-50,SUB0026,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,77.88,index,valid,synthetic_service,205,204,21,25.43
SERVICE-SERVICE_USAGE_HOURLY-05-51,SUB0026,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,64.11,index,valid,synthetic_service,210,208,72,12.16
SERVICE-SERVICE_USAGE_HOURLY-05-52,SUB0026,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,66.55,index,valid,synthetic_service,212,207,38,10.51
SERVICE-SERVICE_USAGE_HOURLY-05-53,SUB0026,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,81.82,index,valid,synthetic_service,129,127,44,14.08
SERVICE-SERVICE_USAGE_HOURLY-05-54,SUB0026,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,63.61,index,valid,synthetic_service,128,127,94,23.39
SERVICE-SERVICE_USAGE_HOURLY-05-55,SUB0026,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,48.25,index,valid,synthetic_service,149,145,55,12.27
SERVICE-SERVICE_USAGE_HOURLY-05-56,SUB0026,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,47.56,index,valid,synthetic_service,282,278,53,26.6
SERVICE-SERVICE_USAGE_HOURLY-05-57,SUB0026,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,35.16,index,valid,synthetic_service,265,263,35,21.43
SERVICE-SERVICE_USAGE_HOURLY-05-58,SUB0026,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,84.23,index,valid,synthetic_service,196,192,64,34.26
SERVICE-SERVICE_USAGE_HOURLY-05-59,SUB0026,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,60.54,index,valid,synthetic_service,156,152,82,16.9
SERVICE-SERVICE_USAGE_HOURLY-05-60,SUB0026,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,31.54,index,valid,synthetic_service,189,184,62,26.05
SERVICE-SERVICE_USAGE_HOURLY-05-61,SUB0026,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,72.62,index,valid,synthetic_service,185,181,42,25.6
SERVICE-SERVICE_USAGE_HOURLY-05-62,SUB0026,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,30.43,index,valid,synthetic_service,87,83,61,14.85
SERVICE-SERVICE_USAGE_HOURLY-05-63,SUB0026,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,57.44,index,valid,synthetic_service,54,51,34,33.1
SERVICE-SERVICE_USAGE_HOURLY-05-64,SUB0026,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,33.85,index,valid,synthetic_service,196,194,30,22.61
SERVICE-SERVICE_USAGE_HOURLY-05-65,SUB0026,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,55.14,index,valid,synthetic_service,223,221,75,9.29
SERVICE-SERVICE_USAGE_HOURLY-05-66,SUB0026,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,52.16,index,valid,synthetic_service,219,218,49,8.41
SERVICE-SERVICE_USAGE_HOURLY-05-67,SUB0026,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,61.06,index,valid,synthetic_service,265,262,90,33.91
SERVICE-SERVICE_USAGE_HOURLY-05-68,SUB0026,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,56.86,index,valid,synthetic_service,279,278,54,21.03
SERVICE-SERVICE_USAGE_HOURLY-05-69,SUB0026,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,76.65,index,valid,synthetic_service,273,271,20,5.88
SERVICE-SERVICE_USAGE_HOURLY-05-70,SUB0026,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,58.79,index,valid,synthetic_service,87,84,58,18.67
SERVICE-SERVICE_USAGE_HOURLY-05-71,SUB0026,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,76.83,index,valid,synthetic_service,214,213,69,21.62
