service_health_hourly_id,subscription_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,active_count,latency_ms
SERVICE-SERVICE_HEALTH_HOURLY-04-13,SUB0025,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,84.0,index,valid,synthetic_service,76,74,70,34.04
SERVICE-SERVICE_HEALTH_HOURLY-04-14,SUB0025,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,83.94,index,valid,synthetic_service,211,207,47,30.87
SERVICE-SERVICE_HEALTH_HOURLY-04-15,SUB0025,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,33.98,index,valid,synthetic_service,144,143,67,5.22
SERVICE-SERVICE_HEALTH_HOURLY-04-16,SUB0025,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,16.36,index,valid,synthetic_service,146,144,97,32.86
SERVICE-SERVICE_HEALTH_HOURLY-04-17,SUB0025,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,33.13,index,valid,synthetic_service,262,259,81,24.43
SERVICE-SERVICE_HEALTH_HOURLY-04-18,SUB0025,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,83.75,index,valid,synthetic_service,120,117,44,6.88
SERVICE-SERVICE_HEALTH_HOURLY-04-19,SUB0025,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,63.61,index,valid,synthetic_service,162,160,93,5.93
SERVICE-SERVICE_HEALTH_HOURLY-04-20,SUB0025,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,27.58,index,valid,synthetic_service,103,98,71,23.34
SERVICE-SERVICE_HEALTH_HOURLY-04-21,SUB0025,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,47.16,index,valid,synthetic_service,233,231,23,31.63
SERVICE-SERVICE_HEALTH_HOURLY-04-22,SUB0025,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,21.07,index,valid,synthetic_service,231,228,59,29.34
SERVICE-SERVICE_HEALTH_HOURLY-04-23,SUB0025,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,70.22,index,valid,synthetic_service,215,211,63,10.0
SERVICE-SERVICE_HEALTH_HOURLY-04-24,SUB0025,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,20.32,index,valid,synthetic_service,200,198,64,34.45
SERVICE-SERVICE_HEALTH_HOURLY-04-25,SUB0025,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,38.37,index,valid,synthetic_service,101,100,56,14.6
SERVICE-SERVICE_HEALTH_HOURLY-04-26,SUB0025,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,79.66,index,valid,synthetic_service,68,65,96,16.77
SERVICE-SERVICE_HEALTH_HOURLY-04-27,SUB0025,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,24.31,index,valid,synthetic_service,246,244,25,27.01
SERVICE-SERVICE_HEALTH_HOURLY-04-28,SUB0025,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,43.55,index,valid,synthetic_service,89,85,82,13.68
SERVICE-SERVICE_HEALTH_HOURLY-04-29,SUB0025,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,15.31,index,valid,synthetic_service,74,70,72,32.77
SERVICE-SERVICE_HEALTH_HOURLY-04-30,SUB0025,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,62.99,index,valid,synthetic_service,125,122,31,7.28
SERVICE-SERVICE_HEALTH_HOURLY-04-31,SUB0025,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,73.4,index,valid,synthetic_service,179,178,47,34.58
SERVICE-SERVICE_HEALTH_HOURLY-04-32,SUB0025,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,53.3,index,valid,synthetic_service,135,132,41,16.75
SERVICE-SERVICE_HEALTH_HOURLY-04-33,SUB0025,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,76.92,index,valid,synthetic_service,294,289,29,14.95
SERVICE-SERVICE_HEALTH_HOURLY-04-34,SUB0025,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,25.13,index,valid,synthetic_service,155,153,46,10.79
SERVICE-SERVICE_HEALTH_HOURLY-04-35,SUB0025,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,52.75,index,valid,synthetic_service,174,173,100,29.34
SERVICE-SERVICE_HEALTH_HOURLY-04-36,SUB0025,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,18.38,index,valid,synthetic_service,163,161,31,31.11
SERVICE-SERVICE_HEALTH_HOURLY-04-37,SUB0025,HCM,KV3,active,2026-08-19-13,2026-08-19 13:00:00,72.37,index,valid,synthetic_service,172,170,84,34.61
SERVICE-SERVICE_HEALTH_HOURLY-04-38,SUB0025,HCM,KV3,active,2026-08-19-14,2026-08-19 14:00:00,68.8,index,valid,synthetic_service,66,63,63,34.11
SERVICE-SERVICE_HEALTH_HOURLY-04-39,SUB0025,HCM,KV3,active,2026-08-19-15,2026-08-19 15:00:00,47.28,index,valid,synthetic_service,51,47,44,21.16
SERVICE-SERVICE_HEALTH_HOURLY-04-40,SUB0025,HCM,KV3,active,2026-08-19-16,2026-08-19 16:00:00,23.23,index,valid,synthetic_service,153,152,38,5.76
SERVICE-SERVICE_HEALTH_HOURLY-04-41,SUB0025,HCM,KV3,active,2026-08-19-17,2026-08-19 17:00:00,31.44,index,valid,synthetic_service,139,136,44,17.9
SERVICE-SERVICE_HEALTH_HOURLY-04-42,SUB0025,HCM,KV3,active,2026-08-19-18,2026-08-19 18:00:00,19.15,index,valid,synthetic_service,193,192,40,10.33
SERVICE-SERVICE_HEALTH_HOURLY-04-43,SUB0025,HCM,KV3,active,2026-08-19-19,2026-08-19 19:00:00,62.92,index,valid,synthetic_service,71,68,64,25.1
SERVICE-SERVICE_HEALTH_HOURLY-04-44,SUB0025,HCM,KV3,active,2026-08-19-20,2026-08-19 20:00:00,48.01,index,valid,synthetic_service,182,178,20,16.24
SERVICE-SERVICE_HEALTH_HOURLY-04-45,SUB0025,HCM,KV3,active,2026-08-19-21,2026-08-19 21:00:00,70.66,index,valid,synthetic_service,70,67,47,12.34
SERVICE-SERVICE_HEALTH_HOURLY-04-46,SUB0025,HCM,KV3,active,2026-08-19-22,2026-08-19 22:00:00,82.91,index,valid,synthetic_service,83,79,25,9.49
SERVICE-SERVICE_HEALTH_HOURLY-04-47,SUB0025,HCM,KV3,active,2026-08-19-23,2026-08-19 23:00:00,43.49,index,valid,synthetic_service,101,96,28,21.62
SERVICE-SERVICE_HEALTH_HOURLY-04-48,SUB0025,HCM,KV3,active,2026-08-20-00,2026-08-20 00:00:00,63.23,index,valid,synthetic_service,114,109,44,19.1
SERVICE-SERVICE_HEALTH_HOURLY-04-49,SUB0025,HCM,KV3,active,2026-08-20-01,2026-08-20 01:00:00,63.78,index,valid,synthetic_service,253,251,73,20.47
SERVICE-SERVICE_HEALTH_HOURLY-04-50,SUB0025,HCM,KV3,active,2026-08-20-02,2026-08-20 02:00:00,33.75,index,valid,synthetic_service,96,93,30,12.02
SERVICE-SERVICE_HEALTH_HOURLY-04-51,SUB0025,HCM,KV3,active,2026-08-20-03,2026-08-20 03:00:00,75.86,index,valid,synthetic_service,118,114,90,17.92
SERVICE-SERVICE_HEALTH_HOURLY-04-52,SUB0025,HCM,KV3,active,2026-08-20-04,2026-08-20 04:00:00,19.3,index,valid,synthetic_service,106,105,88,12.21
SERVICE-SERVICE_HEALTH_HOURLY-04-53,SUB0025,HCM,KV3,active,2026-08-20-05,2026-08-20 05:00:00,48.26,index,valid,synthetic_service,55,50,50,6.8
SERVICE-SERVICE_HEALTH_HOURLY-04-54,SUB0025,HCM,KV3,active,2026-08-20-06,2026-08-20 06:00:00,43.92,index,valid,synthetic_service,85,82,89,12.55
SERVICE-SERVICE_HEALTH_HOURLY-04-55,SUB0025,HCM,KV3,active,2026-08-20-07,2026-08-20 07:00:00,72.61,index,valid,synthetic_service,86,81,23,22.58
SERVICE-SERVICE_HEALTH_HOURLY-04-56,SUB0025,HCM,KV3,active,2026-08-20-08,2026-08-20 08:00:00,53.34,index,valid,synthetic_service,223,221,32,21.24
SERVICE-SERVICE_HEALTH_HOURLY-04-57,SUB0025,HCM,KV3,active,2026-08-20-09,2026-08-20 09:00:00,64.72,index,valid,synthetic_service,109,106,100,21.33
SERVICE-SERVICE_HEALTH_HOURLY-04-58,SUB0025,HCM,KV3,active,2026-08-20-10,2026-08-20 10:00:00,21.54,index,valid,synthetic_service,273,270,39,13.25
SERVICE-SERVICE_HEALTH_HOURLY-04-59,SUB0025,HCM,KV3,active,2026-08-20-11,2026-08-20 11:00:00,81.93,index,valid,synthetic_service,208,205,36,34.35
SERVICE-SERVICE_HEALTH_HOURLY-04-60,SUB0025,HCM,KV3,active,2026-08-20-12,2026-08-20 12:00:00,53.34,index,valid,synthetic_service,226,221,25,31.9
SERVICE-SERVICE_HEALTH_HOURLY-04-61,SUB0025,HCM,KV3,active,2026-08-20-13,2026-08-20 13:00:00,83.65,index,valid,synthetic_service,123,120,21,25.05
SERVICE-SERVICE_HEALTH_HOURLY-04-62,SUB0025,HCM,KV3,active,2026-08-20-14,2026-08-20 14:00:00,53.69,index,valid,synthetic_service,82,79,45,5.22
SERVICE-SERVICE_HEALTH_HOURLY-04-63,SUB0025,HCM,KV3,active,2026-08-20-15,2026-08-20 15:00:00,41.79,index,valid,synthetic_service,279,275,84,5.68
SERVICE-SERVICE_HEALTH_HOURLY-04-64,SUB0025,HCM,KV3,active,2026-08-20-16,2026-08-20 16:00:00,59.26,index,valid,synthetic_service,252,251,62,22.69
SERVICE-SERVICE_HEALTH_HOURLY-04-65,SUB0025,HCM,KV3,active,2026-08-20-17,2026-08-20 17:00:00,35.16,index,valid,synthetic_service,262,257,85,9.16
SERVICE-SERVICE_HEALTH_HOURLY-04-66,SUB0025,HCM,KV3,active,2026-08-20-18,2026-08-20 18:00:00,71.59,index,valid,synthetic_service,261,256,92,6.35
SERVICE-SERVICE_HEALTH_HOURLY-04-67,SUB0025,HCM,KV3,active,2026-08-20-19,2026-08-20 19:00:00,65.86,index,valid,synthetic_service,94,91,37,34.3
SERVICE-SERVICE_HEALTH_HOURLY-04-68,SUB0025,HCM,KV3,active,2026-08-20-20,2026-08-20 20:00:00,32.97,index,valid,synthetic_service,113,110,36,8.45
SERVICE-SERVICE_HEALTH_HOURLY-04-69,SUB0025,HCM,KV3,active,2026-08-20-21,2026-08-20 21:00:00,17.05,index,valid,synthetic_service,123,120,60,8.18
SERVICE-SERVICE_HEALTH_HOURLY-04-70,SUB0025,HCM,KV3,active,2026-08-20-22,2026-08-20 22:00:00,75.96,index,valid,synthetic_service,221,217,62,11.46
SERVICE-SERVICE_HEALTH_HOURLY-04-71,SUB0025,HCM,KV3,active,2026-08-20-23,2026-08-20 23:00:00,20.03,index,valid,synthetic_service,126,124,59,5.96
SERVICE-SERVICE_HEALTH_HOURLY-05-00,SUB0026,KHA,KV2,active,2026-08-18-00,2026-08-18 00:00:00,53.99,index,valid,synthetic_service,218,216,51,27.04
SERVICE-SERVICE_HEALTH_HOURLY-05-01,SUB0026,KHA,KV2,active,2026-08-18-01,2026-08-18 01:00:00,16.47,index,valid,synthetic_service,233,229,66,5.22
SERVICE-SERVICE_HEALTH_HOURLY-05-02,SUB0026,KHA,KV2,active,2026-08-18-02,2026-08-18 02:00:00,83.56,index,valid,synthetic_service,225,223,38,10.99
SERVICE-SERVICE_HEALTH_HOURLY-05-03,SUB0026,KHA,KV2,active,2026-08-18-03,2026-08-18 03:00:00,21.37,index,valid,synthetic_service,137,133,91,26.14
SERVICE-SERVICE_HEALTH_HOURLY-05-04,SUB0026,KHA,KV2,active,2026-08-18-04,2026-08-18 04:00:00,52.6,index,valid,synthetic_service,166,162,82,5.73
SERVICE-SERVICE_HEALTH_HOURLY-05-05,SUB0026,KHA,KV2,active,2026-08-18-05,2026-08-18 05:00:00,70.68,index,valid,synthetic_service,126,125,68,28.93
SERVICE-SERVICE_HEALTH_HOURLY-05-06,SUB0026,KHA,KV2,active,2026-08-18-06,2026-08-18 06:00:00,19.76,index,valid,synthetic_service,103,99,97,34.7
SERVICE-SERVICE_HEALTH_HOURLY-05-07,SUB0026,KHA,KV2,active,2026-08-18-07,2026-08-18 07:00:00,42.14,index,valid,synthetic_service,57,55,96,8.53
SERVICE-SERVICE_HEALTH_HOURLY-05-08,SUB0026,KHA,KV2,active,2026-08-18-08,2026-08-18 08:00:00,21.81,index,valid,synthetic_service,65,60,95,20.66
SERVICE-SERVICE_HEALTH_HOURLY-05-09,SUB0026,KHA,KV2,active,2026-08-18-09,2026-08-18 09:00:00,80.64,index,valid,synthetic_service,230,226,74,28.41
SERVICE-SERVICE_HEALTH_HOURLY-05-10,SUB0026,KHA,KV2,active,2026-08-18-10,2026-08-18 10:00:00,80.63,index,valid,synthetic_service,161,157,76,30.39
SERVICE-SERVICE_HEALTH_HOURLY-05-11,SUB0026,KHA,KV2,active,2026-08-18-11,2026-08-18 11:00:00,74.27,index,valid,synthetic_service,149,148,48,34.13
SERVICE-SERVICE_HEALTH_HOURLY-05-12,SUB0026,KHA,KV2,active,2026-08-18-12,2026-08-18 12:00:00,45.97,index,valid,synthetic_service,126,122,61,6.73
SERVICE-SERVICE_HEALTH_HOURLY-05-13,SUB0026,KHA,KV2,active,2026-08-18-13,2026-08-18 13:00:00,74.56,index,valid,synthetic_service,82,77,55,28.64
SERVICE-SERVICE_HEALTH_HOURLY-05-14,SUB0026,KHA,KV2,active,2026-08-18-14,2026-08-18 14:00:00,15.14,index,valid,synthetic_service,81,77,30,20.13
SERVICE-SERVICE_HEALTH_HOURLY-05-15,SUB0026,KHA,KV2,active,2026-08-18-15,2026-08-18 15:00:00,37.33,index,valid,synthetic_service,221,218,23,9.98
SERVICE-SERVICE_HEALTH_HOURLY-05-16,SUB0026,KHA,KV2,active,2026-08-18-16,2026-08-18 16:00:00,56.65,index,valid,synthetic_service,109,105,38,34.54
SERVICE-SERVICE_HEALTH_HOURLY-05-17,SUB0026,KHA,KV2,active,2026-08-18-17,2026-08-18 17:00:00,44.67,index,valid,synthetic_service,192,188,93,33.41
SERVICE-SERVICE_HEALTH_HOURLY-05-18,SUB0026,KHA,KV2,active,2026-08-18-18,2026-08-18 18:00:00,72.01,index,valid,synthetic_service,207,202,97,29.92
SERVICE-SERVICE_HEALTH_HOURLY-05-19,SUB0026,KHA,KV2,active,2026-08-18-19,2026-08-18 19:00:00,79.0,index,valid,synthetic_service,132,128,94,26.43
SERVICE-SERVICE_HEALTH_HOURLY-05-20,SUB0026,KHA,KV2,active,2026-08-18-20,2026-08-18 20:00:00,71.82,index,valid,synthetic_service,254,251,73,14.19
SERVICE-SERVICE_HEALTH_HOURLY-05-21,SUB0026,KHA,KV2,active,2026-08-18-21,2026-08-18 21:00:00,17.18,index,valid,synthetic_service,249,248,32,19.34
SERVICE-SERVICE_HEALTH_HOURLY-05-22,SUB0026,KHA,KV2,active,2026-08-18-22,2026-08-18 22:00:00,16.14,index,valid,synthetic_service,75,73,59,22.25
SERVICE-SERVICE_HEALTH_HOURLY-05-23,SUB0026,KHA,KV2,active,2026-08-18-23,2026-08-18 23:00:00,80.25,index,valid,synthetic_service,208,206,47,26.92
SERVICE-SERVICE_HEALTH_HOURLY-05-24,SUB0026,KHA,KV2,active,2026-08-19-00,2026-08-19 00:00:00,55.62,index,valid,synthetic_service,72,67,26,9.28
SERVICE-SERVICE_HEALTH_HOURLY-05-25,SUB0026,KHA,KV2,active,2026-08-19-01,2026-08-19 01:00:00,49.8,index,valid,synthetic_service,287,286,70,31.9
SERVICE-SERVICE_HEALTH_HOURLY-05-26,SUB0026,KHA,KV2,active,2026-08-19-02,2026-08-19 02:00:00,73.06,index,valid,synthetic_service,191,186,76,31.62
SERVICE-SERVICE_HEALTH_HOURLY-05-27,SUB0026,KHA,KV2,active,2026-08-19-03,2026-08-19 03:00:00,18.77,index,valid,synthetic_service,86,83,100,12.98
SERVICE-SERVICE_HEALTH_HOURLY-05-28,SUB0026,KHA,KV2,active,2026-08-19-04,2026-08-19 04:00:00,41.88,index,valid,synthetic_service,140,137,49,33.86
SERVICE-SERVICE_HEALTH_HOURLY-05-29,SUB0026,KHA,KV2,active,2026-08-19-05,2026-08-19 05:00:00,47.79,index,valid,synthetic_service,72,69,38,9.01
SERVICE-SERVICE_HEALTH_HOURLY-05-30,SUB0026,KHA,KV2,active,2026-08-19-06,2026-08-19 06:00:00,53.06,index,valid,synthetic_service,180,178,51,16.62
SERVICE-SERVICE_HEALTH_HOURLY-05-31,SUB0026,KHA,KV2,active,2026-08-19-07,2026-08-19 07:00:00,72.99,index,valid,synthetic_service,150,147,20,19.45
SERVICE-SERVICE_HEALTH_HOURLY-05-32,SUB0026,KHA,KV2,active,2026-08-19-08,2026-08-19 08:00:00,67.44,index,valid,synthetic_service,143,138,78,13.85
SERVICE-SERVICE_HEALTH_HOURLY-05-33,SUB0026,KHA,KV2,active,2026-08-19-09,2026-08-19 09:00:00,42.61,index,valid,synthetic_service,250,246,44,32.91
SERVICE-SERVICE_HEALTH_HOURLY-05-34,SUB0026,KHA,KV2,active,2026-08-19-10,2026-08-19 10:00:00,77.82,index,valid,synthetic_service,150,148,65,32.57
SERVICE-SERVICE_HEALTH_HOURLY-05-35,SUB0026,KHA,KV2,active,2026-08-19-11,2026-08-19 11:00:00,42.78,index,valid,synthetic_service,97,96,69,26.99
SERVICE-SERVICE_HEALTH_HOURLY-05-36,SUB0026,KHA,KV2,active,2026-08-19-12,2026-08-19 12:00:00,43.24,index,valid,synthetic_service,292,288,76,20.43
SERVICE-SERVICE_HEALTH_HOURLY-05-37,SUB0026,KHA,KV2,active,2026-08-19-13,2026-08-19 13:00:00,47.71,index,valid,synthetic_service,240,238,44,15.56
SERVICE-SERVICE_HEALTH_HOURLY-05-38,SUB0026,KHA,KV2,active,2026-08-19-14,2026-08-19 14:00:00,73.97,index,valid,synthetic_service,203,198,78,31.51
SERVICE-SERVICE_HEALTH_HOURLY-05-39,SUB0026,KHA,KV2,active,2026-08-19-15,2026-08-19 15:00:00,41.2,index,valid,synthetic_service,189,187,54,20.84
SERVICE-SERVICE_HEALTH_HOURLY-05-40,SUB0026,KHA,KV2,active,2026-08-19-16,2026-08-19 16:00:00,39.77,index,valid,synthetic_service,150,149,83,22.3
SERVICE-SERVICE_HEALTH_HOURLY-05-41,SUB0026,KHA,KV2,active,2026-08-19-17,2026-08-19 17:00:00,44.12,index,valid,synthetic_service,66,63,99,15.54
SERVICE-SERVICE_HEALTH_HOURLY-05-42,SUB0026,KHA,KV2,active,2026-08-19-18,2026-08-19 18:00:00,73.06,index,valid,synthetic_service,159,157,47,21.67
SERVICE-SERVICE_HEALTH_HOURLY-05-43,SUB0026,KHA,KV2,active,2026-08-19-19,2026-08-19 19:00:00,18.51,index,valid,synthetic_service,282,279,85,10.2
SERVICE-SERVICE_HEALTH_HOURLY-05-44,SUB0026,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,43.84,index,valid,synthetic_service,118,114,71,24.52
SERVICE-SERVICE_HEALTH_HOURLY-05-45,SUB0026,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,82.84,index,valid,synthetic_service,131,130,79,5.1
SERVICE-SERVICE_HEALTH_HOURLY-05-46,SUB0026,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,39.81,index,valid,synthetic_service,54,51,78,11.2
SERVICE-SERVICE_HEALTH_HOURLY-05-47,SUB0026,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,22.08,index,valid,synthetic_service,79,74,64,27.1
SERVICE-SERVICE_HEALTH_HOURLY-05-48,SUB0026,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,31.09,index,valid,synthetic_service,178,174,29,11.49
SERVICE-SERVICE_HEALTH_HOURLY-05-49,SUB0026,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,84.16,index,valid,synthetic_service,181,176,62,11.49
SERVICE-SERVICE_HEALTH_HOURLY-05-50,SUB0026,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,22.35,index,valid,synthetic_service,154,149,71,6.46
SERVICE-SERVICE_HEALTH_HOURLY-05-51,SUB0026,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,43.14,index,valid,synthetic_service,130,125,93,26.61
SERVICE-SERVICE_HEALTH_HOURLY-05-52,SUB0026,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,16.88,index,valid,synthetic_service,231,228,20,7.53
SERVICE-SERVICE_HEALTH_HOURLY-05-53,SUB0026,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,20.07,index,valid,synthetic_service,178,173,64,31.44
SERVICE-SERVICE_HEALTH_HOURLY-05-54,SUB0026,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,37.67,index,valid,synthetic_service,178,175,81,13.31
SERVICE-SERVICE_HEALTH_HOURLY-05-55,SUB0026,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,30.47,index,valid,synthetic_service,129,126,51,28.78
SERVICE-SERVICE_HEALTH_HOURLY-05-56,SUB0026,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,83.57,index,valid,synthetic_service,65,62,36,18.21
SERVICE-SERVICE_HEALTH_HOURLY-05-57,SUB0026,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,24.12,index,valid,synthetic_service,77,76,23,9.69
SERVICE-SERVICE_HEALTH_HOURLY-05-58,SUB0026,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,55.47,index,valid,synthetic_service,95,93,86,21.5
SERVICE-SERVICE_HEALTH_HOURLY-05-59,SUB0026,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,36.52,index,valid,synthetic_service,267,265,91,33.43
SERVICE-SERVICE_HEALTH_HOURLY-05-60,SUB0026,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,39.59,index,valid,synthetic_service,101,96,21,9.32
SERVICE-SERVICE_HEALTH_HOURLY-05-61,SUB0026,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,39.94,index,valid,synthetic_service,247,243,74,12.55
SERVICE-SERVICE_HEALTH_HOURLY-05-62,SUB0026,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,58.58,index,valid,synthetic_service,166,163,74,24.57
SERVICE-SERVICE_HEALTH_HOURLY-05-63,SUB0026,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,76.61,index,valid,synthetic_service,129,127,43,10.89
SERVICE-SERVICE_HEALTH_HOURLY-05-64,SUB0026,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,58.57,index,valid,synthetic_service,282,279,89,8.58
SERVICE-SERVICE_HEALTH_HOURLY-05-65,SUB0026,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,54.6,index,valid,synthetic_service,243,238,29,25.17
SERVICE-SERVICE_HEALTH_HOURLY-05-66,SUB0026,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,79.31,index,valid,synthetic_service,50,45,56,20.12
SERVICE-SERVICE_HEALTH_HOURLY-05-67,SUB0026,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,27.2,index,valid,synthetic_service,262,261,59,33.36
SERVICE-SERVICE_HEALTH_HOURLY-05-68,SUB0026,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,15.13,index,valid,synthetic_service,153,149,32,26.68
SERVICE-SERVICE_HEALTH_HOURLY-05-69,SUB0026,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,33.43,index,valid,synthetic_service,298,295,35,20.02
SERVICE-SERVICE_HEALTH_HOURLY-05-70,SUB0026,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,65.1,index,valid,synthetic_service,263,258,60,10.15
SERVICE-SERVICE_HEALTH_HOURLY-05-71,SUB0026,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,36.04,index,valid,synthetic_service,287,286,74,17.28
